"to review","working notes","partID","partLabel","partType","partDesc","partInstr","domainID","specimenSet","compartSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdaed","changes","methodSteps","methodStepsRequired","methodStepsOrder","methodSets","methodSetsRequired","methodSetsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languageLUs","translationLUs","partLUs","setLUs","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","version1Table...83","version1Location","version1Table...85","version1Variable","version1Category","version1to2Changes"
NA,"Duplicate","scs","Secondary Clarifier Sludge Depreciated","category","Sludge produced by secondary clarifiers.","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature",NA,"NA","sampleMatCat","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Boues du clarificateur secondaire","Boue provenant d'un décanteur secondaire.","NA","not included",NA,NA,"not included",NA,NA,NA,"not included",NA,"Site","variableCategories",NA,"SampleTypeDefault","sSludge",NA
NA,NA,"sd","Standard Deviation","aggregation","Standard deviation.","NA","allDo","anySpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","quantitative","naAggrSet","NA","active","1.0","2.0","NA","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","L'écart type","L'écart type.","NA","not included","N/A","-","not included","-","not included","-","not included","-","WWMeasure; SiteMeasure","variableCategories",NA,"aggregation","sd","NA"
NA,NA,"sdn","Normalized Standard Deviation","aggregation","Standard deviation, normalized.","NA","allDo","anySpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","quantitative","naAggrSet","NA","active","1.0","2.0","NA","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","L'écart type normalisé","L'écart type normalisé.","NA","not included","N/A","-","not included","-","not included","-","not included","-","WWMeasure","variableCategories",NA,"aggregation","sdNr","NA"
NA,NA,"school","School","category","A school serving students in the kindergarten to 12th grade range","NA","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature",NA,"NA","shedCat","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","École","École.","NA","K12",NA,"Institution_type",NA,NA,NA,NA,"Institution Type","sites","Site","variableCategories",NA,"type","school","NA"
NA,"cat of sampleMat","sEfflu","Secondary clarifier effluent","category","Effluent obtained after secondary clarifiers","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature",NA,"NA","sampleMatCat","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Effluent du décanteur secondaire","Effluent obtenu aprés un décanteur secondaire.","NA","secondary effluent",NA,"sample_matrix",NA,NA,NA,NA,"not included",NA,"Sample","variableCategories",NA,"type","sEfflu","NA"
NA,"depreciate. See sharing schema.","self","Access to self","attribute","If this is 'no', this data will not be shown on the portal when this reporter logs in. If missing, data will be available to this reporter.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","boolean","NA","NA","0","1","Accès à soi","Si ""Non"", la donnée ne sera pas accessible par le reporteur lui-méme. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.","NA","NA","NA","not included",NA,NA,NA,NA,"Public Access Level","metadata","WWMeasure; SiteMeasure","variables",NA,"accessToSelf","NA","unclear; depricate out into sharing schema?"
NA,"mandatoryIf (measure)","aggID","Aggregation ID","attribute","Statistical measures used to report a measure. Each aggregation has a corresponding value.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","fK","mandatoryIf","13","NA","NA","NA","fK","mandatory","19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","12","ID d'agrégation","Mesures statistiques utilisées pour rendre compte d'une mesure. Chaque agrégation a une valeur correspondante.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","NA"
NA,"cat of sampleMat","septage","Septic tank wastewater","category","Wastewater from within a septic tank","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature",NA,"NA","sampleMatCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Eaux usées de la fosse septique","Eaux usées de la fosse septique","NA","septage",NA,"sample_matrix",NA,NA,NA,NA,"not included",NA,"Sample","variableCategories",NA,"type",NA,"Added"
NA,NA,"sea","Sea, natural water body","category","Sea, natural water body","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature",NA,"NA","siteTypeCat","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Mer, plan d'eau naturel","Mer, étendue d'eau naturelle.","NA","not included",NA,"Institution_type",NA,NA,NA,NA,"Institution Type","sites","Site","variableCategories",NA,"type","sea","NA"
NA,NA,"seqQualitySet","Sequencing Quality Set","qualitySet","Quality set for sequencing measures","NA","naDomain","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","seqQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","categorical","NA","NA","NA","NA","Ensemble de qualité de séquençage","Ensemble d'indicateurs de qualité pour le séquençage","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"sequence","Genetic sequencing class","class","Specifies a collection of measures/methods related to genetic sequencing.","NA","Bio","saSpecimen","anyCompartment","naGroup","sequence","naNomenclature",NA,"NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","30","Classe de séquençage génétique","Spécifie une collection de mesures/méthodes liées au séquençage génétique.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,NA,NA,NA,NA,NA,NA
NA,"Duplicate","sese","Sewer Sediments","category","Sediments obtained in sewer.","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature",NA,"NA","sampleMatCat","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sédiments d'égouts","Sédiments provenant des égouts.","NA","not included",NA,NA,"not included",NA,NA,NA,"not included",NA,"Site","variableCategories",NA,"SampleTypeDefault","swrSed",NA
NA,NA,"setID","Set ID","attribute","The name of a value set.","A set is a group of units, attributes, categories, specimens, or compartments that can be used for a measure, method or attribute.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pK","NA","varchar","NA","NA","0","28","ID de l'ensemble","Le nom d'un ensemble de valeurs.","Un ensemble est un groupe d'unités, d'attributs, de catégories, de spécimens ou de compartiments qui peuvent être utilisés pour une mesure, une méthode ou un attribut.","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","NA"
NA,NA,"setLUs","Sets Look-up Table","table","Look up table for all sets, managing how categorical inputs for various methods and attributes are grouped together.","This table manages many-to-many relationships and category recycling within the ODM.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Table de recherche des ensembles","Table de recherche pour tous les ensembles, gérant la manière dont les entrées catégorielles pour les différentes méthodes et attributs sont regroupées.","Cette table gère les relations de type ""many-to-many"" et le recyclage des catégories au sein de l'ODM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"setProvanceID","Method Set provance ID","attribute","A method set that served as a basis for another method set. This may be due to version changes, or a referencing a method set that was later adapted.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","header","optional","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID parentale de l'ensemble de la méthode","Un ensemble de méthodes qui a servi comme fondement à un autre ensemble de méthodes. Cela peut être dû à des changements de version, ou à une référence à un ensemble de méthodes qui a été adapté ultérieurement.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"setType","Set type","attribute","The type of set. I.e. quality set, aggregation set, unit set","NA","naDomain","naSpecimenSet","waterCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","Type d'ensemble","Le type d'ensemble. Par exemple, ensemble de qualité, ensemble d'agrégation, ensemble d'unités.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"setValue","Set Value","attribute","The partID for the set value or category.","Populated by any part where partType = aggregationSet, compartmentSet, qualitySet, specimentSet, or unitSet","naDomain","naSpecimenSet","waterCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fK","NA","NA","NA","NA","NA","NA","Valeur de l'ensemble","Le partID de la valeur ou de la catégorie de l'ensemble.","Rempli par toute partie où partType = aggregationSet, compartmentSet, qualitySet, specimentSet ou unitSet.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"setVersion","Method Set Version","attribute","Specifies the version of a method set.","Version of the method set. Semantic versioning is recommended.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","header","optional","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","1","NA","0","30","Version de l'ensemble de méthodes","Spécifie la version d'un ensemble de méthodes.","Version de l'ensemble de méthodes. Le versioning sémantique est recommandé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"sGene","S sars-cov-2 gene target","measure","S sars-cov-2 gene target","NA","Bio","saSpecimen","anyCompartment","sarsCov2","allele","naNomenclature",NA,"NA","NA","geneticUnits","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","see unit","see unit","see unit","0","30","Gène cible de SRAS-CoV-2 S","Gène cible S de SRAS-CoV-2.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"shedCat","Sampleshed Category Set","catSetPT","The category set for all valid values of sampleshed.","NA","naDomain","siSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","NA","NA","Ensemble de catégories pour le bassin d'échantillonnage","L'ensemble de catégories contenant toutes les valeurs valides de sampleshed.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"septTnk","Septic tank","category","Septic tank","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature",NA,"NA","siteTypeCat","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Fosse septique","Fosse septique.","NA","not included",NA,"Institution_type",NA,NA,NA,NA,"Institution Type","sites","Site","variableCategories",NA,"type","septTnk","NA"
NA,NA,"shipOnIce","Shipped on ice","method","Was the sample kept cool while being shipped to the lab","NA","naDomain","saSpecimen","anyCompartment","procGrp","naClass","naNomenclature",NA,"NA","tfCatSet","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","1","Transporté sur glace","L'échantillon a-t-il été gardé au froid lors du transport vers le laboratoire?","NA","not included",NA,"NA","not included",NA,NA,NA,"not included",NA,"Sample","variables",NA,"shippedOnIce","NA",NA
NA,NA,"Si","Site","specimen","A measure made on an compartment or property at a site where a sample was taken.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Site","Mesure d'eau usée passant à travers un site","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","NA"
NA,NA,"sin","Single","aggregation","This value is not an aggregate measurement in any way (ie. not a mean, median, max or any other) and can be a replicate value.","NA","allDo","anySpecimen","anyCompartment","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","quantitative","naAggrSet","NA","active","1.0","2.0","NA","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","Seul","La valeur n'a subi aucune agrégation (donc, la valeur n'est pas une moyenne, un maximum, etc.). La valeur peut étre un réplica.","NA","not included","N/A","-","not included","-","not included","-","not included","-","SiteMeasure; WWMeasure","variableCategories",NA,"aggregation","single","NA"
NA,NA,"siSaSpecimen","Site or sample specimen set","specSetPT","A specimen set that inculdes site or sample specimen.","NA","naDomain","siSaSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","categorical","NA","NA","0","30","Ensemble de spécimens de site ou d'échantillon","Un ensemble de spécimens qui comprend un spécimen de site ou d'échantillon.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,NA,NA,NA,NA,NA,NA
NA,NA,"siSpecimen","Site specimen set","specSetPT","A specimen set that inculdes only a site specimen.","NA","naDomain","siSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","categorical","NA","NA","0","30","Ensemble de spécimens de site","Un ensemble de spécimens qui ne comprend qu'un spécimen de site.","NA","not included",NA,NA,NA,NA,NA,NA,"not included",NA,NA,NA,NA,NA,NA,NA
NA,"Depreciate","siteDef","Site ID default","attribute","Used as default when a new sample is created by this reporter. See ID in Site table.","Deprecated in version 2, please do not use. Just populate standard SiteID.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID du site par défaut","Identifiant de Site utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""siteID"" dans la table ""Site""","NA","not included",NA,NA,"not included",NA,NA,NA,"Site ID","Sites","Reporter","variables",NA,"siteIDDefault","NA","defaults are deprecated"
NA,NA,"siteFeat","Site features group","group","A group of environmental measures/methods and those pertaining to the features of a site.","NA","allDo","siSpecimen","anyCompartment","siteFeat","naClass","naNomenclature",NA,"NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","varchar","NA","NA","0","30","Groupe de caractéristiques du site","Un groupe de mesures/méthodes environnementales et celles qui se rapportent aux caractéristiques d'un site.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"index","Index","attribute","Index number in case the measurement was taken multiple times.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.1","2.0","NA","NA","NA","NA","NA","NA","NA","header","optional","20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","NA","NA","0","50","Index","Index de la mesure dans le cas oé la méme mesure a été prise en replicata.","NA","not included","NA","NA","not included",NA,NA,NA,"not included",NA,"WWMeasure","variables",NA,"index","NA","NA"
NA,"depreciate","siteMeasureID","Site measure ID","attribute","Unique identifier for wide table only. Use when all measures are performed on a single sample.","Depreciate in version 2. siteMeasures","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","ID de la mesure du site","Identifiant unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures sont effectuées sur le méme échantillon.","NA","not included",NA,NA,"not included",NA,NA,NA,"not included",NA,"SiteMeasure","variables",NA,"siteMeasureID","NA","depricate"
NA,NA,"sites","Site Table","table","The table that contains information about a site; the location where an environmental sample was taken.","The site of an eviromental sample. Information in the site table does not regularly change. Consider using the MeasureReport table if the infomation changes often.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","programDescription","naNomenclature",NA,"NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Table de site","La table qui contient de l'information sur un site ; l'endroit où un échantillon environnemental a été prélevé.","Le site d'un échantillon eviromental. Les informations contenues dans la table site ne changent pas régulièrement. Envisagez d'utiliser la table MeasureReport si les informations changent souvent.","not included",NA,NA,NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","NA"
NA,NA,"siteTypeCat","Site category set","catSetPT","Category set for the type of sampling site.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,"NA","siteTypeCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","categorical","NA","NA","NA","NA","Ensemble de catégories de sites","Ensemble de catégories pour le type de site d'échantillonnage.","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"not in Version 1","not in Version 1",NA,"not in Version 1","NA","NA"
NA,NA,"ship","Ship","category","A cruise ship or other ship.","NA","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature",NA,"NA","shedCat","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","NA","NA","Navire","Un bateau de croisière ou un autre navire.","NA","Ship",NA,"Institution_type",NA,NA,NA,NA,"not included",NA,"NA","NA",NA,"NA","NA","Added from NWSS v2.0.2"
NA,"categories from NWSS","skimMilkFloc","Skimmed milk flocculation","category","Skimmed milk flocculation","NA","Che","naSpecimenSet","waterCompartment","procGrp","naClass","naNomenclature",NA,"NA","methodConcCat","naUnitSet","NA","naAggrSet","genQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Floculation du lait écrémé","Floculation du lait écrémé","NA","concentration_method","precessing method",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"slope","slope","measure","Slope value of the calibration curve.","Used for storing calibration curve information, potentially also applicable for other curve types.","allDo","siSaSpecimen","anyCompartment","procGrp","naClass","naNomenclature",NA,"NA","NA","naUnitSet","see unit","naAggrSet","pcrQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","float","NA","NA","NA","NA","pente","Valeur de la pente de la courbe d'étalonnage.","Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
