Version,2.0.0,,,,,,,
lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
fra,pcs,Boues du clarificateur primaire,Boue provenant d'un décanteur primaire.,NA,1.0.0,2.0.0,"depreciated, site material like this is now captured in the sample table",
fra,pEfflu,Effluent du décanteur primaire,Effluent obtenu aprés un décanteur primaire.,NA,1.0.0,2.0.0,NA,
fra,peg,Précipitation au polyéthylèneglycol (PEG),Précipitation au polyéthylèneglycol (PEG),NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,perc,Pour cent,Pourcentage.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,percRec,Pourcentage de récupération,Pourcentage de la récupération de substitution pour un essai de contrôle de l'efficacité de la récupération.,Sert à rapporter les résultats de tout essai de contrôle de récupération.,1.0.0,2.0.0,"description wording, structure",
fra,ph,pH,pH,NA,1.1.0,2.0.0,"description wording, structure",
fra,phac,Accès à PHAC,"Si ""Non"", la donnée ne sera pas accessible par les employés de l'Agence de Santé Publique du Canada. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema",
fra,phage,PHAGE,En-tête PHAGE,NA,2.0.0,2.0.0,added in V2.0.0,
fra,phageNotes,Notes sur PHAGE,Notes de PHAGE,NA,2.0.0,2.0.0,added in V2.0.0,
fra,pHClass,Classe de pH,Measures and methods relating to pH.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,phenCl,Phénol chloroforme,Extraction d'acides nucléiques réalisée avec du chloroforme phénol.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,phi6,Virus Pseudomonas phi6,Mesure de la quantité de virus pseudomonas phi6.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,phi6Mat,Cible de phi6,Le virus Pseudomonas phi6 est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,phone,Numéro de téléphone de contact,Numéro de téléphone de contact.,NA,1.0.0,2.0.0,"description wording, structure",
fra,phos,Phosphore total,Phosphore total,NA,1.1.0,2.0.0,"description wording, structure",
fra,phostot,Phosphates totaux,Phosphates totaux.,NA,1.1.0,2.0.0,"description wording, structure",
fra,phred,Score de qualité PHRED,Score de qualité PHRED pour le séquençage,NA,2.0.0,2.0.0,added in V2.0.0,
fra,phy,Propriété Physique,Propriété qui n'est pas spécifiée par la composition chimique ou la présence de vie.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,physical,Classe physique,Spécifie une collection de mesures/méthodes liées à des propriétés physiques génériques.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,pK,Clé primaire,Clé primaire pour une table.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,pmFloMean,Moyenne normalisée en fonction du débit et du PMMoV,Mesure moyenne normalisée à la quantité de PMMoV et au débit d'eaux usées.,"Principalement utilisé pour déclarer des allèles spécifiques (N1, N2, E, etc.)",2.0.0,2.0.0,added in V2.0.0,
fra,pmmovNorm,Moyenne normalisée en fonction du PMMoV,Mesure moyenne normalisée par rapport à la quantité de PMMoV.,"Principalement utilisé pour signaler des allèles spécifiques (N1, N2, E, etc.).",2.0.0,2.0.0,added in V2.0.0,
fra,po,Population,Mesure aggrégée de santé publique,NA,1.0.0,2.0.0,added in V2.0.0,
fra,pogr,Post-gravillonnage,Eau usée aprés dégrillage et dessablage.,NA,1.0.0,2.0.0,"depreciated, site material like this is now captured in the sample table",
fra,polygonID,ID du polygone,Identifiant unique du polygone.,NA,1.0.0,2.0.0,"description wording, structure",
fra,polygons,Table des polygones,La table qui contient des informations sur la géométrie d'une zone géographique.,NA,1.0.0,2.0.0,"description wording, structure",
fra,polygonsOrder,Ordre des colonnes de la table Polygones,Spécifie l'ordre des colonnes dans une table Polygones.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,polygonsRequired,Exigences du tableau des polygones,Spécifie les colonnes requises dans une table Polygones.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,polyPop,Population du polygone,"Un attribut d'un polygone, qui spécifie la population de ce polygone. Une estimation approximative du nombre de résidents humains.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,pooled,combiné,"S'il s'agit d'un échantillon combiné, c'est-à-dire, est-il composé de plusieurs échantillons ""enfants""?",NA,1.0.0,2.0.0,added in V2.0.0,
fra,popDateTypeDep,Type de date pour le rapport des cas,Type de date pour le rapport des cas,NA,1.0.0,2.0.0,depreciated,
fra,popDateTypeSet,Ensemble de catégories de date de déclaration de cas,Ensemble de catégories pour la date de déclaration du cas.,NA,1.0.0,2.0.0,"added in V2.0.0,depreciated",
fra,popEq,Équivalents de population,"Unité de mesure de la capacité nominale des stations d'épuration des eaux usées, représentée par la quantité approximative d'eau qu'une personne normale utiliserait.",NA,1.0.0,2.0.0,"description wording, structure; github issue #123",
fra,popGrp,Groupe de population,Un groupe de mesures/méthodes liées à des facteurs de niveau de population.,"Il peut s'agir par exemple du nombre de cas, du taux d'hospitalisation, etc.",2.0.0,2.0.0,added in V2.0.0,
fra,popServ,Population desservie,"Un attribut d'un site, qui spécifie la population de/desservie par un site donné.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,populationUnitSet,Ensemble d'unités de population,Ensemble d'unités pour les mesures relatives aux hôpitaux.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,poSaSpecimenSet,Ensemble de population ou d'échantillons,Un ensemble de spécimens qui comprend des spécimens de population ou d'échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,poSiSpecimenSet,Ensemble de population ou de sites,Un ensemble de spécimens qui comprend des spécimens de population ou de site.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,poSpecimenSet,Ensemble de spécimens de population,Un ensemble de spécimens qui comprend uniquement un spécimen de population.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,pp,Pourcentage positif,Pourcentage de positifs.,NA,1.0.0,2.0.0,description wording.,
fra,ppm,Parties par million,Parties par million.,NA,1.0.0,2.0.0,description wording.,
fra,ppmv,PMMoV-CP,Région du gène de la capside du virus de la marbrure légére du piment,NA,1.0.0,2.0.0,"description wording, structure",
fra,pprt,Taux de positivité en pourcentage,Pourcentage de positivité des tests.,NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
fra,pps,Pourcentage de boues primaires,Pourcentage de boues primaire (pour solides totaux).,NA,1.0.0,2.0.0,description wording.,
fra,precipation,Classe de précipitation,Spécifie une collection de mesures/méthodes liées à la précipitation.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,precipitationUnitSet,Unités de précipitation,Ensemble d'unités pour les mesures de précipitation.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,pretreat,Alteration chimique,L'échantillon a-t-il été chimiquement altéré par un ajout de stabilisant ou autre?,NA,1.0.0,2.0.0,NA,
fra,primer,Amorce génétique,ID de la méthode utilisé pour indiquer l'amorce utilisée pour un essai de RCP ou de séquençage.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,primerSet,Ensemble de catégories d'amorces génétiques,L'ensemble des catégories pour les amorces génétiques utilisées dans les essais de séquençage ou de RCP.,NA,2.0.0,2.0.0,naUnitSet,
fra,priv,Organisation de type de secteur privé,La catégorie de type d'organisation utilisée pour les groupes du secteur privé ou à but non lucratif qui ne sont pas autrement pris en compte par la catégorie académique.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,procGrp,Groupe de traitement,Un groupe de mesures/méthodes liées au traitement des échantillons pour l'analyse.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,programDescr,Classe de table de description de programme,Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de description de programme.,"Utilisé uniquement pour mieux spécifier l'objectif des tables de rapport, distinct des autres classes de cette façon.",2.0.0,2.0.0,added in V2.0.0,
fra,promAuto,Trousse de tna automatisée de promega,Extraction d'acides nucléiques réalisée à l'aide de la trousse promega automated tna.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,promHt,Trousse de ht tna automatisée de promega,Extraction d'acides nucléiques réalisée à l'aide de la trousse promega ht tna.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,promManu,Trousse de tna manuelle de promega,Extraction d'acides nucléiques réalisée à l'aide de la trousse tna manuelle de promega.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,promWW,Trousse de capture d'adn à grand volume pour eaux usées de promega,Extraction d'acides nucléiques réalisée à l'aide de la trousse de capture d'ADN grand volume de promega wastewater.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,prop,Proportion du total,Proportion exprimée en pourcentage.,NA,1.0.0,2.0.0,description wording.,
fra,propV,Proportion de la/des variante(s) dans l'échantillon,Proportion du variant dans l'échantillon.,NA,1.1.0,2.0.0,description wording.,
fra,protein,Classe de protéines,Spécifie une collection de mesures/méthodes sur les protéines.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolID,ID de protocoles,Un identifiant unique pour les protocoles donné.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolIDContainer,ID du rapport de l'ensemble de protocoles,La clé composite générée en combinant l'ID de l'ensemble de protocoles et l'index de l'ensemble.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolIDObj,ID d'objet de protocole,"L'objet de la relation entre un protocole et un autre protocole ou une étape, dans un conteneur d'ID de protocole.","Remplissez ce champ en utilisant l'ID du protocole (partID = protocolID). Avec `protocolIDSub` ou `stepIDSub` et `relationshipID`, la relation de protocole est définie comme suit : [protocolIDSubject ou stepIDSubject] [relationshipID] [protocolIDObject ou stepIDObject]. Ex : stepIDSubject précède protocolIDObject.",2.0.0,2.0.0,added in V2.0.0,
fra,protocolIDSub,ID de sujet de protocole,"Le sujet de la relation entre un protocole et un autre protocole ou une étape, dans un conteneur d'ID de protocole.","Remplissez ce champ en utilisant l'ID du protocole (partID = protocolID). Avec `protocolIDObj` ou `stepIDObj` et `relationshipID`, la relation de protocole est définie comme suit : [protocolIDSubject ou stepIDSubject] [relationshipID] [protocolIDObject ou stepIDObject]. Ex : stepIDSubject précède protocolIDObject.",2.0.0,2.0.0,added in V2.0.0,
fra,protocolRelationships,Table de rapport de protocoles,La table qui contient de l'information et des détails sur une méthode donnée.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolRelationshipsOrder,L’ordre des colonnes de la table d'organisation de protocoles,Indique l’ordre des colonnes dans la table d'organisation de protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolRelationshipsRequired,Exigences de la table d'organisation de protocoles,Indique les colonnes requises dans la table d'organisation de protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolRelSet,Ensemble de relations de protocole,Ensemble de catégories pour les valeurs valides de relationshipID dans la table protocolRelationships.,À n'utiliser que pour la relation ID de la table protocolRelationships table relationshipID.,2.0.0,2.0.0,added in V2.0.0,
fra,protocols,Table de protocoles,La table qui contient les protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolsOrder,L’ordre des colonnes de la table de protocoles,Indique l’ordre des colonnes dans la table de protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolsRequired,Exigences de la table de protocoles,Indique les colonnes requises dans la table de protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolSteps,Étape de protocole,La table qui contient les échantillons environnementaux.,Les méthodes sont toute procédure ou approche permettant d'effectuer un échantillon ou une mesure.,1.0.0,2.0.0,"updated from assay method into 2 tables, restructured.",
fra,protocolStepsOrder,L’ordre des colonnes de la table d’étapes de protocoles.,Indique l’ordre des colonnes dans la table d’étapes de protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolStepsRequired,Exigences de la table d'étapes de protocoles,Indique les colonnes requises dans la table d'étapes de protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolTableSet,Ensemble de tableaux du protocole,Tables contenant des informations sur les méthodes utilisées pour la collecte ou la mesure des échantillons.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,protocolVersion,Version de l'ensemble de protocoles,Spécifie la version d'un ensemble de méthodes.,Version de l'ensemble de méthodes. Le versioning sémantique est recommandé.,2.0.0,2.0.0,added in V2.0.0,
fra,provHA,Accès aux Autoritées Sanitaires Provinciales,"Si ""Non"", la donnée ne sera pas accessible par les autorités de santépublique provinciales. Si ""Oui"" ou laissé vide, la donnée sera accessible él'autorité de santé publique de la province oé l'échantillonnage a étéréalisée.",NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema.",
fra,provisional,Rapport provisoire,Un rapport provisoire ou intermittent.,"Utilisation pour des mesures qui ne sont pas encore finalisées. Généralement, cet usage n'est pas rendu public.",2.0.0,2.0.0,added in V2.0.0,
fra,pSludge,Boues du décanteur primaire,Boue provenant d'un décanteur primaire.,NA,1.0.0,2.0.0,NA,
fra,pStat,Station de pompage,Station de pompage.,NA,1.0.0,2.0.0,"description wording, structure",
fra,pstGrit,Post-Grit,Eau usée aprés dégrillage et dessablage.,NA,1.0.0,2.0.0,NA,
fra,ptDescDep,Description du pré-traitement,Description du pré-traitement le cas échéant.,NA,1.0.0,2.0.0,"depreciated, absorbed into more general ""description"" part",
fra,ptot,Nombre de tests positifs,Nombre de tests positifs.,NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
fra,pubHealth,Agence de santé publique,Agence de santé publique.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,public,Accèes publique,"Si ""Non"", la donnée ne sera pas accessible par le public. Si ""Oui"" ou laissévide, la donnée leur sera accessible.",NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema.",
fra,puro,Virus Puro,Mesure de la quantité de virus puro.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,puroMat,Cible du virus puro,Le virus Puro est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,purpose,Objectif,La raison pour laquelle la mesure ou l'échantillon a été prélevé.,"Voir les catégories autorisées : rapport, contrôle de qualité, étude de validation, test.",2.0.0,2.0.0,NA,
fra,purposeSet,Ensemble de catégories d'objet d'échantillon ou de mesure,Ensemble de catégories pour le but de l'échantillon ou de la mesure.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,q19e,Gène cible de la variante omicron q19e,Gène cible q19e de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,q493r,Gène cible de la variante omicron q493r,Gène cible q493r de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,q498r,Gène cible de la variante omicron q498r,Gène cible q498r de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,q954h,Gène cible de la variante omicron q954h,Gène cible q954h de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,qaqc,Méthode d'assurance-qualité,"Assurance qualité, contrôle de la qualité.",Description des mesures prises pour le contrôle de la qualité,1.0.0,2.0.0,"description wording, deprecated",
fra,qf1,Problèmes de qualité,"Un indicateur de l'existence d'un problème de qualité, non spécifié par ailleurs.",NA,1.0.0,2.0.0,added in V2.0.0,
fra,qgDNARNA,Trousse allprep d'adn/rna de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen allprep dna/rna.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,qgDpcr,RCP numérique qiagen,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Qiagen.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,qgEz1,Mini-trousse qiagen ez1 virus v2.0,Extraction des acides nucléiques réalisée à l'aide de la trousse qiagen ez1 virus mini kit v2.0.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,qgPwrFecal,Trousse allprep powerfecal d'adn/rna de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen allprep powerfecal dna/rna kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,qgPwrViral,Trousse allprep powerviral d'adn/rna de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse qiagen allprep powerviral dna/rna kit.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,qgPwrWtr,Trousse Powerwater de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen powerwater.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,qgQiAmp,Tampons qiagen qiaamp avec colonnes epoch,Extraction d'acides nucléiques réalisée à l'aide des tampons qiagen qiaamp avec colonnes epoch.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,qgRneasy,Trousse rneasy de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse rneasy de qiagen.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,qgRneasyPwr,Trousse rneasy powermicrobiome de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse rneasy powermicrobiome de qiagen.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
fra,qpcr,RCP quantAggScale,"RCP en temps réel, également appelée RCP ""quantAggScale"".",NA,2.0.0,2.0.0,added in V2.0.0,
fra,qualAggScale,Qualitatif,"L'échelle d'agrégation ""qualitative"".",NA,2.0.0,2.0.0,added in V2.0.0,
fra,qualityControl,Contrôle de qualité,Une mesure ou un échantillon prélevé à des fins de contrôle de la qualité.,Les mesures avec cette catégorie sont prises pour évaluer le contrôle de la qualité.,2.0.0,2.0.0,added in V2.0.0,
fra,qualityFlag,Indicateur de qualité,Un champ pour signaler un problème de qualité - ou son absence - pour un échantillon ou une mesure.,Les types d'indicateurs de qualité varient selon le contexte ; veuillez consulter le QulaityFlagSet pour en avoir la confirmation.,2.0.0,2.0.0,added in V2.0.0,
fra,qualityID,ID du rapport de qualité,Un identifiant unique pour un rapport de qualité donné.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,qualityIndicators,Type de partie de qualité,Le type de partie pour les parties de qualité.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0.0,2.0.0,added in V2.0.0,
fra,qualityIndSets,Ensembles de qualité,"Ensembles de mesures de qualité. Par exemple, PCR (réaction en chaîne par polymérase) a un ensemble de mesures de qualité.","Les ensembles sont des listes de valeurs d'entrée. Chaque valeur d'entrée dans un ensemble est une partie (a un partID) qui peut être réutilisée entre les ensembles. Par exemple, un ensemble A peut contenir les valeurs ""oui"" et ""non"", et un ensemble B peut contenir les valeurs ""oui"", ""non"" et ""peut-être"". Les types de partie avec des ensembles comprennent les agrégations, les compartiments, les manques, les indicateurs de qualité, les spécimens et les unités. Les mesures avec catégories et types de données ont leurs propres ensembles de catégories spécifiques (catSetID) car leurs valeurs d'entrée sont uniques et ne sont pas réutilisées.",2.0.0,2.0.0,added in V2.0.0,
fra,qualityReports,Table des rapports de qualité,Le table pour enregistrer les différents paramètres et indicateurs de qualité pour les échantillons et les mesures.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,qualityReportsOrder,Ordre des colonnes la table des rapports de qualité,Spécifie l'ordre des colonnes dans la table des rapports de qualité.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,qualityReportsRequired,Exigences de la table des rapports de qualité,Spécifie les colonnes requises dans table des rapports de qualité.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,qualitySetID,Colonne d'ID de l'ensemble de qualité,L'ensemble de qualité qui correspond à une partie donnée. Ne s'applique qu'aux échantillons et aux mesures.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,quantAggScale,Quantitatif,"L'échelle d'agrégation ""quantAggScale"".",NA,2.0.0,2.0.0,added in V2.0.0,
fra,r2,R au carré,Valeur R-carré de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",2.0.0,2.0.0,added in V2.0.0,
fra,r203m,Gène cible de la variante delta r203m,Gène cible r203m  de la variante delta.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,rainDpcr,RCP digitale de raindance,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Raindance.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,rainy,Pluvieux,"CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de pluie.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
fra,ranSeq,Méthode de sélection aléatoire pour le séquençage,Indique la méthode de sélection aléatoire pour le séquençage,Aucun ensemble d'amorces ne doit être utilisé si cette option est sélectionnée.,2.0.0,2.0.0,added in V2.0.0,
fra,ratio,Facteur de dilution,Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.,"Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1.",2.0.0,2.0.0,added in V2.0.0,
fra,raws,Echantillon d'eaux usées brutes,Echantillon d'eaux usées brutes,NA,1.0.0,2.0.0,NA,
fra,rawWW,Eaux usées brutes,Eau usée brute,NA,1.0.0,2.0.0,NA,
fra,rawWWdown,Eaux usées brutes en aval d'un site,En aval d'un site. Voir partType = rawWWup.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,rawWWup,Eaux usées brutes en amont d'un site,"En amont d'un site. Utilisé lorsqu'il n'y a pas d'accès direct à l'inconjuctiion des eaux usées d'un site avec un échantillon en aval. Par exemple, si le site est une maison de soins de longue durée, mais qu'il n'y a pas d'accès à la sortie de nettoyage du bâtiment ou de la propriété. Utiliser deux échantillons, un en amont et un en aval.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,rdrpIP2,IP2 rdrp cible de gène de SRAS-CoV-2,Gène cible IP2 rdrp de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,rdrpIP4,IP4 rdrp cible de gène de SRAS-CoV-2,Gène cible IP4 rdrp de SRAS-CoV-2.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,recDate,Date de réception de l'échantillon,La date à laquelle l'échantillon a été reçu au laboratoire pour analyse.,NA,2.0.0,2.0.0,"added in V2.0.0, Update in line with Github Issue #211",
fra,recov,Patients guéris,Unités pour décrire une mesure de population de patients qui ont guéri d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0.0,2.0.0,added in V2.0.0,
fra,refLink,Lien de référence,"Lien vers le matériel de référence d'une partie. Peut renvoyer à la documentation sur une méthode, une mesure, etc.","Lien vers le mode opératoire standard d'une mesure ou d'une partie. La référence de la pièce est une référence à un document technique qui décrit la partie en détail. La référence peut être une URL, un DOI ou une référence à un rapport technique.",1.0.0,2.0.0,"description wording, structure",
fra,regular,Régulier,Une mesure ou un échantillon prélevé à des fins de surveillance ou d'épidémiologie.,"Une mesure ""régulière"" est la valeur par défaut. Les données manquantes seront recodées dans ce but.",2.0.0,2.0.0,added in V2.0.0,
fra,regularReportTableSet,Tables des rapports réguliers,Tables utilisées pour la communication quotidienne de nouvelles mesures et d'informations sur la collecte d'échantillons.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,relHum,Humidité relative,"Mesure de l'humidité relative, ou de la quantité de vapeur d'eau présente dans l'air par rapport à la saturation ; fait partie d'une série de mesures météorologiques qui peuvent être utiles lors de la collecte d'échantillons provenant de sources extérieures.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
fra,relHumidUnitSet,Ensemble d'unités d'humidité relative,Ensemble d'unités pour les mesures d'humidité relative.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,repGrab,Échantillon instantané représentatif,Un seul grand échantillon instantané représentatif.,"Déprécié dans la version 2, ne pas utiliser.",1.0.0,2.0.0,depreciated,
fra,replicateSet,Ensemble de catégories de type de réplicat,L'ensemble de catégories pour les valeurs du type de réplicat.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,repNum,nombre de répliques,Le nombre de répétitions pour une valeur Ct ou Cq - utilisé pour spécifier une courbe standard dans un protocole.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,repOrg1,Département ou région de santé publique,Le département ou la région de santé publique où se trouve le site ou l'institut. Voir également `healthRegion` s'il existe une autorité régionale de prestation de soins de santé distincte.,NA,1.1.0,2.0.0,"description wording, structure",
fra,repOrg2,Région de planification de la santé,L'autorité de planification de la santé où se trouve le site ou l'institut. Voir aussi `publicHealthDepartment`.,NA,1.1.0,2.0.0,"description wording, structure",
fra,reportable,Indicateur de données à déclarer,"Indicateur permettant de déterminer si une mesure doit être rapportée ou non, basé sur la confiance dans la mesure et les méthodes qui sont appliquées.",NA,2.0.0,2.0.0,added in V2.0.0,
fra,reportDate,Date du rapport de mesure,La date à laquelle une mesure a été rapportée publiquement ou aux autorités sanitaires/système de surveillance.,NA,1.0.0,2.0.0,"description wording, structure",
fra,reporterIDDep,ID du rapporteur,Identifiant unique pour la personne ou l'organisation responsable des données rapportées.,NA,1.1.0,2.0.0,changed to contactID,
fra,reportersDep,Table de rapporteur,"La table qui contient de l'information sur le rapporteur d'un échantillon, d'une méthode, d'une mesure ou d'un attribut.",NA,1.0.0,2.0.0,depreciated,
fra,repType,Type de réplicat,"Attribut d'un échantillon, spécifiant si l'échantillon est unique, ou une réplique. Et s'il s'agit d'une réplique, de quel type de réplique s'agit-il ?",NA,2.0.0,2.0.0,"added in V2.0.0, GitHub issue #94",
fra,resCosca,Resuspendre la collection de filtres COSCa,Extraction d'acide nucléique par remise en suspension d'un échantillon prélevé selon la méthode de la balle COSCa.,Voir partID = cosca pour plus de détails.,2.0.0,2.0.0,added in V2.0.0,
fra,results,Classe de tables de résultats,Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de résultats.,"Utilisé uniquement pour mieux spécifier l'objectif des tables de rapports, distincts des autres classes de cette manière.",2.0.0,2.0.0,added in V2.0.0,
fra,retPond,Étang de rétention,Bassin de rétention.,NA,1.0.0,2.0.0,"description wording, structure",
fra,river,"Rivière, plan d'eau naturel","Riviére, étendue d'eau naturelle.",NA,1.0.0,2.0.0,"description wording, structure",
fra,role,Rôle du contact,Précise le rôle organisationnel d'un contact donné.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,rP100,"Taux pour 100,000",Unités pour décrire une mesure de population d'un taux d'incidence de cas pour 100 000 personnes d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0.0,2.0.0,added in V2.0.0,
fra,rppw,Eaux usées brutes après pasteurisation.,Eaux usées brutes après pasteurisation.,NA,1.0.0,2.0.0,NA,
fra,rsv,Groupe du virus respiratoire syncytial,Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,s2083i,Gène cible de la variante omicron s2083i,Gène cible s2083i de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,s371l,Gène cible de la variante omicron s371l,Gène cible s371l de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,s373p,Gène cible de la variante omicron s373p,Gène cible s373p de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,s375f,Gène cible de la variante omicron s375f,Gène cible s375f de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,s477n,Gène cible de la variante omicron s477n,Gène cible s477n  de la variante omicron.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,sa,Échantillon,Mesure faite dans un échantillon d'eau usée.,NA,2.0.0,2.0.0,added in V2.0.0,
fra,saMaterial,Matériel d'échantillonnage,Type d'échantillon.,NA,1.0.0,2.0.0,description wording additional categories added (from NWSS),
fra,sampleID,ID de l'échantillon,Identifiant unique pour l'échantillon. Suggestion:siteID-date-index.,NA,1.1.0,2.0.0,"description wording, structure",
