partID,partLabel,partType,shortName,partDesc,partInstr,domain,specimenSet,compartmentSet,group,class,nomenclature,ontologyRef,latExp,mmaSet,unitSet,aggregationScale,aggregationSet,qualityIndSet,missingnessSet,status,firstReleased,lastUpdated,changes,protocolSteps,protocolStepsRequired,protocolStepsOrder,protocolRelationships,protocolRelationshipsRequired,protocolRelationshipsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygons,polygonsRequired,polygonsOrder,languages,languagesRequired,languagesOrder,translations,translationsRequired,translationsOrder,parts,partsRequired,partsOrder,sets,setsRequired,setsOrder,qualityReports,qualityReportsRequired,qualityReportsOrder,sampleRelationships,sampleRelationshipsRequired,sampleRelationshipsOrder,protocols,protocolsRequired,protocolsOrder,countries,countriesRequired,countriesOrder,zones,zonesRequired,zonesOrder,wideNames,wideNamesRequired,wideNamesOrder,refLink,dataType,minValue,maxValue,minLength,maxLength
speed,Speed class,classes,NA,Measures and methods relating to speed.,NA,phy,siSaSpecimenSet,anyCompartmentSet,naGroup,speed,naNomenclature,NA,NA,NA,windSpeedUnitSet,seeUnitAggScale,naAggrSet,genQualitySet,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
speedUnitSet,Speed Unit Set,unitSets,NA,"Unit set for reporting speeds (centrifugation speed, etc.)",NA,phy,saSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,speedUnitSet,quantAggScale,linearAggrSet,genQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
spike,Spike matrix and recovery,categories,NA,The spike matrix and recovery method for assessing inhibition.,NA,bio,saSpecimenSet,anyCompartmentSet,procGrp,pcr,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
spikeConc,Spike Concentration,measurements,NA,Concentration of the recovery efficiency target in a spike matrix and recovery assay.,NA,bio,saSpecimenSet,anyCompartmentSet,procGrp,naClass,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,integer,0,NA,NA,NA
spikeMat,Spike material,methods,NA,Material into which the recovery efficiency control target is spiked.,NA,bio,saSpecimenSet,anyCompartmentSet,procGrp,naClass,naNomenclature,NA,NA,spikeMatSet,unitlessUnitSet,NA,naAggrSet,pcrQualitySet,genMissingnessSet,active,1.0.0,2.0.0,description wording,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,categorical,NA,NA,0,4
spikeMatSet,Spike material set,mmaSets,NA,set for spikeMat (aterial into which the recovery efficiency control target is spiked).,NA,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,spikeMatSet,naUnitSet,NA,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
spikeTarget,Recovery efficiency spike target,methods,NA,Method specifying the recovery efficiency control target. This matches on to the the spike material method ID.,Should typically be indexed as a step proceeding the spikeMaterial methodID step.,bio,saSpecimenSet,anyCompartmentSet,procGrp,naClass,naNomenclature,NA,NA,spikeTargetSet,unitlessUnitSet,NA,naAggrSet,pcrQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,categorical,NA,NA,0,30
spikeTargetSet,Recovery efficiency spike target set,mmaSets,NA,The set capturing containing all of the valid categories for the recovery efficiency control (or spike) target.,NA,bio,saSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,spikeTargetSet,naUnitSet,NA,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
spill,Sample spilled,qualityIndicators,NA,Sample contents spilled from container.,NA,naDomain,saSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,sampleQualitySet,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
sSludge,Secondary clarifier sludge,categories,NA,Sludge produced by secondary clarifiers,NA,naDomain,naSpecimenSet,waterCompartmentSet,colGrp,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,NA,active,1.0.0,2.0.0,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
sss,Social services shelter,categories,NA,Other type of social services shelter,NA,naDomain,naSpecimenSet,anyCompartmentSet,colGrp,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
stabPnd,Stabilization pond,categories,NA,Specifies a site type which is a pond designed and built for wastewater treatment to reduce the organic content and remove pathogens from wastewater.,NA,naDomain,naSpecimenSet,waterCompartmentSet,colGrp,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,NA,active,1.0.0,2.0.0,"description wording, structure",NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
standardConc,Standard concentrations class,classes,NA,Measures and methods relating to standard conentrations.,NA,phy,siSaSpecimenSet,anyCompartmentSet,naGroup,standardConc,naNomenclature,NA,NA,NA,stdConcentrationUnitSet,seeUnitAggScale,naAggrSet,genQualitySet,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
standardCurve,Standard curve class,classes,NA,Measures and methods relating to generating or recording a standard curve.,NA,bio,saSpecimenSet,anyCompartmentSet,naGroup,standardCurve,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,naAggrSet,seqQualitySet,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
staphGrp,Staphylococcus Group,groups,NA,A group of measures/methods related to staphylococcus bacteria.,Used to describe the organism information for general measures.,bio,saSpecimenSet,anyCompartmentSet,staphGrp,organism,naNomenclature,NA,NA,NA,naUnitSet,seeUnitAggScale,naAggrSet,NA,NA,active,2.2.0,2.2.0,added in V2.2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
stateProvLevel,"Departments, states, or provinces",attributes,NA,"Departments, states, or provinces",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,ISCU,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,nrNAMissingnessSet,depreciated,2.0.0,2.1.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
stateProvReg,"State, Province, or Region",attributes,NA,"The state, province, or region where a site or organization is located; part of the address.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,genMissingnessSet,active,1.0.0,2.0.0,"description wording, structure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,header,mandatory,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
status,Status,partSupport,NA,Whether the part is still active and can be used in the most current ODM version. Values are 'active' or 'inactive'.,The status of the part or list. 'active' means the part is used in the dictionary version. 'inactive' means the part has been retired and not longer used in the version.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,statusSet,naUnitSet,NA,naAggrSet,NA,NA,active,1.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,header,mandatory,20,header,mandatory,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
statusSet,Status set,mmaSets,NA,A set for partID = Status to indicate whether a part is in current use or not.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
stdConcentrationUnitSet,Standard concentration unit set,unitSets,NA,Unit set for concentration measurements.,NA,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,stdConcentrationUnitSet,quantAggScale,naAggrSet,NA,NA,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
stdCurveMet,Standard Curve Calculation Method,methods,NA,Describes the specific approach used for calculating a standard curve.,NA,bio,saSpecimenSet,anyCompartmentSet,measGrp,pcr,naNomenclature,NA,NA,stdCurveSet,unitlessUnitSet,NA,naAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,categorical,NA,NA,0,30
stdCurveSet,Standard Curve Calculation Set,mmaSets,NA,The set capturing containing all of the valid methods for the PCR standard curve calculations.,NA,bio,saSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,stdCurveSet,naUnitSet,NA,naAggrSet,NA,NA,active,2.2.0,2.2.0,added in V2.2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,50
stec,Shiga-toxin-producing Escheria coli (STEC),measurements,NA,Shiga-toxin-producing Escheria coli (STEC).,NA,bio,poSaSpecimenSet,anyCompartmentSet,ecoliGrp,organism,naNomenclature,NA,NA,NA,bacteriaUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,2.1.0,2.1.0,added in V2.1.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
sTemp,Storage temp,measurements,NA,Temperature that the sample is stored at in Celsius.,NA,phy,saSpecimenSet,anyCompartmentSet,procGrp,temperature,naNomenclature,NA,NA,NA,temperatureUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,1.0.0,2.0.0,NA,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,float,seeUnitVal,seeUnitVal,NA,NA
stepID,Protocol Step ID,attributes,NA,The unique identifier for a specific protocol step.,"Protocol Steps are the component parts of a larger protocols, the latter being linked to specific measure reports.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,pK,mandatory,1,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
stepIDObj,Step ID Object,attributes,NA,"The object of the relationship between one protocol step and another step or protocol, within a given protocol ID container.",Populate this field using Protocol Step ID (partID = stepID). Together with `protocolIDSub` or `stepIDSub` and `relationshipID` the row of `protocolRelationships` should say: [protocolIDSubject or stepIDSubject]  [relationshipID] [protocolIDObject or stepIDObject]. Ex: stepIDSubject  precedes protocolIDObject.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,fK,mandatoryIf,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,integer,1,NA,NA,NA
stepIDSub,Step ID Subject,attributes,NA,"The subject of the relationship between one protocol step and another step or protocol, within a given protocol ID container.",Populate this field using Protocol ID (partID = stepID). Together with `protocolIDSub` or `stepIDSub` and `relationshipID` the row of `protocolRelationships` should say: [protocolIDSubject or stepIDSubject]  [relationshipID] [protocolIDObject or stepIDObject]. Ex: stepIDSubject  precedes protocolIDObject.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,fK,mandatoryIf,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
stepProvenanceID,Method step parent ID,attributes,NA,"A method step that served as a basis for another method step. This may be due to version changes, or a referencing a method set that was later adapted.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,genMissingnessSet,depreciated,2.0.0,2.0.0,added in V2.0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
stepVer,Protocol step version,attributes,NA,Specifies the version of a given protocol step.,Version of the method step. Semantic versioning is recommended.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,genMissingnessSet,active,1.0.0,2.0.0,"description wording, structure",header,optional,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,50
storTempDef,Sewer network file blob,attributes,NA,A file blob that has any detailed information about the sewer network associated with the site (any format).,"Deprecated in version 2, please do not use. Refer to WKT and EPSG instead.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,NA,NA,NA,naUnitSet,NA,naAggrSet,NA,genMissingnessSet,depreciated,1.0.0,2.0.0,depreciated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,blob,NA,NA,0,65535
stoTim,Storage time,measurements,NA,Length of time that a sample was in storage.,NA,allDo,saSpecimenSet,anyCompartmentSet,procGrp,time,naNomenclature,NA,NA,NA,timeUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,float,seeUnitVal,seeUnitVal,NA,NA
strepGrp,Streptococcus Group,groups,NA,A group of measures/methods related to streptococcus bacteria.,Used to describe the organism information for general measures.,bio,saSpecimenSet,anyCompartmentSet,strepGrp,organism,naNomenclature,NA,NA,NA,naUnitSet,seeUnitAggScale,naAggrSet,NA,NA,active,2.2.0,2.2.0,added in V2.2.0,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
strepPneu,Streptococcus pneumoniae,measurements,NA,Streptococcus pneumoniae,NA,bio,saSpecimenSet,anyCompartmentSet,strepGrp,organism,naNomenclature,NA,NA,NA,geneticUnitSet,seeUnitAggScale,linearAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
subVar,Sub-variant or lineage,measurements,NA,"A unit used to report a specific genetic lineage, or to specify that a reported variant is a sub-variant of another.",Combine in a measure report if necessary.,bio,saSpecimenSet,anyCompartmentSet,miscMeas,variant,pangolin,NA,NA,NA,geneticUnitSet,seeUnitAggScale,linearAggrSet,seqQualitySet,genMissingnessSet,active,2.0.0,2.0.0,"added in V2.0.0, github issue #120",input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,varchar,NA,NA,0,30
suc,Sucralose,measurements,NA,Sucralose (usually measured as a human fecal chemical indicator),NA,che,siSaSpecimenSet,waterCompartmentSet,procGrp,standardConc,naNomenclature,NA,NA,NA,stdConcentrationUnitSet,quantAggScale,linearAggrSet,genQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,NA,NA,NA,NA,NA,input,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,input,NA,NA,NA,seeUnitData,seeUnitVal,seeUnitVal,NA,NA
