"","partID","partLabel","partType","shortName","partDesc","partInstr","domainID","specimenSet","compSet","groupID","classID","nomenclatureID","ontologyRef","latExp","catSetID","unitSetID","aggScaleID","aggSetID","qualitySetID","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesOrder","translations","translationsOrder","parts","sets","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","NWSS","NWSS_process","NWSS_notes","ENA","ENA_notes","NORMAN","NORMAN_note","W_SPHERE","W_SPHERE_Notes","NCBI","PHAGE","version1Table","version1Location","version1Table2","version1Variable","version1CatSetegory","version1to2Changes"
"679","sampleIDSub","Sample ID Subject","attribute","NA","Populated by `sampleID` - this specifies the subject of a sample relationship.","Use `sampleID` for this field. Together with `sampleIDSub` and `relationshipID` the row of the `sampleRelationships` should say: [sampleIDSubject] is a[relationshipID] of [sampleIDObject]","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","fK","mandatory","1","NA","NA","NA","NA","varchar","NA","NA","0","30","ID de sujet de l'échantillon","Rempli par `sampleID` - ceci spécifie le sujet d'une relation entre échantillons.","Utilisez `sampleID` pour ce champ. Avec `sampleIDSub` et `relationshipID` une rangée donnée du `sampleRelationships` devrait dire : [sampleIDSubject] est un [relationshipID] de [sampleIDObject].","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"680","sampleMatCatSet","Sample material category set","catSet","NA","CatSetegory set for the types of material that can be found in a sample.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","sampleMatCatSet","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble de catégories de matériaux d'échantillon","Ensemble de catégories pour les types de matières qui peuvent être trouvées dans un échantillon.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"681","sampleQualitySet","Sample Quality Set","qualitySet","NA","Quality set for a sample.","NA","naDomain","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","sampleQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble2QualitéÉchantillon","Ensemble de qualité pour un échantillon.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"682","sampleRelationships","Sample Relationships Table","table","sr","Table for recording the relationships between samples.","Specifically designed to capture information on parent-child relationships between samples, and allow for tracking sample lineage for single and pooled samples.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","results","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Table des relations d'échantillons","Table qui permettant d'enregistrer les relations entre les échantillons.","Conçu spécifiquement pour saisir des informations sur les relations parents-enfants entre les échantillons, et permettre de suivre la lignée des échantillons pour les échantillons individuels et groupés.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"683","sampleRelationshipsOrder","Sample Relationships table column order","tableSupport","NA","Specifies the order of the columns in a Sample Relationships table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","1","NA","NA","NA","L’ordre des colonnes de la Table des relations d'échantillons","Indique l’ordre des colonnes dans une Table des relations d'échantillons.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"684","sampleRelationshipsRequired","Requirement","tableSupport","NA","Specifies the columns required in a Sample Relationships table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Exigences de la Table des relations d'échantillons","Indique les colonnes requises dans une Table des relations d'échantillons.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"685","samples","Sample Report Table","table","sa","The table that contains information about a sample, where a sample is defined as a representative volume of wastewater, air, or surface substance taken from a Site which is then analysed by a lab (organization).","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","results","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","Change name, structure","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Table de rapport de l'échantillon","La table qui contient de l'information sur un échantillon donné","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Tables","Sample","NA","NA","NA"
"686","samplesOrder","Samples table column order","tableSupport","NA","Specifies the order of the columns in a Samples table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","integer","1","NA","NA","NA","L’ordre des colonnes de la Table d'échantillon","Indique l’ordre des colonnes dans une Table d'échantillon.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"687","samplesRequired","Requirement","tableSupport","NA","Specifies the columns required in a Samples table.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Exigences de la Table d'échantillon","Indique les colonnes requises dans une Table d'échantillon.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"688","sampleTypeOther","Collection other depreciated","method","NA","Description for other type of method not listed in collection. depreciated","NA","naDomain","naSpecimenSet","naCompartmentSet","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","description wording","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","100","Collection autre","Description d'un autre type de méthode non répertorié dans la collection.","NA","sample_type??","NA","NA","NA","NA","Type of sample","NA","not included","NA","NA","NA","sample","variables","NA","collectionOther","NA","other' is deprecated"
"689","sampleShed","Sample shed","attribute","NA","A geographic area, physical space, or structure. A sample is taken from a sampleshed for a representative measurement of a substance(s).","Examples: Airplane, Long-term care home, Neighbourhood, University campus, Municipality","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature","NA","NA","shedCatSet","naUnitSet","NA","naAggrSet","sampleQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","mandatory","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Bassin d'échantillonnage","Une zone géographique, un espace physique ou une structure. Un échantillon est prélevé dans un bassin d'échantillonnage pour une mesure représentative d'une ou plusieurs substances.","Exemples : Avion, maison de soins de longue durée, quartier, campus universitaire, municipalité.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"690","sarsCov2","SARS-CoV-2","group","NA","A group of measures/methods related to the SARS-CoV-2 virus.","SARS-CoV-2 measures have the following classes: proteins, alleles, variants, mutations, diseases.","Bio","saSpecimen","anyCompartment","sarsCov2","naClass","naNomenclature","http://purl.obolibrary.org/obo/NCIT_C169076","NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","SRAS-CoV-2","Indique un groupe de mesures/méthodes liées au virus SRAS-CoV-2.","Les mesures du SRAS-CoV-2 ont les classes suivantes : protéines, allèles, variants, mutations, maladies.","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"691","saSpecimenSet","Sample specimen set","specimenSet","NA","A specimen set that inculdes only a sample specimen.","NA","naDomain","saSpecimen","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble de spécimens d'échantillon","Un ensemble de spécimens qui comprend uniquement un spécimen d'échantillon.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"692","sC","Sparse coverage","quality","NA","Sequencing shows sparse coverage, ie. numerical breadth of coverage shows as adequate but coverage plots reveal missing genome pieces.","If there are multiple issues to flage, use the multiple issues flag and explain the details in the notes section.","naDomain","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","seqQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Couverture éparse","Le séquençage présente une couverture éparse, c'est-à-dire que l'étendue numérique de la couverture est considérée comme adéquate, mais les graphiques de couverture révèlent des parties manquantes du génome.","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"693","sce","Secondary Clarifier Effluent Depreciated","category","NA","Effluent obtained after secondary clarifiers.","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","sampleMatCatSet","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated, used to be in site table.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","30","Effluent secondaire du clarificateur","Effluent obtenu aprés un décanteur secondaire.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Site","variableCatSetegories","NA","SampleTypeDefault","sEfflu","NA"
"694","school","School","category","NA","A school serving students in the kindergarten to 12th grade range","NA","naDomain","naSpecimenSet","anyCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","École","École.","NA","K12","NA","Institution_type","NA","NA","NA","NA","Institution Type","sites","NA","NA","Site","variableCatSetegories","NA","type","school","NA"
"695","scsDep","Secondary Clarifier Sludge Depreciated","category","NA","Sludge produced by secondary clarifiers.","Deprecated in version 2, please do not use. Duplicate of the sampleMat categories - refer to those.","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","sampleMatCatSet","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated, site material like this now captured in sample table","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","30","Boues du clarificateur secondaire","Boue provenant d'un décanteur secondaire.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Site","variableCatSetegories","NA","SampleTypeDefault","sSludge","NA"
"696","sd","Standard Deviation","aggregation","NA","Standard deviation.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","quantAggScale","naAggrSet","NA","active","1.0","2.0","NA","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","L'écart type","L'écart type.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure; SiteMeasure","variableCatSetegories","NA","aggregation","sd","NA"
"697","sdn","Normalized Standard Deviation","aggregation","NA","Standard deviation, normalized.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","quantAggScale","naAggrSet","NA","active","1.0","2.0","NA","input","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","see unit","see unit","NA","NA","L'écart type normalisé","L'écart type normalisé.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","WWMeasure","variableCatSetegories","NA","aggregation","sdNr","NA"
"698","sea","Sea, natural water body","category","NA","Sea, natural water body","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure. Maintained originl sample table entry from v1.","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Mer, plan d'eau naturel","Mer, étendue d'eau naturelle.","NA","NA","NA","Institution_type","NA","NA","NA","NA","Institution Type","sites","NA","NA","Site","variableCatSetegories","NA","type","sea","NA"
"699","sEfflu","Secondary clarifier effluent","category","NA","Effluent obtained after secondary clarifiers","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Effluent du décanteur secondaire","Effluent obtenu aprés un décanteur secondaire.","NA","secondary effluent","NA","sample_matrix","NA","NA","NA","NA","not included","NA","NA","NA","Sample","variableCatSetegories","NA","type","sEfflu","NA"
"700","self","Access to self","attribute","NA","If this is 'no', this data will not be shown on the portal when this reporter logs in. If missing, data will be available to this reporter.","NA","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","booleanSet","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","boolean","NA","NA","0","1","Accès à soi","Si ""Non"", la donnée ne sera pas accessible par le reporteur lui-méme. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.","NA","NA","NA","NA","NA","NA","NA","NA","Public Access Level","metadata","NA","NA","WWMeasure; SiteMeasure","variables","NA","accessToSelf","NA","unclear; depricate out into sharing schema?"
"701","lastEdited","Update Date - Last Edited","attribute","NA","The date the entry was last updated.","Use lastEdited if an entry is updated. Leave lastEdited blank or 'NA' for the first entry. Updates can include additions or revisions of the entry for any reason. For example, a wastewater measure was repeated later with an improved method. You can revise the entry by updating the value and then adding the date the new measure was performed to 'lastEdited'.  To ensure data provenance, the best practice in this example is to generate a new entry with the same measureID as the original measureID. The original and new measures are kept in the database with a date in the 'lastEdited' field for the new entry but not the original one. Some databases may choose a delete-and-replace approach where the original entry is deleted and replaced by a new entry. In this approach, the `lastEdited` field indicates the delete and replace occurred.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","added in V2.0","header","optional","14","header","optional","7","header","optional","27","header","optional","6","header","optional","13","header","optional","18","header","optional","21","header","optional","9","header","optional","9","header","optional","7","header","optional","13","header","optional","13","NA","NA","NA","NA","NA","NA","NA","header","optional","7","header","optional","4","header","optional","10","NA","datetime","NA","NA","0","30","Date de mise à jour","Date à laquelle l'information a été reportée une premiére fois ou mise à jour.","NA","NA","NA","NA","NA","NA","NA","NA","Last Update","metadata","NA","NA","Lab","variables","NA","updateDate","NA","NA"
"702","septage","Septic tank wastewater","category","NA","Wastewater from within a septic tank","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Eaux usées de la fosse septique","Eaux usées de la fosse septique","NA","septage","NA","sample_matrix","NA","NA","NA","NA","not included","NA","NA","NA","Sample","variableCatSetegories","NA","type","NA","Added"
"703","septTnk","Septic tank","category","NA","Septic tank","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","1.0","2.0","description wording, structure","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Fosse septique","Fosse septique.","NA","NA","NA","Institution_type","NA","NA","NA","NA","Institution Type","sites","NA","NA","Site","variableCatSetegories","NA","type","septTnk","NA"
"704","seqQualitySet","Sequencing Quality Set","qualitySet","NA","Quality set for sequencing measures","NA","naDomain","saSpecimen","anyCompartment","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","seqQualitySet","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","categorical","NA","NA","0","30","Ensemble de qualité de séquençage","Ensemble d'indicateurs de qualité pour le séquençage","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"705","results","Results tables","class","NA","Tables used to record samples, measures and quality reports.","These tables are updated whenever a new sample is taken or a measure is reported. Quality reports are used to report quality assurance and quality control for samples and measures.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","results","naNomenclature","NA","NA","NA","naUnitSet","see unit","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","input","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Classe de tables de résultats","Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de résultats.","Utilisé uniquement pour mieux spécifier l'objectif des tables de rapports, distincts des autres classes de cette manière.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"706","seseDep","Sewer Sediments Depcreciated","category","NA","Sediments obtained in sewer.","NA","naDomain","naSpecimenSet","waterCompartment","colGrp","naClass","naNomenclature","NA","NA","sampleMatCatSet","naUnitSet","NA","naAggrSet","NA","depreciated","1.0","2.0","depreciated, site material like this now captured in sample table","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","30","Sédiments d'égouts","Sédiments provenant des égouts.","NA","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","Site","variableCatSetegories","NA","SampleTypeDefault","swrSed","NA"
"707","setID","Set ID","attribute","NA","The name of a value set.","A set is a group of units, attributes, categories, specimens, or compartments that can be used for a measure, method or attribute.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in version 2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","pK","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","28","ID de l'ensemble","Le nom d'un ensemble de valeurs.","Un ensemble est un groupe d'unités, d'attributs, de catégories, de spécimens ou de compartiments qui peuvent être utilisés pour une mesure, une méthode ou un attribut.","NA","NA","NA","NA","NA","NA","NA","not included","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"708","sets","Sets Look-up Table","table","se","Look up table for all sets, managing how categorical inputs for various methods and attributes are grouped together.","This table manages many-to-many relationships and category recycling within the ODM.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","lookup","naNomenclature","NA","NA","NA","naUnitSet","NA","naAggrSet","NA","active","2.0","2.0","added in V2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","header","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","varchar","NA","NA","0","30","Table de recherche des ensembles","Table de recherche pour tous les ensembles, gérant la manière dont les entrées catégorielles pour les différentes méthodes et attributs sont regroupées.","Cette table gère les relations de type ""many-to-many"" et le recyclage des catégories au sein de l'ODM.","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
