"partID","partLabel","partType","shortName","partDesc","partInstr","domain","specimenSet","compartmentSet","group","class","nomenclature","ontologyRef","latExp","mmaSet","unitSet","aggregationScale","aggregationSet","qualityIndSet","missingnessSet","status","firstReleased","lastUpdated","changes","protocolSteps","protocolStepsRequired","protocolStepsOrder","protocolRelationships","protocolRelationshipsRequired","protocolRelationshipsOrder","measures","measuresRequired","measuresOrder","measureSets","measureSetsRequired","measureSetsOrder","datasets","datasetsRequired","datasetsOrder","sites","sitesRequired","sitesOrder","samples","samplesRequired","samplesOrder","addresses","addressesRequired","addressesOrder","contacts","contactsRequired","contactsOrder","organizations","organizationsRequired","organizationsOrder","instruments","instrumentsRequired","instrumentsOrder","polygons","polygonsRequired","polygonsOrder","languages","languagesRequired","languagesOrder","translations","translationsRequired","translationsOrder","parts","partsRequired","partsOrder","sets","setsRequired","setsOrder","qualityReports","qualityReportsRequired","qualityReportsOrder","sampleRelationships","sampleRelationshipsRequired","sampleRelationshipsOrder","protocols","protocolsRequired","protocolsOrder","countries","countriesRequired","countriesOrder","zones","zonesRequired","zonesOrder","refLink","dataType","minValue","maxValue","minLength","maxLength","label_fr","partDescription_fr","partInstruction_fr","nwss","nwssProcess","nwssNotes","ena","enaNotes","norman","normanNote","wSphere","wSphereNotes","ncbi","phage","version1Table","version1Location","version1Variable","version1Category","version1to2Changes"
"t547k ","t547k omicron-variant gene target","measurements",NA,"t547k omicron-variant gene target",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Gène cible de la variante omicron t547k","Gène cible t547k de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t9i ","t9i omicron-variant gene target","measurements",NA,"t9i omicron-variant gene target",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Gène cible de la variante omicron t9i","Gène cible t9i de la variante omicron.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tables","Tables","partType",NA,"Tables are where measures, methods and attributes are recorded. Tables represent the main entities of the environmental surveillance. There","An example of a  table is `site` a collection of attributes such as site name and address to describe where environment samples are taken. PHES-ODM has report tables, but users can create their own tables as well.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Type de partie de tables","Le type de partie pour les tables, qui stockent les enregistrements de mesures, de méthodes et d'attributs pour faciliter la création de rapports.","Un exemple de table est `site`, une collection d'attributs tels que le nom et l'adresse du site pour décrire l'endroit où les échantillons environnementaux sont prélevés. PHES-ODM dispose de tables de rapport, mais les utilisateurs peuvent également créer leurs propres tables.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tableSet","Table column set","mmaSets",NA,"The set for valid inputs in table columns.","These categories are used in the parts list for columns named after tables to indicate the position and function of a given part in the entity relationship diagram of the data model.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,"tableSet","naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Ensemble de catégories de colonnes de table","L'ensemble des catégories pour les entrées valides dans les colonnes des tableaux.","Ces catégories sont utilisées dans la liste des parties pour des colonnes portant le nom de tables afin d'indiquer la position et la fonction d'une partie donnée dans le diagramme entité-relation du modèle de données.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taqpatN","TaqPath N sars-cov-2 gene target","measurements",NA,"TaqPath N sars-cov-2 gene target",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Gène cible de SRAS-CoV-2 TaqPath N","Gène cible TaqPath N de SRAS-CoV-2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"taqpatS","TaqPath S sars-cov-2 gene target","measurements",NA,"TaqPath N sars-cov-2 gene target",NA,"bio","saSpecimenSet","anyCompartmentSet","sarsCov2","mutation","naNomenclature",NA,NA,NA,"geneticUnitSet","seeUnitAggScale","otherAggrSet","pcrQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Gène cible de SRAS-CoV-2 TaqPath S","Gène cible TaqPath N de SRAS-CoV-2.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"temp","Sample temperature","measurements",NA,"Temperature of the sample measured in degrees Celcius",NA,"phy","siSaSpecimenSet","anyCompartmentSet","miscMeas","temperature","naNomenclature",NA,NA,NA,"temperatureUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"float","seeUnitVal","seeUnitVal",NA,NA,"Température d'eau","la température de l'échantillon au moment oé la mesure est prise, souvent é son arrivée au laboratoire.",NA,NA,NA,NA,"temperature",NA,NA,NA,"Water Temperature","SAmples",NA,NA,"WWMeasure","variableCategories","type","wqTemp","We may want one temperature, then the full part name indicates speciment, compartment, etc."
"temperature","Temperature class","classes",NA,"Measures and methods related to temperatures.",NA,"phy","siSaSpecimenSet","anyCompartmentSet","naGroup","temperature","naNomenclature",NA,NA,NA,"temperatureUnitSet","seeUnitAggScale","naAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Classe de température.","Spécifie un ensemble de mesures/méthodes liées à la température.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"temperatureUnitSet","Temperature unit set","unitSets",NA,"Unit set for temperature measurements.",NA,"naDomain","naSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"temperatureUnitSet","quantAggScale","naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"categorical",NA,NA,0,30,"Ensemble d'unités de température","Ensemble d'unités pour les mesures de température.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tempVol","Nucleic acid template volume","measurements",NA,"The volume of DNA or RNA template used for PCR. ",NA,"bio","saSpecimenSet","anyCompartmentSet","procGrp","physical","naNomenclature",NA,NA,NA,"volumeUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","seeUnitVal","seeUnitVal",NA,NA,"Volume de la matrice d'acide nucléique","Le volume de la matrice d'ADN ou d'ARN utilisée pour la PCR. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"terminal","Airport terminal","categories",NA,"Airport terminal sample shed category type",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Terminal de l'aéroport","Type de catégorie du bassin d'échantillonnage du terminal de l'aéroport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tesDate","Test date","categories",NA,"Date that the covid-19 test was performed.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"depreciated","1.0.0","2.0.0","depreciated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,"Date du test","Date à laquelle le test de COVID-19 a été effectué.",NA,"test_result_date","SARSCOV2 Quantification results",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CovidPublicHealthData","variableCategories","dateType","test",NA
"test","Number of tests performed","units",NA,"Number of tests performed.",NA,"bio","poSpecimenSet","anyCompartmentSet","naGroup","naClass","naNomenclature",NA,"%tests$",NA,"naUnitSet",NA,"linearAggrSet","genQualitySet",NA,"active","1.0.0","2.0.0","now a unit for any group or biologic infection","input",NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","0",NA,NA,NA,"Nombre de tests effectués","Nombre de tests effectués.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CovidPublicHealthData","variableCategories","type","test",NA
"testing","Testing","categories",NA,"A measure or sample taken to test a new method. These measures are typically used for internal lab uses and not reported to external partners.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Tests","Une mesure ou un échantillon prélevé pour tester une nouvelle méthode. Ces mesures sont généralement utilisées à l'intérieur du laboratoire et ne sont pas communiquées aux partenaires extérieurs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Added"
"thermMag","thermo magmax microbiome ultra nucleic acid isolation kit","categories",NA,"Nucleic acid extraction performed using the thermo magmax microbiome ultra nucleic acid isolation kit.",NA,"bio","saSpecimenSet","anyCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Trousse d'isolation d'acide nucléique de thermo magmax microbiome ultra","Extraction des acides nucléiques réalisée à l'aide de la trousse d'isolation des acides nucléiques thermo magmax microbiome ultra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"time","Time class","classes",NA,"Measures and methods relating to time.",NA,"allDo","siSaSpecimenSet","anyCompartmentSet","naGroup","time","naNomenclature",NA,NA,NA,"timeUnitSet","seeUnitAggScale","naAggrSet","genQualitySet",NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Classe temporelle","Measures and methods relating to time.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"timePr","Time proportional sample","categories",NA,"A time proportional composite sample generally collected by an autosampler.","Use collectionPeriod to describe how many hours the sample was taken.","naDomain","naSpecimenSet","waterCompartmentSet","colGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet","sampleQualitySet",NA,"active","1.0.0","2.0.0","Removed time period. Use collection period (collectPer) = 24 for 24hr sample",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Echantillon proportionnel au temps","Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,"24-hr flow-weighted composite","collection","separate categories for 1 to 30 hours flw-weighted composite",NA,NA,NA,NA,NA,NA,NA,NA,"Sample","variableCategories","collection","cpTP24h",NA
"timeUnitSet","Time unit set","unitSets",NA,"The unit set for measures of time.",NA,"allDo","anySpecimenSet","anyCompartmentSet","miscMeas","time","naNomenclature",NA,NA,NA,"timeUnitSet","quantAggScale","linearAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Ensemble d'unités temporelles","L'ensemble des unités de mesure du temps.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tkn","Total Kjeldahl Nitrogen","measurements",NA,"A measure of Total Kjeldahl Nitrogen; ie. the sum of nitrogen bound in organic substances, nitrogen in ammonia (NH3-N) and in ammonium (NH4+-N) in the chemical analysis of soil, water, or waste water.",NA,"che","siSaSpecimenSet","waterCompartmentSet","miscMeas","standardConc","naNomenclature",NA,NA,NA,"stdConcentrationUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Azote total Kjeldahl","Mesure de l'azote total de Kjeldahl, c'est-à-dire la somme de l'azote lié aux substances organiques, de l'azote sous forme d'ammoniac (NH3-N) et d'ammonium (NH4+-N) dans l'analyse chimique du sol, de l'eau ou des eaux usées.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tld","Country code top-level domain","attributes",NA,"The internet top-level domain generally used or reserved for a country, sovereign state, or dependent territory identified with a country code.","Preprogrammed into dictionary tables, not editable by users.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.1.0","2.1.0","added in V2.1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",4,NA,NA,NA,NA,"varchar",NA,NA,3,3,"Domaine de premier niveau du pays","Domaine de premier niveau de l'internet généralement utilisé ou réservé pour un pays, un État souverain ou un territoire dépendant identifié par un code de pays.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tn","Total Nitrogen","measurements",NA,"Total nitrogen concentration, as N.",NA,"che","siSaSpecimenSet","waterCompartmentSet","miscMeas","standardConc","naNomenclature",NA,NA,NA,"stdConcentrationUnitSet","seeUnitAggScale","otherAggrSet","genQualitySet","genMissingnessSet","active","1.0.0","2.0.0","description wording, structure",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seeUnitData","seeUnitVal","seeUnitVal",NA,NA,"Azote total","Azote total, exprimé en N",NA,NA,NA,NA,"total nitrogen",NA,"Total N / NH4-N [mg N/L]","SAMPLING CONDITIONS",NA,NA,NA,NA,"WWMeasure; SiteMeasure","variableCategories","type","wqTN; wwTN",NA
"tp24s","Time Proportional 24hr sample","categories",NA,"A time proportional 24-hour composite sample generally collected by an autosampler.",NA,"naDomain","naSpecimenSet","waterCompartmentSet","colGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet","sampleQualitySet",NA,"depreciated","1.0.0","2.0.0","depreciated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,"Echantillon 24 heures proportionnel au temps","Un échantillon composite proportionnel au temps prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Site","variableCategories","SampleCollectionDefault","cpTP24h",NA
"translations","Translation look-up table","tables","tr","Look up table for translations of the description, label, and instruction for all parts.","The default language if a translation is not specified is English.","naDomain","naSpecimenSet","naCompartmentSet","naGroup","lookup","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Table de recherche de traduction","Table de recherche pour la traduction de la description, de l'étiquette et de l'instruction pour toutes les parties.","La langue par défaut si une traduction n'est pas spécifiée est l'anglais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"translationsOrder","Translation table column order","tableSupport",NA,"Specifies the order of the columns in the Translation table.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integer","1",NA,NA,NA,"L’ordre des colonnes de la table de traduction","Indique l’ordre des colonnes dans une table de traduction.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"translationsRequired","Translation table required headers","tableSupport",NA,"Required headers in the Translations table.",NA,"naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"header","mandatory",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"En-têtes obligatoires du tableau de traduction","En-têtes obligatoires dans le table des traductions.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"trizol","trizol, zymo mag beads w/ zymo clean and concentrator","categories",NA,"Nucleic acid extraction performed using the trizol, zymo mag beads w/ zymo clean and concentrator method.",NA,"bio","saSpecimenSet","anyCompartmentSet","procGrp","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","2.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"varchar",NA,NA,0,30,"Trizol, billes magnétiques zymo avec nettoyeur et concentrateur zymo","Extraction d'acides nucléiques réalisée à l'aide de la méthode trizol, billes zymo mag w/ zymo clean and concentrator.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TRUE","TRUE","categories",NA,"Boolean data type = TRUE","Use only ""TRUE"" (case sensitive)","naDomain","naSpecimenSet","naCompartmentSet","naGroup","naClass","naNomenclature",NA,NA,NA,"naUnitSet",NA,"naAggrSet",NA,NA,"active","1.0.0","2.0.0","added in V2.0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"input",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"boolean",NA,NA,4,4,"VRAI","Type de données booléennes = VRAI.","Utilisez uniquement ""VRAI"" (sensible à la casse)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
