partID,label,partType,partDesc,partInstr,fKAliasID,domain,specimenSet,compartmentSet,group,class,nomenclature,ontologyRef,latExp,mmaSet,unitSet,aggregationScale,aggregationSet,qualityIndSet,missingnessSet,status,firstReleased,lastUpdated,changes,protocolSteps,protocolStepsRequired,protocolStepsOrder,protocolRelationships,protocolRelationshipsRequired,protocolRelationshipsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,phActions,phActionsRequired,phActionsOrder,calculations,calculationsRequired,calculationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygonRelationships,polygonRelationshipsRequired,polygonRelationshipsOrder,polygons,polygonsRequired,polygonsOrder,accessions,accessionsRequired,accessionsOrder,languages,languagesRequired,languagesOrder,translations,translationsRequired,translationsOrder,parts,partsRequired,partsOrder,sets,setsRequired,setsOrder,qualityReports,qualityReportsRequired,qualityReportsOrder,sampleRelationships,sampleRelationshipsRequired,sampleRelationshipsOrder,protocols,protocolsRequired,protocolsOrder,countries,countriesRequired,countriesOrder,zones,zonesRequired,zonesOrder,wideNames,wideNamesRequired,wideNamesOrder,refLink,dataType,minValue,maxValue,minLength,maxLength
f456l,F456L Mutation,measurements,The FLiRT/SLip variant mutation F456L.,,,bio,saSpecimenSet,anyCompartmentSet,flirtSLipGrp,pcr,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
faeces,Fecal matter,categories,Fecal matter.,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,1.0.0,2.0.0,,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
faFlow,Fast-flowing,categories,A quality of a body of water wherein there is a fast flow.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,50
fah,Degree Fahrenheit,units,"Unit for temperature, degrees Fahrenheit.",,,phy,anySpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,$^{\circ}F$,,naUnitSet,quantAggScale,linearAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,integer,0,,,
farm,Farm,categories,"An aggricultural area, builing, or tract of land. Used for the cultivation of crops or grazing of livestock, including any buildings.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
fastMLST,FastMLST,categories,"FastMLST. Focus: Lightweight MLST and serotyping from assembled genomes or raw reads. Applications: Broad bacterial species. Features: Quick and simple, designed for routine use.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GitHub: https://github.com/EnzoAndree/FastMLST,varchar,,,0,50
fastp,FASTP,categories,"A sequencing data processing application that combines quality control, adapter trimming, filtering, and error correction.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/OpenGene/fastp,varchar,,,0,50
fastQC,FastQC,categories,A sequencing data processing quality control tool that provides visual metrics on raw read quality.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bioinformatics.babraham.ac.uk/projects/fastqc/,varchar,,,0,50
fastqScreen,FASTQ Screen,categories,"A dehosting software that checks reads against multiple reference genomes, including host genomes, to remove contamination.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.bioinformatics.babraham.ac.uk/projects/fastq_screen/ (official page),varchar,,,0,50
fastUniq,FastUniq,categories,A deduplication method that is specifically designed to remove duplicates in paired-end sequencing data.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://sourceforge.net/projects/fastuniq/,varchar,,,0,50
fastXTools,FASTX Toolkit,categories,"A sequencing data processing application that provides various functions for FASTQ processing, including quality filtering.",,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,software,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://hannonlab.cshl.edu/fastx_toolkit/,varchar,,,0,50
fColiphage,Male-specific (F+) coliphage - general,measurements,Male-specific (F+) coliphage - general,,,bio,saSpecimenSet,anyCompartmentSet,phageGrp,allele,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
fDNA,F+ DNA coliphage,measurements,F+ DNA coliphage,,,bio,saSpecimenSet,anyCompartmentSet,phageGrp,allele,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
fecalCol,Fecal coliform count,measurements,Measure of prevalence of fecal coliform bacteria,,,bio,saSpecimenSet,anyCompartmentSet,miscMeas,organism,naNomenclature,,,,bacteriaUnitSet,quantAggScale,linearAggrSet,measQualitySet,genMissingnessSet,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,float,0,,,
fecContam,Fecal-contamination,categories,A contamination quality in which fecal matter is a key component of the contamination.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,50
field,Field sample,categories,Specifies a sample taken from the field; directly collected from an area for testing.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0; GitHub issue #94,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
fieldReplicate,Field sample replicate,categories,A sample divided into two or more homogeneous parts.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0; GitHub issue #94,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,input,,,,varchar,,,0,30
fileLocation,File location of polygon,attributes,The location of the file containing the geometry of the polygon.,"File path specified, or a URL",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,1.0.0,2.0.0,"partID chaned to ""fileLoaction"" specifying where the file is, not the whole file itself.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,65535
filt,Filtration,categories,Describes solid separation from a wastewater sample via filtration. Proceeds further concentration or analysis of the liquid filtrate.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
filtInst,Filtration units,categories,"Filtration instruments; remove large particulates or concentrate targets (e.g., tangential flow filtration).",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
fiNa,First Nation,categories,"Used to categorize a sampleshed that is a First Nation, or on reserve lands.","Likely for internal use only, Indigenous data can and should not be shared without explicit consent of the nation in quesiton.",,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
finVol,Final volume,measurements,The final volume of a testing solution or sample.,,,che,saSpecimenSet,anyCompartmentSet,procGrp,standardConc,naNomenclature,,,,stdConcentrationUnitSet,quantAggScale,linearAggrSet,genQualitySet,genMissingnessSet,active,2.2.0,2.2.0,added in V2.2.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,float,,,0,30
firstName,First name of contact,attributes,Specifies the first name of a given contact.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
changes,Changes column,tableSupport,A column for recording the changes from a previous version.,Use this column as a short-hand change log for dictionary development.,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,header,optional,9,header,optional,9,header,optional,24,header,optional,10,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
fK,Foreign key,categories,Foreign key for a table.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
flagAI,AI - Inhibition present but addressed,qualityIndicators,"The original sample was inhibited; however, the inhibition has been addressed through dilution. The reported concentration estimate is the updated result after addressing inhibition.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flagB,B - Trace levels of contamination,qualityIndicators,Analytical result may be subject to “trace” levels of contamination; the target analyte was also detected in negative controls on the same run as the sample.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flagFI,FI - Inhibition present and unaddressed,qualityIndicators,"The original sample was inhibited; however, the inhibition has not been successfully addressed. Therefore, no concentration estimate has been reported.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flagJ,J - Weak signal extrapolation,qualityIndicators,Analytical result falls below the lowest concentration of the experiment-specific standard curve but above the y-intercept value; the reported value is based on the extrapolation of the standard curve in the non-linear region.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flagND,ND - Non-detect,qualityIndicators,No amplification occurred in the reaction; non-detect.,"For the value of a non-detected measure, report the actual value even if it is below the limit of detection. The flag here ensures that it's recorded as a non-detect regardless. In instances where the original data doesn't record a value, but only has the flag, please populate the value field with either a 0 if dealing with variant percentages, and a 1 for all other purposes to further indicate a null result. ",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flagUJ,UJ - Trace signal extrapolation,qualityIndicators,"Observed quantitation cycle is greater than the experiment-specific standard curve intercept value but evidence of clear amplification was present (i.e., “trace” signal observed); the reported value is based on the extrapolation of the standard curve in the non-linear region.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flagUQ,UQ - Unquantifiable,qualityIndicators,"Unquantifiable, Ct value exceeds the maximum value of the standard curve. There was a detect, but we cannot quantify it with certainty.",,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flavivirusGrp,"Flavivirus (West Nile, Dengue, Zika) Group",groups,A group of measures/methods related to flaviviruses.,Used to describe the organism information for general measures.,,bio,saSpecimenSet,anyCompartmentSet,flavivirusGrp,organism,naNomenclature,,,,naUnitSet,seeUnitAggScale,naAggrSet,,,active,2.2.0,2.2.0,added in V2.2.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flirtSLipGrp,FLiRT/SLip Variant Group,groups,The group for measures and methods pertaining to the FLiRT and SLip variants of SARS-CoV-2.,,,bio,saSpecimenSet,anyCompartmentSet,sarsCov2,naClass,naNomenclature,,,,naUnitSet,seeUnitAggScale,naAggrSet,,,active,2.2.0,2.2.0,added in V2.2.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flirtV,FLiRT Variants,measurements,FLiRT is the name given to an entire family of COVID-19 subvariants that are gaining dominance. They've evolved from the JN.1 subvariant.,,,bio,saSpecimenSet,anyCompartmentSet,sarsCov2,variant,who,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,seqQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
float,Float data type,dataTypes,The data type for float data.,Only used for the dictionary entries of parts.,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
floc,Flocculation,categories,The process of aggregating suspended particles into larger clusters (flocs) using coagulants to aid in sedimentation or filtration.,,,naDomain,naSpecimenSet,naCompartmentSet,procGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,50
floMean,Flow-normalized mean,aggregations,Mean measure normalized to wastewater flow.,"Mostly used for reporting specific alleles (N1, N2, E, etc.)",,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,quantAggScale,naAggrSet,pcrQualitySet,,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,seeUnitVal,seeUnitVal,,
floor,Floor,categories,Floor of a building or room.,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
floRate,Flow rate,measurements,Wastewater volumetric flow rate at the sample collection location over the 24-hr period during which the sample was collected.," If only an instantaneous flow measurement is available, it may be reported in units of million gallons per day. ",,phy,siSpecimenSet,waterCompartmentSet,siteFeat,flowClass,naNomenclature,,,,flowUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,1.0.0,2.0.0,"description wording, structure",input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
flow24hDep,Flow proportional 24hr sample depreciated,categories,A flow proportional 24-hour composite sample generally collected by an autosampler.,,,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,sampleQualitySet,,depreciated,1.0.0,2.0.0,depreciated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
flowClass,Flow class,classes,Measures and methods related to flow.,,,phy,siSpecimenSet,waterCompartmentSet,naGroup,flowClass,naNomenclature,,,,flowUnitSet,seeUnitAggScale,naAggrSet,genQualitySet,,active,2.0.0,3.0.0,"partID changed from ""flow"" to ""flowClass""",,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flowInst,Flow meters,categories,Flow meter instruements; used to measure wastewater flow rates to enable standardization of sample data.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,50
flowPr,Flow proportional sample,categories,A flow proportional composite sample generally collected by an autosampler.,"Use collectionPeriod to describe how many hours the sample was taken. The volume of wastewater taken is proportional to the flow rate flowing at each instant of sampling. This is also called constant time, variable volume (CTVV).",,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,sampleQualitySet,,active,1.0.0,2.0.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,,,,,,,input,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,varchar,,,0,30
flowStand,Flow Standarized,categories,This data treatment standardizes the measurement value to flow rates.,,,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,,,naUnitSet,naAggrScale,naAggrSet,,,active,3.0.0,3.0.0,added in V3.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
flowUnitSet,Volume flow rate unit set,unitSets,Unit set for volume flow  measurements.,,,naDomain,naSpecimenSet,anyCompartmentSet,naGroup,naClass,naNomenclature,,,,flowUnitSet,seeUnitAggScale,naAggrSet,,,active,2.0.0,2.0.0,added in V2.0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,categorical,,,0,30
flowVol,Flow volume,measurements,Volume of influent.,,,phy,siSpecimenSet,waterCompartmentSet,siteFeat,flowClass,naNomenclature,,,,flowUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,float,seeUnitVal,seeUnitVal,,
flu,Influenza virus measure,measurements,General influenza virus measure,This measure should only be used if there is no other influenza virus measure. See groupID = virusMisc. Use a note to describe the specific measure used. ,,bio,saSpecimenSet,anyCompartmentSet,fluGrp,organism,naNomenclature,MONDO:0005812,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
fluA,Influenza A virus,measurements,Influenza A virus.,,,bio,saSpecimenSet,anyCompartmentSet,fluAGrp,allele,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,pcrQualitySet,genMissingnessSet,active,2.1.0,2.1.0,added in V2.1.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
fluA1,Influenza virus A1,measurements,Influenza virus A1 type,,,bio,saSpecimenSet,anyCompartmentSet,fluAGrp,organism,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
fluA1A2c,Influenza virus A1 and A2 combined,measurements,"Measure of influenza virus A1 and A2 combined, usually due to single fluorescence channel.",,,bio,saSpecimenSet,anyCompartmentSet,fluAGrp,organism,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
fluA2,influenza virus A2,measurements,influenza virus A2 type,,,bio,saSpecimenSet,anyCompartmentSet,fluAGrp,organism,naNomenclature,,,,geneticUnitSet,seeUnitAggScale,otherAggrSet,genQualitySet,genMissingnessSet,active,2.0.0,2.0.0,added in V2.0.0,input,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,seeUnitData,seeUnitVal,seeUnitVal,,
fluAGrp,Influenza A Virus Group,groups,A group of measures/methods related to Influenza A viruses.,Used to describe the organism information for general measures.,,bio,saSpecimenSet,anyCompartmentSet,fluAGrp,organism,naNomenclature,,,,naUnitSet,seeUnitAggScale,naAggrSet,,,active,2.2.0,2.2.0,added in V2.2.0,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,input,,,,,,,,,,,,,,,,,,,,,,,,,varchar,,,0,30
