Version,2.2.0,,,,,,,,
translationID,lang,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
tra002166,fra,setsOrder,Ordre des colonnes du tableau d'ensembles,Spécifie l'ordre des colonnes dans le table d'ensembles.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002167,fra,setsRequired,Définit les en-têtes requis pour le table d'ensembles,En-têtes obligatoires dans le tableau des ensembles.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002168,fra,sites,Table de site,La table qui contient de l'information sur un site ; l'endroit où un échantillon environnemental a été prélevé.,Le site d'un échantillon eviromental. Les informations contenues dans la table site ne changent pas régulièrement. Envisagez d'utiliser la table MeasureReport si les informations changent souvent. ,1.0.0,2.0.0,"description wording, structure",
tra002169,fra,stepIDObj,Index de l'étape de la méthode,"Spécifie l'index d'une étape de méthode dans un ensemble de méthodes, c'est-à-dire l'ordre des étapes dans un ensemble.","Remplissez ce champ en utilisant l'ID d'étape du protocole (partID = stepID). Avec `protocolIDSub` ou `stepIDSub` et `relationshipID`, la relation de protocole est définie comme suit : [protocolIDSubject ou stepIDSubject] [relationshipID] [protocolIDObject ou stepIDObject]. Ex : stepIDSubject précède protocolIDObject.",2.0.0,2.0.0,added in V2.0.0,
tra002170,fra,sampleRelSet,Ensemble de relations d'échantillons,Ensemble de catégories pour les valeurs valides de relationshipID dans la table sampleRelationships.,À n'utiliser que pour la relation ID de la table sampleRelationships.,2.0.0,2.0.0,added in V2.0.0,
tra002171,fra,qualityReportsRequired,Exigences de la table des rapports de qualité,Spécifie les colonnes requises dans table des rapports de qualité.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002172,fra,geoLong,Longitude géographique,Position géographique du site d'échantillonnage. Longitude exprimée en coordonnées décimales (ex. -75.695000),NA,1.0.0,2.0.0,NA,
tra002173,fra,qualityReportsOrder,Ordre des colonnes la table des rapports de qualité,Spécifie l'ordre des colonnes dans la table des rapports de qualité.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002174,fra,measures,Table de rapport de mesure,La table qui contient de l'information et des détails sur une mesure donnée.,NA,1.0.0,2.0.0,combined all measures tables into a single table,
tra002175,fra,sewerNetworkFileBLOB,Lien vers le fichier du réseau d'égouts,Un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).,NA,1.0.0,2.0.0,depreciated,
tra002176,fra,sarsCov2,SRAS-CoV-2,Indique un groupe de mesures/méthodes liées au virus SRAS-CoV-2.,"Les mesures du SRAS-CoV-2 ont les classes suivantes : protéines, allèles, variants, mutations, maladies.",2.0.0,2.0.0,added in V2.0.0,
tra002177,fra,saSpecimenSet,Ensemble de spécimens d'échantillon,Un ensemble de spécimens qui comprend uniquement un spécimen d'échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002178,fra,wwtpMuC,Station d'épuration municipales pour les eaux usées combinées,Station de traitement des eaux usées municipales pour égouts combinés.,NA,1.0.0,2.0.0,"description wording, structure",
tra002179,fra,airTemp,Température ambiante,Température ambiante.,NA,1.0.0,2.0.0,"description wording, structure",
tra002180,fra,scriptSet,Ensemble de catégories de script de séquençage,L'ensemble des catégories pour les versions de script ,NA,2.0.0,2.0.0,added in V2.0.0,
tra002181,fra,bod5c,Demande biochimique d'oxygène carbonée sur 5 jours,"La quantité d'oxygène utilisée pour la dégradation biochimique de la matière organique selon des procédures de laboratoire standard en cinq (5) jours en présence d'un inhibiteur de nitrification, exprimée en milligrammes par litre (mg/l).",NA,1.1.0,2.0.0,"description wording, structure",
tra002182,fra,bod5t,Demande biochimique d'oxygène totale de 5 jours,Demande biochimique d'oxygène totale sur 5 jours.,NA,1.1.0,2.0.0,"description wording, structure",
tra002183,fra,envSnwF,Chute de neige,Neige (toute précipitations sous forme solide).,NA,1.0.0,2.0.0,"description wording, structure",
tra002184,fra,floRate,Débit,Débit d'eau usée.,NA,1.0.0,2.0.0,"description wording, structure",
tra002185,fra,seeUnitAggScale,Voir unité (échelle d'agrégation),Une valeur pour l'échelle d'agrégation à utiliser lorsque l'échelle d'agrégation dépend de celle spécifiée dans l'entrée de la liste des parties pour l'unité. ,"Lorsque vous rencontrez cette valeur, voyez l'unité utilisée pour cette entrée et suivez cette entrée d'échelle d'agrégation.",2.0.0,2.0.0,added in V2.0.0,
tra002186,fra,seeUnitData,Voir unité (type de données),Le type de données de l'entrée lorsque le type de données pour une entrée donnée est spécifié par l'unité utilisée.,"Utilisé uniquement pour les mesures, pour lesquelles l'entrée du type de données est utilisée pour valider la valeur entrée dans le champ de valeur. Dans ces cas, cependant, le type de données dépend davantage de l'unité que de la mesure, et cette entrée invite donc les utilisateurs à consulter le type de données de l'unité.",2.0.0,2.0.0,added in V2.0.0,
tra002187,fra,seeUnitVal,See unit (value),"Une valeur pour la valeur maximale ou minimale dans le dictionnaire, à utiliser lorsque la valeur maximale ou minimale est déterminée par l'unité. ",Utilisé pour les mesures lorsque les contraintes sur les valeurs maximales et minimales sont spécifiées par l'unité et non par la mesure.,2.0.0,2.0.0,added in V2.0.0,
tra002188,fra,loq,Température des eaux usées,Température de l'eau usée.,NA,1.1.0,2.0.0,added in V2.0.0,
tra002189,fra,snfl,Lien vers le fichier du réseau d'égouts,Lien vers un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).,NA,1.0.0,2.0.0,depreciated,
tra002190,fra,storTempDef,température de stockage de l'échantillion,"Tempéraure de stockage par défaut quand un nouvel échantillon est créé pour ce site. Se référer é la colonne ""storageTempC"" dans la table ""Sample""",NA,1.0.0,2.0.0,depreciated,
tra002191,fra,tyOtDep2,Autre type,Description du site d'échantillonnage dans le cas oé un type adéquat n'est pas disponible.,NA,1.0.0,2.0.0,depreciated,
tra002192,fra,phos,Phosphore total,Phosphore total,NA,1.1.0,2.0.0,"description wording, structure",
tra002193,fra,seqLaySet,Ensemble de catégories pour la disposition du séquençage,Ensemble de catégories pour la disposition du matériel génétique utilisé dans le séquençage.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002194,fra,seqSelSet,Ensemble de catégories pour la méthode de sélection du séquençage,Ensemble de catégories pour la méthode de sélection utilisée dans le séquençage,NA,2.0.0,2.0.0,added in V2.0.0,
tra002195,fra,seqStratSet,Ensemble de catégories de stratégie de séquençage,Ensemble de catégories pour la stratégie de séquençage utilisée pour une analyse.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002196,fra,serialDilution,Dilution en série,La méthode de dilution en série pour évaluer l'inhibition.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002197,fra,phostot,Phosphates totaux,Phosphates totaux.,NA,1.1.0,2.0.0,"description wording, structure",
tra002198,fra,status,Statut,"Indique si la partie est toujours active et peut être utilisée dans la version la plus récente de l'ODM. Les valeurs sont ""actif"" ou ""inactif"".",NA,1.0.0,2.0.0,added in V2.0.0,
tra002199,fra,sampleRelationshipsRequired,Exigences de la table des relations d'échantillons,Indique les colonnes requises dans une table des relations d'échantillons.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002200,fra,sampleRelationshipsOrder,L’ordre des colonnes de la table des relations d'échantillons,Indique l’ordre des colonnes dans une table des relations d'échantillons.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002201,fra,measureSets,Table de rapport des ensembles de mesures,La table qui identifie les ensembles de mesures.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002202,fra,firstReleased,Première diffusion,La version de l'ODM dans laquelle une partie a été publiée pour la première fois.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002203,fra,lastUpdated,Date de la dernière mise à jour,La version dans laquelle la partie a été mise à jour pour la dernière fois.,Toute modification de la liste des parties entraînera une mise à jour du champ lastUpdated à la version du dictionnaire où la mise à jour a eu lieu. ,2.0.0,2.0.0,added in V2.0.0,
tra002204,fra,aDateStart,Date-heure,Date à laquelle la mesure a été réalisée.,NA,1.0.0,2.0.0,NA,
tra002205,fra,sevSet,Ensemble de catégories de sévérité,Un ensemble de catégories pour les indicateurs de gravité.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002206,fra,siteMeasureID,ID de la mesure du site,Identifiant unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures sont effectuées sur le méme échantillon.,NA,1.0.0,2.0.0,depreciated,
tra002207,fra,shedSet,Ensemble de catégories pour le bassin d'échantillonnage,L'ensemble de catégories contenant toutes les valeurs valides de sampleshed.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002208,fra,ship,Navire,Un bateau de croisière ou un autre navire.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002209,fra,protocolsRequired,Exigences de la table de protocoles,Indique les colonnes requises dans la table de protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002210,fra,si,Site,Mesure d'eau usée passant à travers un site,NA,2.0.0,2.0.0,added in V2.0.0,
tra002211,fra,tssConc,Concentration des matières en suspension,Matiéres en suspension,NA,1.0.0,2.0.0,"description wording, structure",
tra002212,fra,sinLay,Disposition simple,Indique la disposition simple pour une méthode de séquençage.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002213,fra,siSaSpecimenSet,Ensemble de spécimens de site ou d'échantillon,Un ensemble de spécimens qui comprend un spécimen de site ou d'échantillon.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002214,fra,siSpecimenSet,Ensemble de spécimens de sites,Un ensemble de spécimens qui ne comprend qu'un spécimen de site.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002215,fra,uSiteMeasureID,ID de la mesure du site U,Identifiant unique pour le site d'échantillonnage.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002216,fra,siteFeat,Groupe de caractéristiques du site,Un groupe de mesures/méthodes environnementales et celles qui se rapportent aux caractéristiques d'un site.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002217,fra,aDate,Date d'analyse,Date à laquelle la mesure a été effectuée au laboratoire.,NA,1.0.0,2.1.0,Github Issue #211,
tra002218,fra,asID,ID de la procédure d'analyse,"Crée un lien avec la table ""AssayMethod"" pour décrire la méthode employée pour effectuer la mesure. Utiliser l'identifiant de l'instrument pour des mesures non virales.",NA,1.0.0,2.0.0,"depreciated, now covered by partID = methodID",
tra002219,fra,protocolsOrder,L’ordre des colonnes de la table de protocoles,Indique l’ordre des colonnes dans la table de protocoles.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002220,fra,qualityReports,Table des rapports de qualité,Le table pour enregistrer les différents paramètres et indicateurs de qualité pour les échantillons et les mesures.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002221,fra,countriesRequired,En-têtes obligatoires du tableau de pays,En-têtes obligatoires dans le table des pays.,NA,2.1.0,2.1.0,added in V2.1.0,
tra002222,fra,aDateEnd,Date de l'analyse,Date à laquelle la mesure a été réalisée en laboratoire.,NA,1.0.0,2.0.0,Depreciated. See issue #211. https://github.com/Big-Life-Lab/PHES-ODM/issues/211,
tra002223,fra,siteTypeSet,Ensemble de catégories de sites,Ensemble de catégories pour le type de site d'échantillonnage.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002224,fra,fraction,Fraction analyzé,Fraction de l'échantillon qui est analysée.,NA,1.0.0,2.0.0,"description wording, structure",
tra002225,fra,snowy,Neigeux,"CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de neige.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
tra002226,fra,turb,Tubidité,"Mesure de la turbidité de l'eau ou d'un échantillon liquide, quantifiant la clarté ou l'opacité relative d'un liquide. Très révélateur de la qualité de l'eau.",NA,1.0.0,2.0.0,github issue #122,
tra002227,fra,solidSeparationSet,Ensemble de catégories de séparation des solides,Ensemble de catégories pour la séparation des solides.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002228,fra,sourceProtocol,Source du protocole,Utilisé pour indiquer le protocole qui a servi de référence ou de base pour le protocole actuel.,Remplir avec protocolID.,2.0.0,2.0.0,added in V2.0.0,
tra002229,fra,sourceStep,Source de l'étape du protocole,Spécifie l'étape de protocole qui sert de base à une étape de protocole.,Remplir avec un ID d'étape de protocole (stepID),2.0.0,2.0.0,added in V2.0.0,
tra002230,fra,sovereignty,Statut souverain d'un pays,"Statut de souveraineté d'un pays, indiquant quel État a la plus haute juridiction sur un territoire donné.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
tra002231,fra,specHumidUnitSet,Ensemble d'unités d'humidité spécifique,Ensemble d'unités pour les mesures d'humidité spécifique.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002232,fra,specifies,Spécifie,Indique que l'objet étape ou protocole spécifie les détails du sujet étape ou protocole dans le conteneur de protocole global.,À n'utiliser que pour la relation ID de la table protocolRelationships table relationshipID.,2.0.0,2.0.0,added in V2.0.0,
tra002233,fra,sentDate,Date d'envoi de l'échantillon,La date à laquelle l'échantillon a été envoyé pour être analysé dans un laboratoire.,NA,2.0.0,2.0.0,"added in V2.0.0, Update in line with Github Issue #211",
tra002234,fra,specimens,Type de partie du spécimen,La substance sur laquelle l'observation a été faite.,Voir partID = specimentID,2.0.0,2.0.0,added in V2.0.0,
tra002235,fra,countriesOrder,L’ordre des colonnes de la table de pays,Indique l’ordre des colonnes dans une table des pays.,NA,2.1.0,2.1.0,added in V2.1.0,
tra002236,fra,spike,Matrice d'ensemencement et récupération,Méthode d'évaluation de l'inhibition par matrice d'ensemencement et récupération.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002237,fra,spikeMatSet,Ensemble de catégories pour matrice enrichie,L'ensemble de catégorie pour spikeMat (matrices dans lesquelles la cible de contrôle de l'efficacité de la récupération est injectée).,NA,2.0.0,2.0.0,added in V2.0.0,
tra002238,fra,spikeTargetSet,Ensemble de catégories pour l'efficacité de la récupération de la matiére enrichie,L'ensemble de catégories contenant toutes les catégories valides pour la cible de contrôle de l'efficacité de la récupération (ou de matrice enrichie).,NA,2.0.0,2.0.0,added in V2.0.0,
tra002239,fra,wind,Pluie,Pluie (toute précipitation sous forme liquide).,NA,2.0.0,2.0.0,added in V2.0.0,
tra002240,fra,sss,refuge,Autre type d'hébergement des services sociaux,NA,2.0.0,2.0.0,added in V2.0.0,
tra002241,fra,stabPnd,Étang de stabilisation,Spécifie un type de site qui est un bassin conçu et construit pour le traitement des eaux usées afin de réduire le contenu organique et d'éliminer les agents pathogènes des eaux usées.,NA,1.0.0,2.0.0,"description wording, structure",
tra002242,fra,stateProvLevel,"Départements, États ou provinces","Départements, États ou provinces",NA,2.0.0,2.1.0,added in V2.0.0,
tra002243,fra,stepID,ID de l'étape du protocole,L'identifiant unique pour une étape de méthode spécifique.,"Les étapes de la méthode sont les éléments constitutifs d'un ensemble de méthodes plus vaste, ces dernières étant liées à des rapports de mesure spécifiques.",2.0.0,2.0.0,added in V2.0.0,
tra002244,fra,sampleRelationships,Table des relations d'échantillons,Table qui permettant d'enregistrer les relations entre les échantillons.,"Conçu spécifiquement pour saisir des informations sur les relations parents-enfants entre les échantillons, et permettre de suivre la lignée des échantillons pour les échantillons individuels et groupés.",2.0.0,2.0.0,added in V2.0.0,
tra002245,fra,statusSet,Ensemble de catégories de statut,Un ensemble de catégories pour partID = status pour indiquer si une partie est en cours d'utilisation ou non.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002246,fra,stdConcentrationUnitSet,Ensemble d'unités de concentration standard,Ensemble d'unités pour les mesures de concentration.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002247,fra,recDate,Date de réception de l'échantillon,La date à laquelle l'échantillon a été reçu au laboratoire pour analyse.,NA,2.0.0,2.0.0,"added in V2.0.0, Update in line with Github Issue #211",
tra002248,fra,translationID,ID synthétique pour la table translations,Un identifiant unique et auto-incrémentiel généré pour produire un identifiant unique et une clé primaire pour chaque ligne de la table translations.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002249,fra,protocolIDSub,ID de sujet de protocole,"Le sujet de la relation entre un protocole et un autre protocole ou une étape, dans un conteneur d'ID de protocole.","Remplissez ce champ en utilisant l'ID du protocole (partID = protocolID). Avec `protocolIDObj` ou `stepIDObj` et `relationshipID`, la relation de protocole est définie comme suit : [protocolIDSubject ou stepIDSubject] [relationshipID] [protocolIDObject ou stepIDObject]. Ex : stepIDSubject précède protocolIDObject.",2.0.0,2.0.0,added in V2.0.0,
tra002250,fra,stepProvenanceID,ID parentale de l'étape de la méthode,"Une étape de méthode qui a servi de base à une autre étape de méthode. Cela peut être dû à des changements de version, ou à la référence à un ensemble de méthodes qui a été adapté par la suite.",NA,2.0.0,2.0.0,added in V2.0.0,
tra002251,fra,measOth,Autre mesure,"Autre mesure, non spécifiée autrement dans les mesures.",Ajouter une description à la catégorieAutres.,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",
tra002252,fra,meOthDe,Déscription d'autre mésure,"Autre type de site d'échantillonnage. Ajouter une description dans la colonne ""typeOther""",NA,1.0.0,2.0.0,"Depreciated in version 2 with all ""other"" fields",
tra002253,fra,index,Index,Index de la mesure dans le cas oé la méme mesure a été prise en replicata.,NA,1.1.0,2.0.0,NA,
tra002254,fra,summary,Résumé de la feuille de travail,Fiche de synthèse du fichier dictionnaire.xlxs.,La fiche de synthèse contient le versioning et le changelog.,2.0.0,2.0.0,added in V2.0.0,
tra002255,fra,sunny,Ensoleillé,"CatSetégorie qualitative pour la mesure météorologique, spécifiant une journée claire et ensoleillée.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
tra002256,fra,surf,Surface,Une mesure ou une observation faite à partir d'une substance sur une surface.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002257,fra,surface,Autre surface,Surface autre que le sol ou le bureau.,Voir aussi les catégories pour le sol et le bureau. ,2.0.0,2.0.0,added in V2.0.0,
tra002258,fra,surfaceCompartmentSet,Ensemble de compartiments de surface,Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment de la surface.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002259,fra,surfaceWaterCompartmentSet,Ensemble de compartiments d’eau et de surface.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de la surface ou de l'eau.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002260,fra,surfSw,Écouvillon de surface,Écouvillon de surface.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002261,fra,wwtpCap,Épaisseur de neige au sol,Épaisseur de neige au sol.,NA,1.0.0,2.0.0,"description wording, structure",
tra002262,fra,covN1,SARS-CoV-2-N1,Gène nucleocapside N1 du SRAS-CoV-2.,NA,1.0.0,2.0.0,"description wording, structure",
tra002263,fra,covN2,SARS-CoV-2-N2,Gène nucleocapside N2 du SRAS-CoV-2.,NA,1.0.0,2.0.0,"description wording, structure",
tra002264,fra,synthetic,Échantillon synthétique,Un échantillon synthétique ou généré artificiellement.,"Les échantillons synthétiques sont créés artificiellement en mélangeant des quantités connues de substances ou d'organismes cibles avec de l'eau propre, souvent en laboratoire. Ces échantillons sont utilisés comme contrôles, points de référence ou normes d'étalonnage au cours du processus d'analyse afin de garantir des résultats précis et fiables. Par exemple, un échantillon synthétique contenant une concentration connue d'un polluant spécifique peut être utilisé pour calibrer l'équipement analytique ou pour tester l'efficacité d'une nouvelle méthode de détection.",2.0.0,2.0.0,"added in V2.0.0, GitHub issue #94",
tra002265,fra,tables,Type de partie de tables,"Le type de partie pour les tables, qui stockent les enregistrements de mesures, de méthodes et d'attributs pour faciliter la création de rapports.","Un exemple de table est `site`, une collection d'attributs tels que le nom et l'adresse du site pour décrire l'endroit où les échantillons environnementaux sont prélevés. PHES-ODM dispose de tables de rapport, mais les utilisateurs peuvent également créer leurs propres tables.",2.0.0,2.0.0,added in V2.0.0,
tra002266,fra,tableSet,Ensemble de catégories de colonnes de table,L'ensemble des catégories pour les entrées valides dans les colonnes des tableaux.,Ces catégories sont utilisées dans la liste des parties pour des colonnes portant le nom de tables afin d'indiquer la position et la fonction d'une partie donnée dans le diagramme entité-relation du modèle de données.,2.0.0,2.0.0,added in V2.0.0,
tra002267,fra,temperatureUnitSet,Ensemble d'unités de température,Ensemble d'unités pour les mesures de température.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002268,fra,terminal,Terminal de l'aéroport,Type de catégorie du bassin d'échantillonnage du terminal de l'aéroport,NA,2.0.0,2.0.0,added in V2.0.0,
tra002269,fra,covN3,SARS-CoV-2-N3,Gène nucleocapside N3 des virus similaires au SRAS.,NA,1.0.0,2.0.0,"description wording, structure",
tra002270,fra,testing,Tests,Une mesure ou un échantillon prélevé pour tester une nouvelle méthode. Ces mesures sont généralement utilisées à l'intérieur du laboratoire et ne sont pas communiquées aux partenaires extérieurs.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002271,fra,thermMag,Trousse d'isolation d'acide nucléique de thermo magmax microbiome ultra,Extraction des acides nucléiques réalisée à l'aide de la trousse d'isolation des acides nucléiques thermo magmax microbiome ultra.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002272,fra,timeUnitSet,Ensemble d'unités temporelles,L'ensemble des unités de mesure du temps.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002273,fra,tld,Domaine de premier niveau du pays,"Domaine de premier niveau de l'internet généralement utilisé ou réservé pour un pays, un État souverain ou un territoire dépendant identifié par un code de pays.","Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
tra002274,fra,zonesRequired,En-têtes obligatoires du tableau de zones,En-têtes obligatoires dans le table des zones.,NA,2.1.0,2.1.0,added in V2.1.0,
tra002275,fra,wideName,Identification de la mesure (table large),Identifiat unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures effectuées sur un échantillon sont réalisées en méme temps dans le méme laboratoire. Suggestion: siteID_sampleID_LabID_reportDate_ID.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002276,fra,zonesOrder,L’ordre des colonnes de la table de zones,Indique l’ordre des colonnes dans une table de zones.,NA,2.1.0,2.1.0,added in V2.1.0,
tra002277,fra,trizol,"Trizol, billes magnétiques zymo avec nettoyeur et concentrateur zymo","Extraction d'acides nucléiques réalisée à l'aide de la méthode trizol, billes zymo mag w/ zymo clean and concentrator.",NA,2.0.0,2.0.0,added in V2.0.0,
tra002278,fra,TRUE,VRAI,Type de données booléennes = VRAI.,"Utilisez uniquement ""VRAI"" (sensible à la casse)",1.0.0,2.0.0,added in V2.0.0,
tra002279,fra,turbidityUnitSet,Ensemble d'unités de turbidité,Ensemble d'unités pour les mesures de turbidité.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002280,fra,wideMeasure,Identification de la mesure (table large),Identifiat unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures effectuées sur un échantillon sont réalisées en méme temps dans le méme laboratoire. Suggestion: siteID_sampleID_LabID_reportDate_ID.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002281,fra,allOrgs,Accès à Tout,"Si ""Non"", la donnée ne sera pas accessible par toute organisation partenaire. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,1.0.0,2.0.0,depreciated,
tra002282,fra,covRdrp,SARS-CoV-2-RdRp,Région génique RdRp du SRAS-CoV-2.,NA,1.0.0,2.0.0,"description wording, structure",
tra002283,fra,undisc,Non disséminé,"Une valeur a été enregistrée, cependant elle n'a pas été incluse dans l'ensemble de données.",Indicateur de valeur manquante pour les données qui n'ont pas été partagées ou divulguées à des parties extérieures.,1.0.0,2.0.0,added in V2.0.0,
tra002284,fra,unique,Échantillon unique,"Un échantillon unique, non dupliqué.",NA,2.0.0,2.0.0,"added in V2.0.0, GitHub issue #94",
tra002285,fra,wideNamesRequired,Table à nom large requise,Colonne permettant d'indiquer les champs obligatoires dans la table des noms larges.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002286,fra,unitlessUnitSet,Ensemble d'unités sans unité,Ensemble d'unités pour les mesures qui n'ont pas d'unités.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002287,fra,units,Unités,L'unité de la mesure.,"Chaque mesure doit avoir une unité. En d'autres termes, les ""unités"" sont un champ obligatoire chaque fois qu'une mesure est enregistrée.",2.0.0,2.0.0,added in V2.0.0,
tra002288,fra,wideNamesOrder,Ordre du tableau des noms larges,Colonne permettant d'indiquer l'ordre des champs dans la table des noms larges.,NA,2.2.0,2.2.0,added in V2.2.0,
tra002289,fra,unitSets,Ensembles d'unités,"Ensembles d'unités. Contiens les unités qui sont associées aux types de parties telles que les mesures.
"," Les ensembles sont des listes de valeurs d'entrée. Chaque valeur d'entrée dans un ensemble est une partie (a un partID) qui peut être réutilisée entre les ensembles. Par exemple, un ensemble A peut contenir les valeurs ""oui"" et ""non"", et un ensemble B peut contenir les valeurs ""oui"", ""non"" et ""peut-être"". Les types de partie avec des ensembles comprennent les agrégations, les compartiments, les manques, les indicateurs de qualité, les spécimens et les unités. Les mesures avec catégories et types de données ont leurs propres ensembles de catégories spécifiques (catSetID) car leurs valeurs d'entrée sont uniques et ne sont pas réutilisées.",2.0.0,2.0.0,added in V2.0.0,
tra002290,fra,upperCI95,Limite supérieure d'un intervalle de confiance de 95%,Indique la limite supérieure d'un intervalle de confiance de 95 %.,"Doit généralement être lié à une limite inférieure et à une indication de la dispersion des données (c'est-à-dire l'écart type), ainsi qu'à une mesure moyenne/médiane.",1.0.0,2.0.0,"description wording, structure",
tra002291,fra,uSCm,Micro-Siemens par centimètre,Micro-Siemens par centrimètre.,NA,1.0.0,2.0.0,maintained,
tra002292,fra,utc,Zone de temps universel coordonné (UTC),UTC - Fuseau horaire.,"Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
tra002293,fra,utcDST,Zone de temps universel coordonné (UTC) en heure d'été,Fuseau horaire pendant l'heure d'été.,"Préprogrammés dans les tables du dictionnaire, ils ne sont pas modifiables par les utilisateurs.",2.1.0,2.1.0,added in V2.1.0,
tra002294,fra,validationStudy,Étude de validation,Une mesure ou un échantillon prélevé pour une étude de validation.,NA,2.0.0,2.0.0,added in V2.0.0,
tra002295,fra,sampleIDObject,ID d'objet de l'échantillon,Rempli par `sampleID` - ceci spécifie l'objet d'une relation d'échantillon.,Utilisez `sampleID` pour ce champ. Avec `sampleIDSub` et `relationshipID` une rangée donnée du `sampleRelationships` devrait dire : [sampleIDSubject] est un [relationshipID] de [sampleIDObject].,2.0.0,2.0.0,added in V2.0.0,
tra002296,fra,vax3plus,Population ayant reçu 3 doses de vaccin,Population ayant reçu 3 doses de vaccin,NA,2.0.0,2.0.0,added in V2.0.0,
tra002297,fra,version1Category,Catégorie de l'ODM V1,Catégorie de l'ODM V1,NA,2.0.0,2.0.0,added in V2.0.0,
tra002298,fra,version1Location,Localisation de l'ODM V1,Localisation de l'ODM V1,NA,2.0.0,2.0.0,added in V2.0.0,
tra002299,fra,version1Table,Table de l'ODM V1,Table de l'ODM V1,NA,2.0.0,2.0.0,added in V2.0.0,
tra002300,fra,version1to2Changes,Modifications de la version 1 à 2 de l'ODM,Changements pour la partie entre ODM v1 et V2,NA,2.0.0,2.0.0,added in V2.0.0,
tra002301,fra,version1Variable,Variable d'ODM V1,Variable de l'ODM V1,NA,2.0.0,2.0.0,added in V2.0.0,
tra002302,fra,wat,Eau,"Une mesure ou une observation faite à partir d'une substance présente dans l'eau, y compris les eaux usées.",NA,1.0.0,2.0.0,Updated,
tra002303,fra,brsvN,VRSB-N,VRSB-N,NA,1.0.0,2.0.0,added in V2.0.0,
tra002304,fra,weathSet,Ensemble de catégories météorologiques,Un ensemble de catégories des catégories qualitatives valides pour la mesure qualitative du temps.,NA,2.0.0,2.0.0,added in V2.0.0,
