langID,partID,partLabel,partDesc,partInstr,firstReleased,lastUpdated,changes,notes,
eng,provisional,Rapport provisoire,Un rapport provisoire ou intermittent.,"Utilisation pour des mesures qui ne sont pas encore finalisées. Généralement, cet usage n'est pas rendu public.",2.0,2.0,added in version 2,,
fra,pSludge,Boues du décanteur primaire,Boue provenant d'un décanteur primaire.,NA,1.0,2.0,NA,,
eng,orb,Bâtiment résidentiel - autre,Bâtiments résidentiels individuels ou institutions non pris en compte dans les autres catégories,NA,2.0,2.0,added in V2.0,,
fra,pstGrit,Post-Grit,Eau usée aprés dégrillage et dessablage.,NA,1.0,2.0,NA,,
eng,ptDesc,Description du pré-traitement,Description du pré-traitement le cas échéant.,NA,1.0,2.0,depreciated,,
fra,ptot,Nombre de tests positifs,Nombre de tests positifs.,NA,1.0,2.0,now a unit for any group or biologic infection,,
eng,public,Accèes publique,"Si ""Non"", la donnée ne sera pas accessible par le public. Si ""Oui"" ou laissévide, la donnée leur sera accessible.",NA,1.0,2.0,depreciated,,
fra,puro,Virus Puro,Mesure de la quantité de virus puro.,NA,2.0,2.0,added in version 2,,
eng,puroMat,Cible du virus puro,Le virus Puro est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA,2.0,2.0,added in version 2,,
fra,primerCatSet,Ensemble de catégories d'amorces génétiques,L'ensemble des catégories pour les amorces génétiques utilisées dans les essais de séquençage ou de RCP.,NA,2.0,2.0,naUnitSet,,
eng,collPer,Période de collecte,"Période de collecte. La période pendant laquelle l'échantillon a été collecté, en heures. Vous pouvez également utiliser collectionStart et collectionEnd.","Exemples : 1 heure, 6 heures, 24 heures",2.0,2.0,added in V2.0,,
fra,q19e,Gène cible de la variante omicron q19e,Gène cible q19e de la variante omicron.,NA,2.0,2.0,added in version 2,,
eng,q493r,Gène cible de la variante omicron q493r,Gène cible q493r de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,q498r,Gène cible de la variante omicron q498r,Gène cible q498r de la variante omicron.,NA,2.0,2.0,added in version 2,,
eng,q954h,Gène cible de la variante omicron q954h,Gène cible q954h de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,qaqc,Méthode d'assurance-qualité,"Assurance qualité, contrôle de la qualité.",Description des mesures prises pour le contrôle de la qualité,1.0,2.0,"description wording, deprecated",,
eng,qf1,Aucun problème de qualité,Un indicateur pour signaler qu'il n'y a pas de problème de qualité concernant la mesure ou l'échantillon.,NA,1.0,2.0,added in version 2,,
fra,qf2,Problèmes de qualité,"Un indicateur de l'existence d'un problème de qualité, non spécifié par ailleurs.",NA,1.0,2.0,added in version 2,,
eng,qgDNARNA,Trousse allprep d'adn/rna de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen allprep dna/rna.,NA,2.0,2.0,added in version 2,,
eng,qgDpcr,RCP numérique qiagen,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Qiagen.,NA,2.0,2.0,added in version 2,,
fra,qgEz1,Mini-trousse qiagen ez1 virus v2.0,Extraction des acides nucléiques réalisée à l'aide de la trousse qiagen ez1 virus mini kit v2.0.,NA,2.0,2.0,added in version 2,,
fra,qgPwrFecal,Trousse allprep powerfecal d'adn/rna de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen allprep powerfecal dna/rna kit.,NA,2.0,2.0,added in version 2,,
eng,qgPwrViral,Trousse allprep powerviral d'adn/rna de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse qiagen allprep powerviral dna/rna kit.,NA,2.0,2.0,added in version 2,,
fra,qgPwrWtr,Trousse Powerwater de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen powerwater.,NA,2.0,2.0,added in version 2,,
eng,qgQiAmp,Tampons qiagen qiaamp avec colonnes epoch,Extraction d'acides nucléiques réalisée à l'aide des tampons qiagen qiaamp avec colonnes epoch.,NA,2.0,2.0,added in version 2,,
fra,qgRneasy,Trousse rneasy de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse rneasy de qiagen.,NA,2.0,2.0,added in version 2,,
eng,qgRneasyPwr,Trousse rneasy powermicrobiome de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse rneasy powermicrobiome de qiagen.,NA,2.0,2.0,added in version 2,,
fra,qpcr,RCP quantAggScale,"RCP en temps réel, également appelée RCP ""quantAggScale"".",NA,2.0,2.0,added in version 2,,
eng,quality,Type de partie de qualité,Le type de partie pour les parties de qualité.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.,2.0,2.0,added in version 2,,
fra,qualityControl,Contrôle de qualité,Une mesure ou un échantillon prélevé à des fins de contrôle de la qualité.,Les mesures avec cette catégorie sont prises pour évaluer le contrôle de la qualité.,2.0,2.0,added in version 2,,
eng,collNum,Numéro de collection,"Le nombre de sous-échantillons qui ont été combinés pour créer l'échantillon. Utiliser NA pour un échantillonnage continu, proportionnel ou passif.",NA,2.0,2.0,added in V2.0,,
fra,minValue,Valeur minimale dictionnaire,La valeur minimale d'une partie.,NA,2.0,2.0,added in V2.0,,
eng,r2,R au carré,Valeur R-carré de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",2.0,2.0,added in version 2,,
fra,r203m,Gène cible de la variante delta r203m,Gène cible r203m  de la variante delta.,NA,2.0,2.0,added in version 2,,
eng,rainDpcr,RCP digitale de raindance,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Raindance.,NA,2.0,2.0,added in version 2,,
fra,rainy,Pluvieux,"CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de pluie.",NA,2.0,2.0,added in version 2,,
eng,ratio,Facteur de dilution,Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.,"Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1.",2.0,2.0,added in version 2,,
fra,raws,Echantillon d'eaux usées brutes,Echantillon d'eaux usées brutes,NA,1.0,2.0,NA,,
eng,rawWW,Eaux usées brutes,Eau usée brute,NA,1.0,2.0,NA,,
fra,rawWWdown,Eaux usées brutes en aval d'un site,En aval d'un site. Voir partType = rawWWup.,NA,2.0,2.0,added in version 2,,
eng,rawWWup,Eaux usées brutes en amont d'un site,"En amont d'un site. Utilisé lorsqu'il n'y a pas d'accès direct à l'inconjuctiion des eaux usées d'un site avec un échantillon en aval. Par exemple, si le site est une maison de soins de longue durée, mais qu'il n'y a pas d'accès à la sortie de nettoyage du bâtiment ou de la propriété. Utiliser deux échantillons, un en amont et un en aval.",NA,2.0,2.0,added in version 2,,
fra,rdrpIP2,IP2 rdrp cible de gène de SRAS-CoV-2,Gène cible IP2 rdrp de SRAS-CoV-2.,NA,2.0,2.0,added in version 2,,
eng,rdrpIP4,IP4 rdrp cible de gène de SRAS-CoV-2,Gène cible IP4 rdrp de SRAS-CoV-2.,NA,2.0,2.0,added in version 2,,
fra,pooled,combiné,"S'il s'agit d'un échantillon combiné, c'est-à-dire, est-il composé de plusieurs échantillons ""enfants""?",NA,1.0,2.0,NA,,
eng,recov,Patients guéris,Unités pour décrire une mesure de population de patients qui ont guéri d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0,2.0,added in version 2,,
fra,collDT,Date-heure,"Date, heure et fuseau horaire de collecte d'un échantillon ponctuel.",NA,1.0,2.0,NA,,
eng,regular,Régulier,Une mesure ou un échantillon prélevé à des fins de surveillance ou d'épidémiologie.,"Une mesure ""régulière"" est la valeur par défaut. Les données manquantes seront recodées dans ce but.",2.0,2.0,added in version 2,,
fra,relHum,Humidité relative,"Mesure de l'humidité relative, ou de la quantité de vapeur d'eau présente dans l'air par rapport à la saturation ; fait partie d'une série de mesures météorologiques qui peuvent être utiles lors de la collecte d'échantillons provenant de sources extérieures.",NA,2.0,2.0,added in version 2,,
eng,relHumidUnitSet,Ensemble d'unités d'humidité relative,Ensemble d'unités pour les mesures d'humidité relative.,NA,2.0,2.0,added in version 2,,
fra,caRepDate,Date du rapport,Date à laquelle la donnée a été reportée é la santé publique. Cette mesure est communément utilisée.,NA,1.0,2.0,depreciated,,
eng,repGrab,Échantillon instantané représentatif,Un seul grand échantillon instantané représentatif.,"Déprécié dans la version 2, ne pas utiliser.",1.0,2.0,depreciated,,
fra,a,Air,Une mesure ou une observation faite à partir d'une substance dans l’air.,NA,2.0,2.0,added in V2.0,,
eng,collDTStart,Date-heure fini,"Date, heure et fuseau horaire de début de collecte d'un échantillon composite.",NA,1.0,2.0,NA,,
fra,value,Valeur,"Valeur d'une mesure, d'une observation ou d'un attribut.",NA,2.0,2.0,added in version 2,,
eng,unitID,Unité,Identifiant unique pour les unités d'une mesure,Différentes unités qui sont utilisées pour décrire les valeurs de mesure. Les unités sont combinées en UnitSetIDs. Veuillez demander de nouvelles unités en créant un problème dans le référentiel ODM sur GitHub.,1.0,2.0,added in version 2,,
fra,reporterID,ID du rapporteur,Identifiant unique pour la personne ou l'organisation responsable des données rapportées.,NA,1.1,2.0,changed to contactID,,
eng,reporterIDDep,ID du rapporteur,Identifiant unique de l'entité qui rapporte les données.,NA,1.1,2.0,depreciated,,
fra,reporters,Table de rapporteur,"La table qui contient de l'information sur le rapporteur d'un échantillon, d'une méthode, d'une mesure ou d'un attribut.",NA,1.0,2.0,depreciated,,
eng,resCosca,Resuspendre la collection de filtres COSCa,Extraction d'acide nucléique par remise en suspension d'un échantillon prélevé selon la méthode de la balle COSCa.,Voir partID = cosca pour plus de détails.,2.0,2.0,added in version 2,,
fra,results,Classe de tables de résultats,Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de résultats.,"Utilisé uniquement pour mieux spécifier l'objectif des tables de rapports, distincts des autres classes de cette manière.",2.0,2.0,added in version 2,,
eng,pStat,Station de pompage,Station de pompage.,NA,1.0,2.0,"description wording, structure",,
fra,retPond,Étang de rétention,Bassin de rétention.,NA,1.0,2.0,"description wording, structure",,
eng,collDTEnd,Date-heure début,"Date, heure et fuseau horaire de fin de collecte d'un échantillon composite.",NA,1.0,2.0,NA,,
fra,rP100,"Taux pour 100,000",Unités pour décrire une mesure de population d'un taux d'incidence de cas pour 100 000 personnes d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.,2.0,2.0,added in version 2,,
eng,rppw,Eaux usées brutes après pasteurisation.,Eaux usées brutes après pasteurisation.,NA,1.0,2.0,NA,,
eng,rsv,Groupe du virus respiratoire syncytial,Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial.,NA,2.0,2.0,added in version 2,,
fra,h,Humaine,Une mesure ou une observation faite sur un humain.,NA,2.0,2.0,added in V2.0,,
fra,s2083i,Gène cible de la variante omicron s2083i,Gène cible s2083i de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,s371l,Gène cible de la variante omicron s371l,Gène cible s371l de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,s373p,Gène cible de la variante omicron s373p,Gène cible s373p de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,s375f,Gène cible de la variante omicron s375f,Gène cible s375f de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,s477n,Gène cible de la variante omicron s477n,Gène cible s477n  de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,sa,Échantillon,Mesure faite dans un échantillon d'eau usée.,NA,2.0,2.0,added in version 2,,
fra,sentDate,Date d'envoi de l'échantillon,La date à laquelle l'échantillon a été envoyé pour être analysé dans un laboratoire.,NA,2.0,2.0,added in version 2,,
fra,recDate,Date de réception de l'échantillon,La date à laquelle l'échantillon a été reçu au laboratoire pour analyse.,NA,2.0,2.0,added in version 2,,
fra,naCompartment,Compartiment non applicable,Compartiment non applicable.,NA,2.0,2.0,added in V2.0,,
fra,sampleQualitySet,Ensemble2QualitéÉchantillon,Ensemble de qualité pour un échantillon.,NA,2.0,2.0,added in version 2,,
fra,nomenclatureID,Nomenclature,Un système de classification pour rendre compte de la classe de mesures.,"Actuellement utilisé uniquement pour classe = variante. Pangolin, Nexclade, WHO sont les trois nomeclactures utilisées pour rapporter les variantes.",2.0,2.0,added in V2.0,,
fra,sampleTypeOther,Collection autre,Description d'un autre type de méthode non répertorié dans la collection.,NA,1.0,2.0,description wording,,
fra,geoEPSG,Coordonnées du Groupe européen d'études pétrolières,Le code EPSG unique spécifiant une zone géospatiale donnée.,NA,2.0,2.0,added in V2.0,,
fra,sarsCov2,SRAS-CoV-2,Indique un groupe de mesures/méthodes liées au virus SRAS-CoV-2.,"Les mesures du SRAS-CoV-2 ont les classes suivantes : protéines, allèles, variants, mutations, maladies.",2.0,2.0,added in version 2,,
fra,cov2Me,Mesure SRAS-CoV-2,Mesure de la quantité de virus SRAS-CoV-2.,NA,2.0,2.0,added in version 2,,
fra,s,Surface,Une mesure ou une observation faite à partir d'une substance sur une surface.,NA,2.0,2.0,added in version 2,,
fra,sC,Couverture éparse,"Le séquençage présente une couverture éparse, c'est-à-dire que l'étendue numérique de la couverture est considérée comme adéquate, mais les graphiques de couverture révèlent des parties manquantes du génome.","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes.",2.0,2.0,added in version 2,,
fra,sce,Effluent secondaire du clarificateur,Effluent obtenu aprés un décanteur secondaire.,NA,1.0,2.0,depreciated,,
fra,river,"Rivière, plan d'eau naturel","Riviére, étendue d'eau naturelle.",NA,1.0,2.0,"description wording, structure",,
fra,scs,Boues du clarificateur secondaire,Boue provenant d'un décanteur secondaire.,NA,1.0,2.0,depreciated,,
fra,sd,L'écart type,L'écart type.,NA,1.0,2.0,NA,,
fra,sdn,L'écart type normalisé,L'écart type normalisé.,NA,1.0,2.0,NA,,
fra,school,École,École.,NA,1.0,2.0,"description wording, structure",,
fra,sEfflu,Effluent du décanteur secondaire,Effluent obtenu aprés un décanteur secondaire.,NA,1.0,2.0,NA,,
fra,self,Accès à soi,"Si ""Non"", la donnée ne sera pas accessible par le reporteur lui-méme. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA,1.0,2.0,depreciated,,
fra,aggID,ID d'agrégation,Mesures statistiques utilisées pour rendre compte d'une mesure. Chaque agrégation a une valeur correspondante.,NA,2.0,2.0,added in V2.0,,
fra,septage,Eaux usées de la fosse septique,Eaux usées de la fosse septique,NA,1.0,2.0,NA,,
fra,sea,"Mer, plan d'eau naturel","Mer, étendue d'eau naturelle.",NA,1.0,2.0,"description wording, structure",,
fra,seqQualitySet,Ensemble de qualité de séquençage,Ensemble d'indicateurs de qualité pour le séquençage,NA,2.0,2.0,added in version 2,,
fra,sequence,Classe de séquençage génétique,Spécifie une collection de mesures/méthodes liées au séquençage génétique.,NA,2.0,2.0,added in version 2,,
fra,sese,Sédiments d'égouts,Sédiments provenant des égouts.,NA,1.0,2.0,depreciated,,
fra,setID,ID de l'ensemble,Le nom d'un ensemble de valeurs.,"Un ensemble est un groupe d'unités, d'attributs, de catégories, de spécimens ou de compartiments qui peuvent être utilisés pour une mesure, une méthode ou un attribut.",2.0,2.0,added in version 2,,
fra,ontologyRef,Référence de l'ontologie,Référence ontologique pour une partie.,"Ce champ contient un lien vers une référence ontologique existante pour la partie. Le contenu de l'ODM couvre plusieurs ontologies existantes. L'ODM ne cherche pas à générer une nouvelle ontologie, mais plutôt à harmoniser et à étendre les dictionnaires en vue de leur application dans la surveillance de l'environnement et de la santé publique.",2.0,2.0,naUnitSet,,
fra,sourceProtocol,ID du protocole source,Utilisé pour indiquer le protocole qui a servi de référence ou de base pour le protocole actuel.,Remplir avec protocolID.,2.0,2.0,added in version 2,,
fra,setType,Type d'ensemble,"Le type d'ensemble. Par exemple, ensemble de qualité, ensemble d'agrégation, ensemble d'unités.",NA,2.0,2.0,NA,,
fra,setValue,Valeur de l'ensemble,Le partID de la valeur ou de la catégorie de l'ensemble.,"Rempli par toute partie où partType = aggregationSet, compartmentSet, qualitySet, specimentSet ou unitSet.",2.0,2.0,NA,,
fra,protocolVersion,Version de l'ensemble de méthodes,Spécifie la version d'un ensemble de méthodes.,Version de l'ensemble de méthodes. Le versioning sémantique est recommandé.,2.0,2.0,added in version 2,,
fra,sGene,Gène cible de SRAS-CoV-2 S,Gène cible S de SRAS-CoV-2.,NA,2.0,2.0,added in version 2,,
fra,w,Eau,"Une mesure ou une observation faite à partir d'une substance présente dans l'eau, y compris les eaux usées.",NA,2.0,2.0,added in version 2,,
fra,septTnk,Fosse septique,Fosse septique.,NA,1.0,2.0,"description wording, structure",,
fra,shipOnIce,Transporté sur glace,L'échantillon a-t-il été gardé au froid lors du transport vers le laboratoire?,NA,1.0,2.0,NA,,
fra,si,Site,Mesure d'eau usée passant à travers un site,NA,2.0,2.0,added in version 2,,
fra,sin,Seul,"La valeur n'a subi aucune agrégation (donc, la valeur n'est pas une moyenne, un maximum, etc.). La valeur peut étre un réplica.",NA,1.0,2.0,NA,,
fra,airCompartmentSet,Ensemble de compartiments d’air,Un ensemble de compartiments pour les mesures et méthodes dans le compartiment air.,NA,2.0,2.0,added in V2.0,,
fra,airSurfaceCompartmentSet,Ensemble de compartiments de surface et d'air.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de l'air ou de la surface.,NA,2.0,2.0,added in V2.0,,
fra,siteDef,ID du site par défaut,"Identifiant de Site utilisé par défaut quand un nouvel échantillon est créé par ce reporteur. Se référer é la colonne ""siteID"" dans la table ""Site""",NA,1.0,2.0,depreciated,,
fra,siteFeat,Groupe de caractéristiques du site,Un groupe de mesures/méthodes environnementales et celles qui se rapportent aux caractéristiques d'un site.,NA,2.0,2.0,added in version 2,,
fra,index,Index,Index de la mesure dans le cas oé la méme mesure a été prise en replicata.,NA,1.1,2.0,NA,,
fra,siteMeasureID,ID de la mesure du site,Identifiant unique utilisé dans la table horizontale seulement. Utiliser quand toutes les mesures sont effectuées sur le méme échantillon.,NA,1.0,2.0,depreciated,,
fra,organizations,Table d'organisation,La table qui contient de l'information sur un laboratoire.,adapter de la documentation de la version 1,1.0,2.0,added in V2.0,,
fra,airWaterCompartmentSet,Ensemble de compartiments d’eau et d'air.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments air ou eau.,NA,2.0,2.0,added in V2.0,,
fra,ship,Navire,Un bateau de croisière ou un autre navire.,NA,2.0,2.0,added in version 2,,
fra,skimMilkFloc,Floculation du lait écrémé,Floculation du lait écrémé,NA,2.0,2.0,added in version 2,,
fra,slope,pente,Valeur de la pente de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes.",2.0,2.0,added in version 2,,
fra,snfl,Lien vers le fichier du réseau d'égouts,Lien vers un fichier contenant toute information additionnelle au sujet du réseau d'égouts associé é ce site d'échantillonnage (tous les formats sont acceptés).,NA,1.0,2.0,depreciated,,
fra,snowy,Neigeux,"CatSetégorie qualitative pour la mesure météorologique, spécifiant un jour de neige.",NA,2.0,2.0,added in version 2,,
fra,sol,Fraction solide,Fraction solide.,NA,1.0,2.0,"description wording, structure",,
fra,solidSep,Séparation des solides,"Le procès utilisé pour séparer les phases solides et liquides de l'échantillon, soit avant, soit en l'absence de la méthode de concentration spécifiée dans ""methodConc"".",NA,2.0,2.0,added in version 2,,
fra,anyCompartmentSet,Tout ensembles de compartiments,Un ensemble de compartiments pour les mesures et les méthodes dans n'importe quel compartiment.,NA,2.0,2.0,added in V2.0,,
fra,specHum,Humidité specifique,"Mesure d'humidité spécifique, l'unité est le rapport entre la masse de la vapeur d'eau et la masse de l'air total.",NA,2.0,2.0,added in version 2,,
fra,specHumidUnitSet,Ensemble d'unités d'humidité spécifique,Ensemble d'unités pour les mesures d'humidité spécifique.,NA,2.0,2.0,added in version 2,,
fra,specimen,Type de partie du spécimen,La substance sur laquelle l'observation a été faite.,Voir partID = specimentID,2.0,2.0,added in version 2,,
fra,qualityFlag,Indicateur de qualité,Un champ pour signaler un problème de qualité - ou son absence - pour un échantillon ou une mesure.,Les types d'indicateurs de qualité varient selon le contexte ; veuillez consulter le QulaityFlagSet pour en avoir la confirmation.,2.0,2.0,added in version 2,,
fra,spikeMat,Objectif de contrôle de l'efficacité de la récupération,rec_eff_spike_matrix,NA,1.0,2.0,description wording,,
fra,humanCompartmentSet,Ensemble de compartiments d’humain.,Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment humain.,NA,2.0,2.0,added in V2.0,,
fra,spikeTarget,Efficacité de la récupération de la matrice enrichie,Méthode spécifiant la cible de contrôle de l'efficacité de récupération. Elle correspond à l'ID de la méthode de la matrice enrichie.,Devrait typiquement être indexé comme une étape procédant à l'étape spikeMaterial methodID.,2.0,2.0,added in version 2,,
fra,naCompartmentSet,Compartiment non applicable,Compartiment non applicable.,NA,2.0,2.0,added in V2.0,,
fra,spill,Échantillon renversé,Le contenu de l'échantillon s'est déversé du récipient.,NA,2.0,2.0,added in version 2,,
fra,sSludge,Boues du décanteur secondaire,Boue provenant d'un décanteur secondaire.,NA,1.0,2.0,NA,,
fra,sss,refuge,Autre type d'hébergement des services sociaux,NA,2.0,2.0,added in version 2,,
fra,stabPnd,Étang de stabilisation,Spécifie un type de site qui est un bassin conçu et construit pour le traitement des eaux usées afin de réduire le contenu organique et d'éliminer les agents pathogènes des eaux usées.,NA,1.0,2.0,"description wording, structure",,
fra,standardConc,Classe de concentration standard,Spécifie une collection de mesures/méthodes liées aux concentrations standard.,NA,2.0,2.0,added in version 2,,
fra,pCode,Code postal ou zip,"Le code postal ou zip code pour une adresse donnée, spécifiant une zone géographique spécifique.",NA,2.0,2.0,added in version 2,,
fra,organizationsOrder,Ordre des colonnes du tableau des organisations,Spécifie l'ordre des colonnes dans une table Organisations.,NA,2.0,2.0,added in V2.0,,
fra,stdConcentrationUnitSet,Ensemble d'unités de concentration standard,Ensemble d'unités pour les mesures de concentration.,NA,2.0,2.0,added in version 2,,
fra,sTemp,Température de stockage de l'échantillon en degrés Celsius,Température à laquelle l'échantillon est stocké en Celsius.,NA,1.0,2.0,NA,,
fra,stepID,ID de l'étape de la méthode,L'identifiant unique pour une étape de méthode spécifique.,"Les étapes de la méthode sont les éléments constitutifs d'un ensemble de méthodes plus vaste, ces dernières étant liées à des rapports de mesure spécifiques.",2.0,2.0,added in version 2,,
fra,stepIDObj,Index de l'étape de la méthode,"Spécifie l'index d'une étape de méthode dans un ensemble de méthodes, c'est-à-dire l'ordre des étapes dans un ensemble.",NA,2.0,2.0,added in version 2,,
fra,stepProvenanceID,ID parentale de l'étape de la méthode,"Une étape de méthode qui a servi de base à une autre étape de méthode. Cela peut être dû à des changements de version, ou à la référence à un ensemble de méthodes qui a été adapté par la suite.",NA,2.0,2.0,added in version 2,,
fra,stepVer,Version de l’étape de la méthode,Spécifie la version de l'étape de la méthode.,Version de la méthode d'analyse. Un versionnement de type sémantique est recommandé.,1.0,2.0,"description wording, structure",,
fra,storTempDef,température de stockage de l'échantillion,"Tempéraure de stockage par défaut quand un nouvel échantillon est créé pour ce site. Se référer é la colonne ""storageTempC"" dans la table ""Sample""",NA,1.0,2.0,depreciated,,
fra,stoTim,Temps de stockage,Durée pendant laquelle un échantillon a été stocké.,NA,2.0,2.0,added in version 2,,
fra,subvar,Sous-variante ou lignée,"Unité utilisée pour signaler une lignée génétique spécifique, ou pour préciser qu'une variante signalée est une sous-variante d'une autre.","A utiliser en combinaison avec un ID de mesure de variante pour spécifier la filiation ; ex : measureID = Omicron, valeur = BA.2, unité = subvar",2.0,2.0,added in version 2,,
fra,summ,Résumé,Bréve description de la méthode d'analyse et de comment celle-ci différe d'autres méthodes.,NA,1.0,2.0,"description wording, structure",,
fra,sunny,Ensoleillé,"CatSetégorie qualitative pour la mesure météorologique, spécifiant une journée claire et ensoleillée.",NA,2.0,2.0,added in version 2,,
fra,surface,Autre surface,Surface autre que le sol ou le bureau.,Voir aussi les catégories pour le sol et le bureau.,2.0,2.0,added in version 2,,
fra,surfaceCompartmentSet,Ensemble de compartiments de surface,Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment de la surface.,NA,2.0,2.0,added in version 2,,
fra,surfaceWaterCompartmentSet,Ensemble de compartiments d’eau et de surface.,Un ensemble de compartiments pour les mesures et les méthodes dans les compartiments de la surface ou de l'eau.,NA,2.0,2.0,added in version 2,,
fra,surfSw,Écouvillon de surface,Écouvillon de surface.,NA,2.0,2.0,added in version 2,,
fra,swgTrck,Camion à eaux usées,Camion de vidange.,NA,1.0,2.0,"description wording, structure",,
fra,swrCatSet,Zone de captage d'un réseau d'égout,Zone de captage d'un réseau d'égout,NA,1.0,2.0,Name Change (from Polygon Type),,
fra,swrSed,Sédiment d’égout,Sédiments provenant des égouts.,NA,1.0,2.0,NA,,
fra,synthetic,Échantillon synthétique,"Spécifie un échantillon synthétique, ou dérivé artificiellement.",NA,2.0,2.0,added in version 2,,
fra,t19r,Gène cible de la variante delta t19r,Gène cible t19r de la variante delta.,NA,2.0,2.0,added in version 2,,
fra,t3646a,Gène cible de la variante delta t3646a,Gène cible t3646a de la variante delta.,NA,2.0,2.0,added in version 2,,
fra,t547k,Gène cible de la variante omicron t547k,Gène cible t547k de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,t9i,Gène cible de la variante omicron t9i,Gène cible t9i de la variante omicron.,NA,2.0,2.0,added in version 2,,
fra,table,Type de partie de tables,"Le type de partie pour les tables, qui stockent les enregistrements de mesures, de méthodes et d'attributs pour faciliter la création de rapports.","Un exemple de table est `site`, une collection d'attributs tels que le nom et l'adresse du site pour décrire l'endroit où les échantillons environnementaux sont prélevés. PHES-ODM dispose de tables de rapport, mais les utilisateurs peuvent également créer leurs propres tables.",2.0,2.0,added in version 2,,
fra,waterCompartmentSet,Ensemble de compartiments d’eau,Un ensemble de compartiments pour les mesures et les méthodes dans le compartiment eau.,NA,2.0,2.0,added in version 2,,
fra,taqpatN,Gène cible de SRAS-CoV-2 TaqPath N,Gène cible TaqPath N de SRAS-CoV-2.,NA,2.0,2.0,added in version 2,,
fra,taqpatS,Gène cible de SRAS-CoV-2 TaqPath S,Gène cible TaqPath N de SRAS-CoV-2.,NA,2.0,2.0,added in version 2,,
fra,temp,Température d'eau,"la température de l'échantillon au moment oé la mesure est prise, souvent é son arrivée au laboratoire.",NA,1.0,2.0,"description wording, structure",,
fra,tempClass,Classe de température.,Spécifie un ensemble de mesures/méthodes liées à la température.,NA,2.0,2.0,added in version 2,,
fra,temperatureUnitSet,Ensemble d'unités de température,Ensemble d'unités pour les mesures de température.,NA,2.0,2.0,added in version 2,,
fra,tempVol,Volume de la matrice d'acide nucléique,Le volume de la matrice d'ADN ou d'ARN utilisée pour la PCR.,NA,2.0,2.0,added in version 2,,
fra,tesDate,Date du test,Date à laquelle le test de COVID-19 a été effectué.,NA,1.0,2.0,depreciated,,
fra,test,Nombre de tests effectués,Nombre de tests effectués.,NA,1.0,2.0,now a unit for any group or biologic infection,,
fra,testing,Tests,Une mesure ou un échantillon prélevé pour tester une nouvelle méthode. Ces mesures sont généralement utilisées à l'intérieur du laboratoire et ne sont pas communiquées aux partenaires extérieurs.,NA,2.0,2.0,added in version 2,,
fra,anySpecimenSet,Tout ensembles de spécimens,Un ensemble de spécimens qui comprend n'importe quel spécimen.,NA,2.0,2.0,added in V2.0,,
fra,thermMag,Trousse d'isolation d'acide nucléique de thermo magmax microbiome ultra,Extraction des acides nucléiques réalisée à l'aide de la trousse d'isolation des acides nucléiques thermo magmax microbiome ultra.,NA,2.0,2.0,added in version 2,,
fra,timePr,Echantillon proportionnel au temps,"Un échantillon composite proportionnel au débit prélevé sur 24 heures, généralement prélevé par un auto-échantilonneur.",NA,1.0,2.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,,
