langID,partID,partLab,partDesc,partInstr
fr,naSpecimenSet,Ensemble de spécimen non applicable,Non applicable. ,"Utilisez ""non applicable"" lorsqu'il n'y a pas de spécimen pour la partie."
fr,natName,Nom natif de la langue,"Le nom natif de la langue, c'est-à-dire le nom donné à la langue par ses locuteurs.",Partie des metedata d'un languageID.
fr,naUnit,Unité non applicable,Non applicable pour les unité.,NA
fr,naUnitSet,Ensemble d’unité non applicable,Non applicable pour les ensembles d'unité.,NA
fr,ND,ND,Aucune amplification n'a eu lieu dans la réaction ; non-détection.,"Pour la valeur d'une mesure non détectée, rapportez la valeur réelle même si elle est inférieure au seuil de détection. L'indicateur permet de s'assurer que la mesure est enregistrée comme non détectée. Dans les cas où les données originales n'enregistrent pas de valeur, mais seulement l'indicateur, veuillez remplir le champ de valeur avec un 1 ou un 0 pour indiquer un résultat nul."
fr,neigh,Quartier général,"Un quartier municipal, qui spécifie une sous-section d'une municipalité plus grande.",NA
fr,newVax,Population des personnes nouvellement vaccinées,Population des personnes nouvellement vaccinées,NA
fr,nextclade,Nomenclature NextClade,Spécifie la nomenclature variante ou génétique telle que définie par NextClade.,NA
fr,ngmn,Moyenne géométrique normalisée,Moyenne géométrique normalisée.,NA
fr,nH4N,Azote Ammoniacal,"Concentrsation d'azote ammoniacal, exprimé en N.",NA
fr,niid2019ncovN,Gène ciblé niid_2019-ncov_n de SRAS-CoV-2,Gène cible niid_2019-ncov_n de SRAS-CoV-2.,NA
fr,noConcernPCR,AucunProblèmeRCP,Aucun problème de qualité à noter pour la réaction RCP.,NA
fr,noLabel,Échantillon non étiqueté,L'échantillon n'avait pas d'étiquette,NA
fr,noliquid,"Pas de concentration du liquide, le liquide est recombiné avec les solides séparés.","Pas de concentration du liquide, le liquide est recombiné avec les solides séparés.",NA
fr,nomenclature,Type de nomenclature,Un système de classification pour rendre compte de la classe de mesures. ,Voir partID = nomenclatureID.
fr,nomenclatureID,Nomenclature,Un système de classification pour rendre compte de la classe de mesures. ,"Actuellement utilisé uniquement pour classe = variante. Pangolin, Nexclade, WHO sont les trois nomeclactures utilisées pour rapporter les variantes."
fr,nondet,Unité non détectée,"Identificateur d'unité pour le cas où une mesure est ""non détectée"" afin d'expliquer une valeur de zéro.",Utiliser cette unité dans les cas où une mesure n'a donné lieu à aucune détection.
fr,email,Adresse courriel de contact.,Adresse courriel de contact pour le laboratoire.,NA
fr,noTime,Échantillon sans horodatage,Il manque l'heure du passeur d'échantillons ; métadonnées incomplètes sur le prélèvement.,NA
fr,nr,Non rapporte,"Une valeur aurait pu être enregistrée, cependant elle ne l'a pas été.",Indicateur de valeur manquante pour les données qui sont absentes parce qu'elles n'ont pas été déclarées.
fr,nSarbeco,Gène cible de SRAS-CoV-2 sarbecovirus-spécifique N,Gène cible N de SRAS-CoV-2 spécifique du sarbecovirus,NA
fr,ntu,Unité de turbidité néphélométrique,"Unités de turbidité néphélométrique, une unité utilisée dans la mesure de la turbidité (voir ""turbidité"" sous measureIDs).",Les unités de turbidité néphélométriques (NTU) sont basées sur la lumière blanche (400-680nm) et un angle d'incidence de 90°.
fr,nucAuto,Trousse d'extraction automatique de billes magnétiques nuclisens,Extraction d'acides nucléiques réalisée à l'aide de la trousse d'extraction automatique de billes magnétiques nuclisens.,NA
fr,nucManu,Trousse d'extraction manuelle de billes magnétiques nuclisens,Extraction d'acides nucléiques réalisée à l'aide de la trousse d'extraction manuelle de billes magnétiques nuclisens.,NA
fr,nww,Type d'échantillon d'eau,Eau non-usée provenant de toute étendue d'eau.,NA
fr,oc43,coronavirus OC43,Mesure de la quantité de coronavirus OC43.,NA
fr,oc43Mat,Cible de oc43,Le coronavirus humain OC43 est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,ocean,"Océan, plan d'eau naturelle","Océan, étendue d'eau naturelle.",NA
fr,oCol,Autre collection,"Autre méthode de collecte. Ajouter une description dans la colonne ""descriptionOther""",NA
fr,ola,Analyse en laboratoire,Analyse en laboratoire.,NA
fr,omicr,Omicron,B.1.1.529,NA
fr,onsDate,Date de l'apparition,Date à laquelle les premiers symptémes apparaissent. Cette donnée est souvent inconnue. La date d'épisode est alors communément utilisée.,NA
fr,onse,Capteur en direct,Capteur en ligne.,NA
fr,ophos,Orthophosphates,Orthophosphates,NA
fr,orb,Bâtiment résidentiel - autre,Bâtiments résidentiels individuels ou institutions non pris en compte dans les autres catégories,NA
fr,orf1a,Gène cible ORF1a de SRAS-CoV-2,Gène cible ORF1a de SRAS-CoV-2,NA
fr,orf1ab,Gène cible ORF1ab de SRAS-CoV-2,Gène cible ORF1ab de SRAS-CoV-2,NA
fr,orf1b,Gène cible ORF1b de SRAS-CoV-2,Gène cible ORF1b de SRAS-CoV-2,NA
fr,phone,Numéro de téléphone de contact,Numéro de téléphone de contact.,NA
fr,organizations,Table d'organisation,La table qui contient de l'information sur un laboratoire.,adapter de la documentation de la version 1
fr,organizationTypes,Table de types d'organisation,La table qui contient de l'information sur les types d'organisation.,NA
fr,orgTypeCat,Ensemble de catégories de type d'organisation,L'ensemble des catégories pour le stockage des types d'organisation.,NA
fr,insTypeOth,Autre type d'instrument,Description de l'instrument au cas où il ne serait pas répertorié dans instrumentType.,NA
fr,origin,Origine de l'échantillon,Un attribut d'un échantillon spécifiant l'origine.,NA
fr,originCatSet,Catégorie d'origine de l'échantillon,L'ensemble de catégories pour l'origine de l'échantillon.,NA
fr,otco,Autre collection,"Autre méthode de collecte. Ajouter une description dans la colonne ""descriptionOther""",NA
fr,otherAggrs,Ensemble d'agrégation - autres,Ensemble d'agrégations pour les mesures sans unité.,NA
fr,otherDep,"Agrégation, autre","Autre méthode d'agrégation. Ajouter une description dans ""aggregationOther"".",NA
fr,otherProv,Accès aux Autres Provinces,"Si ""Non"", la donnée ne sera pas accessible par les autorités de santépublique provinciales. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA
fr,otsi,Autre site,"Autre type d'appareil de mesure. Ajouter une description dans ""instrumentTypeOther""",NA
fr,otsiDep2,Autre site,"Autre catégorie de mesure. Ajouter une description de la catégorie dans la colonne ""categoryOther"".",NA
fr,otsiDep2,Autre site,"Autre type de site d'échantillonnage. Ajouter une description dans la colonne ""typeOther""",NA
fr,otun,Autre unité,"Autre mesure de copies virales ou de qualité des eaux usées. Ajouter une description dans ""unitOther"".",NA
fr,outb,Outbreak,"Mesure pour indiquer le statut de l'outbreak. Étant donné qu'en cas des outbreak, il se peut que les données complètes sur le nombre de cas ne soient pas disponibles ou complètement exactes, l'utilisation de cette mesure indique que le nombre de cas peut être approximatif.",La date de la mesure permet d'indiquer les périodes de début et de fin d'une outbreak.
fr,outbEnd,Fin du outbreak,Indique qu'un outbreak a pris fin.,NA
fr,outbOngoing,Outbreak en cours,Indique qu'un outbreak est en cours.,NA
fr,outbreakCatSet,Ensemble de catégories de outbreak,Ensemble de catégories pour les valeurs valides de la mesure d’un outbreak.,NA
fr,outbStart,Début du outbreak,Indique qu'un outbreak a commencé.,NA
fr,p100l,Gène cible p100l de la variante delta,Gène cible p100l de la variante delta.,NA
fr,p2046l,Gène cible p2046l de la variante delta,Gène cible p2046l de la variante delta.,NA
fr,p2287s,Gène cible p2287s de la variante delta,Gène cible p2287s de la variante delta.,NA
fr,p3395h ,Gène cible p3395h de la variante omicron,Gène cible p3395h de la variante omicron.,NA
fr,p681r,Gène cible p681r de la variante delta,Gène cible p681r de la variante delta.,NA
fr,pangolin,Nomenclature Pangolin,Spécifie la nomenclature variante ou génétique telle qu'elle est définie par l'attribution phylogénétique des lignées d'éclosions mondiales nommées (Pangolin).,NA
fr,parSampID,ID de l'échantillon parental,"Si l'échantillon a été combiné à un plus grand échantillon, indiquer l'identifiant du plus grand échantillon.",NA
fr,parSiteID,ID du site parentale,"L'ID du site qui est le parent d'un autre site ; généralement, le sous-site est contenu dans le site parent.","Un exemple serait un test de surface dans un établissement de soins de longue durée. L'établissement de SLD serait le parentSiteID, et les différentes pièces/surfaces seraient les sous-sites ou les sites enfants."
fr,partDesc,Description de la partie,Description de la partie.,"Fournit une description de la partie, utilisée pour la tranlsation."
fr,partID,ID de la partie,L'identifiant unique de toute entité dans le dictionnaire.,"Chaque entité de l'ODM possède un partID. Les partIDs sont courts. Les partIDs qui sont construits par différents attributs de la partie peuvent avoir jusqu'à 28 caractères (vérifier le maximum), mais chaque attribut de la partie doit avoir de 1 à 5 caractères. Les partIDs sont lisibles par la machine, mais un utilisateur averti peut comprendre ce qu'ils représentent. Les partIDs sont utilisés, par exemple, comme en-tête dans une table d'entrée Excel. Les nombres sont autorisés mais il n'y a pas d'autres caractères spéciaux autres que `_`. `_` est un caractère réservé qui est utilisé pour générer un partID en utilisant un composant ou des attributs de table. Un partID pour un sous-composant est automatiquement généré en utilisant les attributs d'un composant. Par exemple, le partID du composant `SARS-CoV-2` est `covid`. `Covid` peut avoir de nombreux sous-composants, y compris différents groupes (Covid-19-al, Covid-19-va, ovid-pr (allèle, variant ou protéine) ou des unités et des agrégats (c'est-à-dire covid-al-N1-mean-cpl représentant l'allèle ovid N1, l'observation moyenne des copies virales par litre d'effluent). Une approche similaire pour nommer les sous-composants est utilisée pour nommer les parties d'un reportTable."
fr,partInstr,Instruction de partie,Notes et instructions supplémentaires sur la façon dont une partie est utilisée et/ou définie.,NA
fr,partLab,Étiquette,Une étiquette lisible par l'homme pour une partie. ,"Typiquement, une étiquette de partie n'a pas d'acrynoms (chaque mot est épelé). Equivalent à un nom commun en LOINC."
fr,partsLUs,Table de recherche des parties,Table de recherche contenant toutes les parties du modèle de données.,"Contient toutes les parties, y compris les parties autoréférentielles."
fr,partType,Type de partie,Les types de parties décrivent leur objectif ou leur utilisation. ,"Les données d'environnement ont trois principaux types de parties : la mesure (c'est-à-dire les mesures virales covN1, le débit des eaux usées, la température), la méthode (par exemple, comment la mesure a été prise) et l'attribut (tel que le nom du site). Voir la description de chacun des types de parties dans categorySetID = partTypeCats."
fr,partTypeCat,Ensemble de catégories des parties,Ensemble de catégories pour les différentes parties du dictionnaire.,NA
fr,pce,Effluent primaire du clarificateur,Effluent obtenu aprés un décanteur primaire.,NA
fr,pcr,Uses multiple fields in SARS-CoV-2 Quantification method,Description de la méthode RCP.,Description de la méthode RCP utilisée
fr,pcrCatSet,Ensemble de catégories de méthodes d'RCP,L'ensemble de catégories contenant toutes les méthodes valides pour le RCP methodID.,NA
fr,pcrQualitySet,Ensemble2QualitéRCP,Ensemble de qualité pour les mesures de RCP.,NA
fr,pcs,Boues du clarificateur primaire,Boue provenant d'un décanteur primaire.,NA
fr,Pe,Personne,Mesure réalisée sur un seul individu,NA
fr,pEfflu,Effluent du décanteur primaire,Effluent obtenu aprés un décanteur primaire.,NA
fr,peg,Précipitation au polyéthylèneglycol (PEG) ,Précipitation au polyéthylèneglycol (PEG) ,NA
fr,perc,Pour cent,Pourcentage.,NA
fr,percRec,Pourcentage de récupération,Pourcentage de la récupération de substitution pour un essai de contrôle de l'efficacité de la récupération.,Sert à rapporter les résultats de tout essai de contrôle de récupération.
fr,ph,pH,pH,NA
fr,phac,Accès à PHAC,"Si ""Non"", la donnée ne sera pas accessible par les employés de l'Agence de Santé Publique du Canada. Si ""Oui"" ou laissé vide, la donnée leur sera accessible.",NA
fr,pHDept,Département ou région de santé publique,Le département ou la région de santé publique où se trouve le site ou l'institut. Voir également `healthRegion` s'il existe une autorité régionale de prestation de soins de santé distincte.,NA
fr,phenCl,Phénol chloroforme,Extraction d'acides nucléiques réalisée avec du chloroforme phénol.,NA
fr,phi6,Virus Pseudomonas phi6,Mesure de la quantité de virus pseudomonas phi6.,NA
fr,phi6Mat,Cible de phi6,Le virus Pseudomonas phi6 est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,role,Rôle du contact,Précise le rôle organisationnel d'un contact donné.,NA
fr,phos,Phosphore total,Phosphore total,NA
fr,phostot,Phosphates totaux,Phosphates totaux.,NA
fr,phy,Propriété Physique,Propriété qui n'est pas spécifiée par la composition chimique ou la présence de vie.,NA
fr,physical,Classe physique,Spécifie une collection de mesures/méthodes liées à des propriétés physiques génériques.,NA
fr,pK,Clé primaire,Clé primaire pour une table. ,NA
fr,pmFloMean,Moyenne normalisée en fonction du débit et du PMMoV,Mesure moyenne normalisée à la quantité de PMMoV et au débit d'eaux usées ; AllèleX (gc/mL) x Q (ML/d) / (Pop /1e5) x 1e3 (mL/L) x 1e6 (L/ML) = AllèleX (gc/jour par 1e5 population) ,"Principalement utilisé pour déclarer des allèles spécifiques (N1, N2, E, etc.)"
fr,pmmovNorm,Moyenne normalisée en fonction du PMMoV,Mesure moyenne normalisée par rapport à la quantité de PMMoV.,"Principalement utilisé pour signaler des allèles spécifiques (N1, N2, E, etc.)."
fr,po,Population,Mesure aggrégée de santé publique,NA
fr,pogr,Post-gravillonnage,Eau usée aprés dégrillage et dessablage.,NA
fr,polygonID,ID du polygone,Identifiant unique du polygone.,NA
fr,polygons,Table des polygones,La table qui contient des informations sur la géométrie d'une zone géographique.,NA
fr,polyPop,Population du polygone,"Un attribut d'un polygone, qui spécifie la population de ce polygone. Une estimation approximative du nombre de résidents humains.",NA
fr,pooled,combiné,"S'il s'agit d'un échantillon combiné, c'est-à-dire, est-il composé de plusieurs échantillons ""enfants""?",NA
fr,popDateType,Type de date pour le rapport des cas,Type de date pour le rapport des cas,NA
fr,popDateTypeCat,Ensemble de catégories de date de déclaration de cas,Ensemble de catégories pour la date de déclaration du cas.,NA
fr,popEq,Équivalents de population,"Unité de mesure de la capacité nominale des stations d'épuration des eaux usées, représentée par la quantité approximative d'eau qu'une personne normale utiliserait.",NA
fr,popGrp,Groupe de population,Un groupe de mesures/méthodes liées à des facteurs de niveau de population.,"Il peut s'agir par exemple du nombre de cas, du taux d'hospitalisation, etc."
fr,popServ,Population desservie,"Un attribut d'un site, qui spécifie la population de/desservie par un site donné. ",NA
fr,population,Classe de population,Spécifie une collection de mesures/méthodes au niveau de la population.,NA
fr,populationUnits,Ensemble d'unités de population,Ensemble d'unités pour les mesures relatives aux hôpitaux.,NA
fr,poSpecimen,Ensemble de spécimens de population,Un ensemble de spécimens qui comprend uniquement un spécimen de population.,NA
fr,pp,Pourcentage positif,Pourcentage de positifs.,NA
fr,ppm,Parties par million,Parties par million.,NA
fr,ppmv,PMMoV-CP,Région du gène de la capside du virus de la marbrure légére du piment ,NA
fr,pprt,Taux de positivité en pourcentage,Pourcentage de positivité des tests.,NA
fr,pps,Pourcentage de boues primaires,Pourcentage de boues primaire (pour solides totaux).,NA
fr,precipClass,Classe de précipitation,Spécifie une collection de mesures/méthodes liées à la précipitation.,NA
fr,precipitationUnits,Unités de précipitation,Ensemble d'unités pour les mesures de précipitation.,NA
fr,pretreat,Alteration chimique,L'échantillon a-t-il été chimiquement altéré par un ajout de stabilisant ou autre?,NA
fr,priv,Organisation de type de secteur privé,La catégorie de type d'organisation utilisée pour les groupes du secteur privé ou à but non lucratif qui ne sont pas autrement pris en compte par la catégorie académique.,NA
fr,procGrp,Groupe de traitement,Un groupe de mesures/méthodes liées au traitement des échantillons pour l'analyse.,NA
fr,programDescription,Classe de table de description de programme,Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de description de programme.,"Utilisé uniquement pour mieux spécifier l'objectif des tables de rapport, distinct des autres classes de cette façon."
fr,promAuto,Trousse de tna automatisée de promega,Extraction d'acides nucléiques réalisée à l'aide de la trousse promega automated tna.,NA
fr,promHt,Trousse de ht tna automatisée de promega,Extraction d'acides nucléiques réalisée à l'aide de la trousse promega ht tna.,NA
fr,promManu,Trousse de tna manuelle de promega,Extraction d'acides nucléiques réalisée à l'aide de la trousse tna manuelle de promega.,NA
fr,promWW,Trousse de capture d'adn à grand volume pour eaux usées de promega,Extraction d'acides nucléiques réalisée à l'aide de la trousse de capture d'ADN grand volume de promega wastewater.,NA
fr,prop,Proportion du total,Proportion exprimée en pourcentage.,NA
fr,propV,Proportion de la/des variante(s) dans l'échantillon,Proportion du variant dans l'échantillon.,NA
fr,protein,Classe de protéines,Spécifie une collection de mesures/méthodes sur les protéines.,NA
fr,provHA,Accès aux Autoritées Sanitaires Provinciales,"Si ""Non"", la donnée ne sera pas accessible par les autorités de santépublique provinciales. Si ""Oui"" ou laissé vide, la donnée sera accessible él'autorité de santé publique de la province oé l'échantillonnage a étéréalisée.",NA
fr,provisional,Rapport provisoire,Un rapport provisoire ou intermittent.,"Utilisation pour des mesures qui ne sont pas encore finalisées. Généralement, cet usage n'est pas rendu public. "
fr,pSludge,Boues du décanteur primaire,Boue provenant d'un décanteur primaire.,NA
fr,pStat,Station de pompage,Station de pompage.,NA
fr,pstGrit,Post-Grit,Eau usée aprés dégrillage et dessablage.,NA
fr,ptDesc,Description du pré-traitement,Description du pré-traitement le cas échéant.,NA
fr,ptot,Nombre de tests positifs,Nombre de tests positifs.,NA
fr,public,Accèes publique,"Si ""Non"", la donnée ne sera pas accessible par le public. Si ""Oui"" ou laissévide, la donnée leur sera accessible.",NA
fr,puro,Virus Puro,Mesure de la quantité de virus puro.,NA
fr,puroMat,Cible du virus puro,Le virus Puro est utilisé comme cible de contrôle de l'efficacité de la récupération.,NA
fr,purposeCat,Ensemble de catégories d'objet d'échantillon ou de mesure,Ensemble de catégories pour le but de l'échantillon ou de la mesure.,NA
fr,purposeID,Objectif,La raison pour laquelle la mesure ou l'échantillon a été prélevé.,"Voir les catégories autorisées : rapport, contrôle de qualité, étude de validation, test."
fr,q19e ,Gène cible de la variante omicron q19e,Gène cible q19e de la variante omicron.,NA
fr,q493r ,Gène cible de la variante omicron q493r ,Gène cible q493r de la variante omicron.,NA
fr,q498r ,Gène cible de la variante omicron q498r,Gène cible q498r de la variante omicron.,NA
fr,q954h ,Gène cible de la variante omicron q954h ,Gène cible q954h de la variante omicron.,NA
fr,qaqc,Méthode d'assurance-qualité,"Assurance qualité, contrôle de la qualité.",Description des mesures prises pour le contrôle de la qualité
fr,qf1,Aucun problème de qualité,Un indicateur pour signaler qu'il n'y a pas de problème de qualité concernant la mesure ou l'échantillon.,NA
fr,qf2,Problèmes de qualité,"Un indicateur de l'existence d'un problème de qualité, non spécifié par ailleurs.",NA
fr,qgDNARNA,Trousse allprep d'adn/rna de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen allprep dna/rna.,NA
fr,qgDpcr,RCP numérique qiagen,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Qiagen.,NA
fr,qgEz1,Mini-trousse qiagen ez1 virus v2.0,Extraction des acides nucléiques réalisée à l'aide de la trousse qiagen ez1 virus mini kit v2.0.,NA
fr,qgPwrFecal,Trousse allprep powerfecal d'adn/rna de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen allprep powerfecal dna/rna kit.,NA
fr,qgPwrViral,Trousse allprep powerviral d'adn/rna de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse qiagen allprep powerviral dna/rna kit.,NA
fr,qgPwrWtr,Trousse Powerwater de qiagen,Extraction d'acides nucléiques réalisée à l'aide de la trousse qiagen powerwater.,NA
fr,qgQiAmp,Tampons qiagen qiaamp avec colonnes epoch,Extraction d'acides nucléiques réalisée à l'aide des tampons qiagen qiaamp avec colonnes epoch.,NA
fr,qgRneasy,Trousse rneasy de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse rneasy de qiagen.,NA
fr,qgRneasyPwr,Trousse rneasy powermicrobiome de qiagen,Extraction des acides nucléiques réalisée à l'aide de la trousse rneasy powermicrobiome de qiagen.,NA
fr,qpcr,RCP quantitative,"RCP en temps réel, également appelée RCP ""quantitative"".",NA
fr,quality,Type de partie de qualité,Le type de partie pour les parties de qualité.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,qualityControl,Contrôle de qualité,Une mesure ou un échantillon prélevé à des fins de contrôle de la qualité.,Les mesures avec cette catégorie sont prises pour évaluer le contrôle de la qualité.
fr,qualityFlag,Indicateur de qualité,Un champ pour signaler un problème de qualité - ou son absence - pour un échantillon ou une mesure.,Les types d'indicateurs de qualité varient selon le contexte ; veuillez consulter le QulaityFlagSet pour en avoir la confirmation.
fr,qualitySet,Type de partie de l'ensemble de qualité,Le type de partie pour les ensembles de qualité.,Utilisé uniquement pour les entrées du dictionnaire relatives aux parties.
fr,qualitySetID,Colonne d'ID de l'ensemble de qualité,L'ensemble de qualité qui correspond à une partie donnée. Ne s'applique qu'aux échantillons et aux mesures.,NA
fr,r2,R au carré,Valeur R-carré de la courbe d'étalonnage.,"Utilisé pour stocker des informations sur la courbe d'étalonnage, potentiellement applicable aussi pour d'autres types de courbes."
fr,r203m,Gène cible de la variante delta r203m,Gène cible r203m  de la variante delta.,NA
fr,rainDpcr,RCP digitale de raindance,Décrit une analyse de RCP effectuée à l'aide de la technologie de RCP numérique de Raindance.,NA
fr,rainy,Pluvieux,"Catégorie qualitative pour la mesure météorologique, spécifiant un jour de pluie.",NA
fr,ratio,Facteur de dilution,Indique dans quelle mesure un échantillon ou une aliquote a été dilué avant l'analyse.,"Le facteur de dilution est indiqué comme une mesure sans unité, où une valeur de 10 indique une dilution de 10:1."
fr,raws,Echantillon d'eaux usées brutes,Echantillon d'eaux usées brutes,NA
fr,rawWW,Eaux usées brutes,Eau usée brute,NA
fr,rawWWdown,Eaux usées brutes en aval d'un site,En aval d'un site. Voir partType = rawWWup.,NA
fr,rawWWup,Eaux usées brutes en amont d'un site,"En amont d'un site. Utilisé lorsqu'il n'y a pas d'accès direct à l'inconjuctiion des eaux usées d'un site avec un échantillon en aval. Par exemple, si le site est une maison de soins de longue durée, mais qu'il n'y a pas d'accès à la sortie de nettoyage du bâtiment ou de la propriété. Utiliser deux échantillons, un en amont et un en aval.",NA
fr,rdrpNcovIP2,IP2 rdrp cible de gène de SRAS-CoV-2,Gène cible IP2 rdrp de SRAS-CoV-2.,NA
fr,rdrpNcovIP4,IP4 rdrp cible de gène de SRAS-CoV-2,Gène cible IP4 rdrp de SRAS-CoV-2.,NA
fr,receivedDate,Date de réception de l'échantillon,La date à laquelle l'échantillon a été reçu au laboratoire pour analyse.,NA
fr,recov,Patients guéris,Unités pour décrire une mesure de population de patients qui ont guéri d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.
fr,lastEdit,Date de mise à jour,Date à laquelle l'information a été reportée une premiére fois ou mise à jour.,NA
fr,regular,Régulier,Une mesure ou un échantillon prélevé à des fins de surveillance ou d'épidémiologie.,"Une mesure ""régulière"" est la valeur par défaut. Les données manquantes seront recodées dans ce but."
fr,relHum,Humidité relative,"Mesure de l'humidité relative, ou de la quantité de vapeur d'eau présente dans l'air par rapport à la saturation ; fait partie d'une série de mesures météorologiques qui peuvent être utiles lors de la collecte d'échantillons provenant de sources extérieures.",NA
fr,relHumidUnits,Ensemble d'unités d'humidité relative,Ensemble d'unités pour les mesures d'humidité relative.,NA
fr,repDate,Date du rapport,Date à laquelle la donnée a été reportée é la santé publique. Cette mesure est communément utilisée.,NA
fr,repGrab,Échantillon instantané représentatif,Un seul grand échantillon instantané représentatif.,"Déprécié dans la version 2, ne pas utiliser."
fr,replicateCatSet,Ensemble de catégories de type de réplicat,L'ensemble de catégories pour les valeurs du type de réplicat.,NA
fr,repType,Type de réplicat,"Attribut d'un échantillon, spécifiant si l'échantillon est unique, ou une réplique. Et s'il s'agit d'une réplique, de quel type de réplique s'agit-il ?",NA
fr,reportable,Indicateur de données à déclarer,"Indicateur permettant de déterminer si une mesure doit être rapportée ou non, basé sur la confiance dans la mesure et les méthodes qui sont appliquées.",NA
fr,repDate,Date du rapport de mesure,La date à laquelle une mesure a été rapportée publiquement ou aux autorités sanitaires/système de surveillance.,NA
fr,reporterID,ID du rapporteur,Identifiant unique pour la personne ou l'organisation responsable des données rapportées.,NA
fr,reporterIDDep,ID du rapporteur,Identifiant unique de l'entité qui rapporte les données.,NA
fr,reporters,Table de rapporteur,"La table qui contient de l'information sur le rapporteur d'un échantillon, d'une méthode, d'une mesure ou d'un attribut.",NA
fr,resCosca,Resuspendre la collection de filtres COSCa,Extraction d'acide nucléique par remise en suspension d'un échantillon prélevé selon la méthode de la balle COSCa.,Voir partID = cosca pour plus de détails.
fr,results,Classe de tables de résultats,Spécifie une classe pour les tables de rapport pour indiquer qu'ils sont des tables de résultats.,"Utilisé uniquement pour mieux spécifier l'objectif des tables de rapports, distincts des autres classes de cette manière."
fr,retPond,Étang de rétention,Bassin de rétention.,NA
fr,river,"Rivière, plan d'eau naturel","Riviére, étendue d'eau naturelle.",NA
fr,notes,Notes,Une note utilisée pour décrire des détails qui ne sont pas saisis dans d'autres attrbitutes.,Il n'y a pas de structure recommandée pour une note. Utilisez les notes selon vos besoins.
fr,rP100,"Taux pour 100,000",Unités pour décrire une mesure de population d'un taux d'incidence de cas pour 100 000 personnes d'une maladie donnée.,Unité pour une mesure de population ou de maladie afin d'expliquer les effets cliniques au niveau de la population.
fr,rppw,Eaux usées brutes après pasteurisation.,Eaux usées brutes après pasteurisation.,NA
fr,rsv,Groupe du virus respiratoire syncytial,Indique un groupe de mesures/méthodes liées au virus respiratoire syncytial.,NA
fr,s,Surface,Une mesure ou une observation faite à partir d'une substance sur une surface.,NA
fr,s2083i ,Gène cible de la variante omicron s2083i,Gène cible s2083i de la variante omicron.,NA
fr,s371l ,Gène cible de la variante omicron s371l,Gène cible s371l de la variante omicron.,NA
fr,s373p ,Gène cible de la variante omicron s373p,Gène cible s373p de la variante omicron.,NA
fr,s375f ,Gène cible de la variante omicron s375f ,Gène cible s375f de la variante omicron.,NA
fr,s477n ,Gène cible de la variante omicron s477n ,Gène cible s477n  de la variante omicron.,NA
fr,Sa,Échantillon,Mesure faite dans un échantillon d'eau usée.,NA
fr,saMaterial,Matériel d'échantillonnage,Type d'échantillon.,NA
fr,sampID,ID de l'échantillon,Identifiant unique pour l'échantillon. Suggestion:siteID-date-index.,NA
fr,sampleMatCat,Ensemble de catégories de matériaux d'échantillon,Ensemble de catégories pour les types de matières qui peuvent être trouvées dans un échantillon.,NA
fr,sampleQualitySet,Ensemble2QualitéÉchantillon,Ensemble de qualité pour un échantillon.,NA
fr,samples,Table de rapport de l'échantillon,La table qui contient de l'information sur un échantillon donné,NA
fr,sampleTypeOther,Collection autre,Description d'un autre type de méthode non répertorié dans la collection.,NA
fr,samshed,Bassin d'échantillonnage,"Une zone géographique, un espace physique ou une structure. Un échantillon est prélevé dans un bassin d'échantillonnage pour une mesure représentative d'une ou plusieurs substances.","Exemples : Avion, maison de soins de longue durée, quartier, campus universitaire, municipalité."
fr,sarsCov2,SRAS-CoV-2,Indique un groupe de mesures/méthodes liées au virus SRAS-CoV-2.,"Les mesures du SRAS-CoV-2 ont les classes suivantes : protéines, allèles, variants, mutations, maladies."
fr,sarscov2Me,Mesure SRAS-CoV-2,Mesure de la quantité de virus SRAS-CoV-2.,NA
fr,saSpecimen,Ensemble de spécimens d'échantillon,Un ensemble de spécimens qui comprend uniquement un spécimen d'échantillon.,NA
fr,sC,Couverture éparse,"Le séquençage présente une couverture éparse, c'est-à-dire que l'étendue numérique de la couverture est considérée comme adéquate, mais les graphiques de couverture révèlent des parties manquantes du génome.","S'il y a plusieurs problèmes à signaler, utilisez l'indicateur de problèmes multiples et expliquez les détails dans la section des notes."
fr,sce,Effluent secondaire du clarificateur,Effluent obtenu aprés un décanteur secondaire.,NA
fr,school,École,École.,NA
fr,scs,Boues du clarificateur secondaire,Boue provenant d'un décanteur secondaire.,NA
fr,sd,L'écart type,L'écart type.,NA
fr,sdn,L'écart type normalisé,L'écart type normalisé.,NA
fr,sea,"Mer, plan d'eau naturel","Mer, étendue d'eau naturelle.",NA
