partID,partLabel,partType,partDesc,partInstr,domainID,specimenSet,compartSet,groupID,classID,nomenclatureID,ontologyRef,latExp,catSetID,unitSetID,aggScaleID,aggSetID,qualitySetID,status,firstRel,lastUp,changes,methodSteps,methodStepsRequired,methodStepsOrder,methodSets,methodSetsRequired,methodSetsOrder,measures,measuresRequired,measuresOrder,measureSets,measureSetsRequired,measureSetsOrder,datasets,datasetsRequired,datasetsOrder,sites,sitesRequired,sitesOrder,samples,samplesRequired,samplesOrder,addresses,addressesRequired,addressesOrder,contacts,contactsRequired,contactsOrder,organizations,organizationsRequired,organizationsOrder,instruments,instrumentsRequired,instrumentsOrder,polygons,polygonsRequired,polygonsOrder,languageLUs,translationLUs,partLUs,setLUs,refLink,dataType,minValue,maxValue,minLength,maxLength
stepIndexID,Method Step Index,attribute,"Specifies the index of a method step within a method set, i.e. the order of the steps in a set.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,cK,mandatory,4,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,1,NA,0,30
stepProvanceID,Method Step Parent ID,attribute,"A method step that served as a basis for another method step. This may be due to version changes, or a referencing a method set that was later adapted.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
stepVer,Method Step Version,attribute,Specifies the version of a given method step.,Version of the method step. Semantic versioning is recommended.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",header,,6,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,50
storTempDef,Sewer network file blob,attribute,A file blob that has any detailed information about the sewer network associated with the site (any format).,"Deprecated in version 2, please do not use. Refer to WKT and EPSG instead.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,blob,NA,NA,0,65535
stoTim,Storage time,measure,Length of time that a sample was in storage.,NA,allDo,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,quantitative,naAggrSet,pcrQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,0,NA,NA,NA
subvar,Sub-variant or lineage,unit,"A unit used to report a specific genetic lineage, or to specify that a reported variant is a sub-variant of another.","Use in combination with a variant measure ID to specify parentage; eg: measureID = Omicron, value = BA.2, unit = subvar",Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,see unit,naAggrSet,NA,active,2.0,2.0,added in version 2,input,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
summ,Summary,attribute,Short description of the assay and how it is different from the other assay methods.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",header,,5,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,255
sunny,Sunny,category,"Qualitative category for the weather measure, specifying a clear and sunny day.",NA,Phy,siSpecimen,anyCompartment,siteFeat,naClass,naNomenclature,,NA,weathCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
surface,Other surface,category,Surface other than floor or desk.,See also categories for floor and desk. ,naDomain,naSpecimenSet,surfaceCompartment,colGrp,naClass,naNomenclature,,NA,sampleMatCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
surfaceCompartment,Surface compartment set,compartmentSet,A compartment set for measures and methods in the surface compartment.,NA,allDo,anySpecimen,surfaceCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,15
surfaceWaterCompartment,Surface and water compartment set,compartmentSet,A compartment set for measures and methods in the surface or water compartments.,NA,allDo,anySpecimen,surfaceWaterCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,15
surfSw,Surface swab,category,Surface swab.,NA,naDomain,naSpecimenSet,surfaceCompartment,colGrp,naClass,naNomenclature,,NA,collectCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
swgTrck,Sewage truck,category,Sewage truck,NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,siteTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
swrCat,Sewer Catchment Area,category,Sewer catchment area.,NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,GeoTypeCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,Name Change (from Polygon Type),NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,Input,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
swrSed,Sewer sediment,category,Sediments obtained in sewer,NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,sampleMatCat,naUnitSet,NA,naAggrSet,NA,active,1.0,2.0,NA,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
synthetic,Synthetic sample,category,"Specifies a synthetic, or artificially derrived sample.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,originCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
t19r,t19r delta-variant gene target,measure,t19r delta-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
t3646a,t3646a delta-variant gene target,measure,t3646a delta-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
t547k ,t547k omicron-variant gene target,measure,t547k omicron-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
t9i ,t9i omicron-variant gene target,measure,t9i omicron-variant gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
table,Table Part Type,dictionary,"The part type for tables, which store the records of measures, methods and attributes to facilitate reporting.","An example of a  table is `site` a collection of attributes such as site name and address to describe where environment samples are taken. PHES-ODM has report tables, but users can create their own tables as well.",naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,partTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
tableCat,Table column category set,categorySet,The category set for valid inputs in table columns.,These categories are used in the parts list for columns named after tables to indicate the position and function of a given part in the entity relationship diagram of the data model.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,tableCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
taqpathN,TaqPath N sars-cov-2 gene target,measure,TaqPath N sars-cov-2 gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
taqpathS,TaqPath S sars-cov-2 gene target,measure,TaqPath N sars-cov-2 gene target,NA,Bio,saSpecimen,anyCompartment,sarsCov2,mutation,naNomenclature,,NA,NA,geneticUnits,see unit,naAggrSet,pcrQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
temp,Temperature,measure,Temperature of the sample measured in degrees Celcius,NA,Phy,siSaSpecimen,anyCompartment,miscMeas,tempClass,naNomenclature,,NA,NA,temperatureUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,NA,NA,0,30
tempClass,Temperature class,class,Specifies a collection of measures/methods related to temperatures.,NA,Phy,siSaSpecimen,anyCompartment,naGroup,tempClass,naNomenclature,,NA,NA,naUnitSet,see unit,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,0,30
temperatureUnits,Temperature unit set,unitSet,Unit set for temperature measurements.,NA,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,temperatureUnits,quantitative,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
tempVol,Nucleic acid template volume,measure,The volume of DNA or RNA template used for PCR. ,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,NA,naUnitSet,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in version 2,input,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,10
tesDate,Test Date,category,Date that the covid-19 test was performed.,NA,naDomain,naSpecimenSet,humanCompartment,naGroup,naClass,naNomenclature,,NA,popDateTypeCat,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,NA,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,datetime,NA,NA,NA,NA
test,Number of tests performed,unit,Number of tests performed.,NA,Bio,poSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,%tests$,NA,naUnitSet,NA,naAggrSet,genQualitySet,active,1.0,2.0,now a unit for any group or biologic infection,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,integer,0,NA,0,30
testing,Testing,category,A measure or sample taken to test a new method. These measures are typically used for internal lab uses and not reported to external partners.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,purposeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,Input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
tfCatSet,True-False Category Set ,categorySet,"Category set for boolean or binary attributes, containing true and false.",Set is used for any boolean attribute or measure.,naDomain,anySpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,tfCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
thermMag,thermo magmax microbiome ultra nucleic acid isolation kit,category,Nucleic acid extraction performed using the thermo magmax microbiome ultra nucleic acid isolation kit.,NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,extractCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
timePr,Time proportional sample,category,A time proportionalcomposite sample generally collected by an autosampler.,Use collectionPeriod to describe how many hours the sample was taken.,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,collectCat,naUnitSet,NA,naAggrSet,sampleQualitySet,active,1.0,2.0,Removed time period. Use collection period (collectPer) = 24 for 24hr sample,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
tkn,Total Kjeldahl Nitrogen,measure,"A measure of Total Kjeldahl Nitrogen; ie. the sum of nitrogen bound in organic substances, nitrogen in ammonia (NH3-N) and in ammonium (NH4+-N) in the chemical analysis of soil, water, or waste water.",NA,Che,siSaSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnits,see unit,naAggrSet,genQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
tn,Total Nitrogen,measure,"Total nitrogen concentration, as N.",NA,Che,siSaSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
tp24s,Time Proportional 24hr Sample,category,A time proportional 24-hour composite sample generally collected by an autosampler.,NA,naDomain,naSpecimenSet,waterCompartment,colGrp,naClass,naNomenclature,,NA,collectCat,naUnitSet,NA,naAggrSet,sampleQualitySet,depreciated,1.0,1.0,deprecated,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
translationLUs,Translation Look-up Table,table,"Look up table for translations of the description, label, and instruction for all parts.",The default language if a translation is not specified is English.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in V2.0,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
trizol,"trizol, zymo mag beads w/ zymo clean and concentrator",category,"Nucleic acid extraction performed using the trizol, zymo mag beads w/ zymo clean and concentrator method.",NA,Bio,saSpecimen,anyCompartment,procGrp,naClass,naNomenclature,,NA,extractCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
tru,True value,category,A boolean 'true' or 'yes' indicator.,Use these values and their set for any boolean measure or attribute.,naDomain,anySpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,tfCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,5
ts,Total Solids Concentration,measure,Total solids concentration,NA,Che,siSaSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
tss,Total Suspended Solids,measure,Total suspended solids,NA,Che,siSaSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
tssConc,Concentration of Total Suspended Solids,measure,Total suspended solids concentration of the wastewater.,NA,Phy,siSaSpecimen,waterCompartment,miscMeas,standardConc,naNomenclature,,NA,NA,stdConcentrationUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,"description wording, structure",NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
turb,Tubidity,measure,"A measure for the turbidity of water, or a liquid sample, quanitfying the relative clarity or opcaity of a liquid. Highly indicative of water quality.",NA,Phy,siSaSpecimen,waterCompartment,miscMeas,naClass,naNomenclature,,NA,NA,turbidityUnits,see unit,naAggrSet,genQualitySet,active,1.0,2.0,github issue #122,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,see unit,see unit,see unit,0,30
turbidityUnits,Turbidity unit set,unitSet,Unit set for turbidity measurements.,NA,naDomain,naSpecimenSet,waterCompartment,naGroup,naClass,naNomenclature,,NA,NA,turbidityUnits,quantitative,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,categorical,NA,NA,NA,NA
tyOtDep,Type other Depreciate,method,Description for other type of sample not listed in,NA,naDomain,naSpecimenSet,naCompartmentSet,colGrp,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,deprecated,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,100
tyOtDep2,Type other Depreciate2,attribute,Description of the site when the site is not listed. See siteType.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,depreciated,1.0,1.0,deprecated,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,100
uCampus,University campus,category,Universityor college campus - comprising an entire campus or part of a campus.,"See also 'Higher Education Domitory"".",naDomain,naSpecimenSet,anyCompartment,colGrp,naClass,naNomenclature,,NA,shedCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
UJ,Trace signal extrapolation,quality,"Observed quantitation cycle is greater than the experiment-specific standard curve intercept value but evidence of clear amplification was present (i.e., “trace” signal observed); the reported value is based on the extrapolation of the standard curve in the non-linear region.",NA,Bio,saSpecimen,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,pcrQualitySet,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
undisc,Undisclosed,missingness,"A value has been recorded, however it was not included in the dataset.",Missing value indicator for data that has not been shared or disclosed with outside parties.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,NA,NA
unique,Unique Sample,category,"A unique sample, not duplicated.",NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,replicateCatSet,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,input,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,varchar,NA,NA,0,30
unit,Unit Part Type,dictionary,Unit of the measurement.,NA,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,partTypeCat,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,input,NA,NA,varchar,NA,NA,NA,NA
unitID,Unit,attribute,Unique identifier for the units of a measurement.,Different units that are used to describe measurement values. Units are combined into UnitSetIDs. Please requests new units by creating an issue in the ODM repository.,naDomain,naSpecimenSet,naCompartmentSet,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,NA,naAggrSet,NA,active,2.0,2.0,added in version 2,fK,,12,NA,,NA,fK,optional,17,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,categorical,NA,NA,0,30
unitless,Unitless measure,unit,"A unit for unitless measures, like pH.",NA,naDomain,naSpecimenSet,anyCompartment,naGroup,naClass,naNomenclature,,NA,NA,naUnitSet,Other,naAggrSet,NA,active,2.0,2.0,added in version 2,Input,,NA,NA,,NA,input,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,float,NA,NA,NA,NA
