Version,2.3.0,,,,,,,,
translationID,lang,partID,label,partDesc,partInstr,firstReleased,lastUpdated,changes,notes
spapromAuto,spa,promAuto,kit TNA automatizado Promega,Extracción de ácido nucleico realizada con el kit automatizado tna de Promega.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spapromegaLVTNA,spa,promegaLVTNA,kit de captura TNA de gran volumen para aguas residuales (Promega),Kit de captura tna para grandes volúmenes de aguas residuales de Promega,NA,2.2.0,2.2.0,added in V2.2.0,
spapromHt,spa,promHt,kit HT TNA Promega,Extracción de ácido nucleico realizada con el kit ht tna de Promega.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spapromManu,spa,promManu,kit TNA manual Promega,Extracción de ácido nucleico realizada con el kit manual TNA de Promega.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spapromWW,spa,promWW,kit de captura TNA de gran volumen para aguas residuales (Promega),Extracción de ácido nucleico realizada con el kit de captura TNA para grandes volúmenes de aguas residuales de Promega.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaprop,spa,prop,proporción del total,Proporción como porcentaje del total.,NA,1.0.0,2.0.0,description wording.,
spapropV,spa,propV,proporción de variante en la muestra,Proporción de una variante como porcentaje del total de variantes.,NA,1.1.0,2.0.0,description wording.,
spaprotein,spa,protein,clase de proteínas,Medidas y métodos relacionados con las proteínas.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolID,spa,protocolID,ID de protocolo,Identificador único para un protocolo determinado.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolIDContainer,spa,protocolIDContainer,contenedor ID de protocolo,Identificador único para el protocolo y los pasos y otros protocolos que lo componen.,El contenedor de ID de protocolo se rellena con un ID de protocolo (partID = protocolID),2.0.0,2.0.0,added in V2.0.0,
spaprotocolIDObj,spa,protocolIDObj,objeto ID de protocolo,"El objeto de la relación entre un protocolo y otro protocolo o paso, dentro de un contenedor de ID de protocolo determinado.","Rellene este campo utilizando el ID del protocolo (partID = protocolID). Junto con `protocolIDSub` o `stepIDSub` y `relationshipID`, la relación del protocolo se define como: [protocolIDSubject o stepIDSubject]  [relationshipID] [protocolIDObject o stepIDObject]. Ejemplo: stepIDSubject  precede a protocolIDObject.",2.0.0,2.0.0,added in V2.0.0,
spaprotocolIDSub,spa,protocolIDSub,sujeto ID de protocolo,"El sujeto de la relación entre un protocolo y otro protocolo o paso, dentro de un contenedor de ID de protocolo determinado.","Rellene este campo utilizando el ID del protocolo (partID = protocolID). Junto con `protocolIDObj` o `stepIDObj` y `relationshipID`, la fila de `protocolRelationships` debe indicar: [protocolIDSubject o stepIDSubject]  [relationshipID] [protocolIDObject o stepIDObject]. Ejemplo: stepIDSubject  precede a protocolIDObject.",2.0.0,2.0.0,added in V2.0.0,
spaprotocolRelationships,spa,protocolRelationships,tabla de relaciones de protocolos,"La tabla que contiene la información organizativa y los detalles (como el orden) sobre un protocolo determinado, registrados como una serie de pasos del protocolo (protocolSteps). ","Los protocolos son un grupo de pasos de protocolo relacionados. Por ejemplo, un paso de protocolo puede describir una concentración de muestra, una extracción, una inhibición o una medición. Los protocolos pueden incluir tanto methodID (un procedimiento) como measureIDs (una medida). Un ejemplo de método es la centrifugación, donde la velocidad de rotación de la centrifugación se describe como una medida.",2.0.0,2.0.0,added in V2.0.0,
spaprotocolRelationshipsID,spa,protocolRelationshipsID,ID sintético para tabla protocolRelationships,Un ID único y autoincremental generado para producir un identificador único y una clave principal para cada fila de la tabla protocolRelationships.,NA,2.2.0,2.2.0,added in V2.2.0,
spaprotocolRelationshipsOrder,spa,protocolRelationshipsOrder,orden de columnas de la tabla de relaciones de protocolos,Especifica el orden de las columnas en la tabla Organización del protocolo.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolRelationshipsRequired,spa,protocolRelationshipsRequired,encabezados obligatorios de la tabla de relaciones de protocolos,Especifica las columnas necesarias en la tabla Organización del protocolo.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolRelSet,spa,protocolRelSet,conjunto de relaciones de protocolos,Conjunto de valores válidos de relationshipID en la tabla protocolRelationships.,Utilizar solo para la relación de la tabla protocolRelationships relationshipID.,2.0.0,2.0.0,added in V2.0.0,
spaprotocols,spa,protocols,tabla de protocolos,La tabla para los protocolos.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolsOrder,spa,protocolsOrder,orden de columnas de tabla de protocolos,Especifica el orden de las columnas en la tabla Protocolos.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolsRequired,spa,protocolsRequired,encabezados obligatorios de tabla de protocolos,Especifica las columnas necesarias en la tabla Protocolos.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolSteps,spa,protocolSteps,tabla de pasos de protocolo,"La tabla para recopilar metadatos sobre pasos individuales en un protocolo, proceso metodológico o ensayo.",NA,1.0.0,2.0.0,"updated from assay method into 2 tables, restructured.",
spaprotocolStepsOrder,spa,protocolStepsOrder,orden de columnas de pasos de protocolo,Especifica el orden de las columnas en una tabla Pasos del protocolo.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolStepsRequired,spa,protocolStepsRequired,encabezados obligatorios de pasos de protocolo,Especifica las columnas necesarias en una tabla Pasos del protocolo.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolTableSet,spa,protocolTableSet,conjunto de tabla de protocolos,Tablas que contienen información sobre los métodos utilizados para la recogida o medición de muestras.,NA,2.0.0,2.0.0,added in V2.0.0,
spaprotocolVersion,spa,protocolVersion,versión de protocolo,Especifica la versión de un conjunto de métodos.,Versión del conjunto de métodos. Se recomienda el uso de versiones semánticas.,2.0.0,2.0.0,added in V2.0.0,
spaprovHA,spa,provHA,"acceso a proveedor HA (?), prov ha","Si es «no», estos datos no estarán disponibles para las autoridades sanitarias provinciales. Si falta, los datos estarán disponibles para las autoridades sanitarias provinciales.",NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema.",
spaprovisional,spa,provisional,reporte provisional,Un informe provisional o intermedio.,"Utilizar para mediciones que aún no se han finalizado. Normalmente, este propósito no se comunica públicamente. ",2.0.0,2.0.0,added in V2.0.0,
spaps,spa,ps,nombre corto tabla de pasos de protocolo,"El nombre abreviado que se utiliza para hacer referencia a la tabla para recopilar metadatos sobre pasos individuales en un protocolo, proceso metodológico o ensayo.",tabla,2.2.2,2.2.2,added in V 2.2.2,
spapseudomonas,spa,pseudomonas,Pseudomonas,Pseudomonas,NA,2.2.0,2.2.0,added in V2.2.0,
spapseudomonasGrp,spa,pseudomonasGrp,grupo Pseudomonas,Un grupo de medidas/métodos relacionados con la bacteria pseudomonas.,Se utiliza para describir la información del organismo para medidas generales.,2.2.0,2.2.0,added in V2.2.0,
spapSludge,spa,pSludge,lodo del clarificador primario,Lodos producidos por los clarificadores primarios,NA,1.0.0,2.0.0,NA,
spapStat,spa,pStat,estación de bombeo,Estación de bombeo,NA,1.0.0,2.0.0,"description wording, structure",
spapstGrit,spa,pstGrit,post-grit (post-desarenado),"Aguas residuales sin tratar después de las obras de cabecera de una planta de tratamiento (después de la eliminación de arena o de sólidos grandes en una planta de tratamiento, pero antes del clarificador primario)",NA,1.0.0,2.0.0,NA,
spaptDescDep,spa,ptDescDep,descripción de pretratamiento (obsoleto),"Si se trata de un pretratamiento, describa el tratamiento que se realizó.","Obsoleto en la versión 2, no utilizar. Utilizar methodID de pretratamiento y especificar más detalles en el resumen y/o las notas, si es necesario.",1.0.0,2.0.0,"depreciated, absorbed into more general ""description"" part",
spaptot,spa,ptot,número de pruebas positivas,Número de pruebas positivas realizadas en un día en una región determinada.,NA,1.0.0,2.0.0,now a unit for any group or biologic infection,
spapubHealth,spa,pubHealth,agencia de salud pública,Organismo de salud pública.,NA,2.0.0,2.0.0,added in V2.0.0,
spapublic,spa,public,acceso público,"Si la respuesta es «no», estos datos no estarán disponibles para el público. Si falta, los datos estarán disponibles para el público.",NA,1.0.0,2.0.0,"depreciated, sharing moved to sharing schema.",
spapuro,spa,puro,virus Puro,Medida de la cantidad de virus puro.,NA,2.0.0,2.0.0,added in V2.0.0,
spapuroMat,spa,puroMat,diana del spike del virus Puro,El virus puro se utiliza como objetivo de control de la eficiencia de recuperación.,NA,2.0.0,2.0.0,added in V2.0.0,
spapurpose,spa,purpose,propósito,Motivo por el que se tomó la medida o la muestra.,"Véanse las categorías permitidas: informe, control de calidad, estudio de validación, prueba",2.0.0,2.0.0,NA,
spapurposeSet,spa,purposeSet,conjunto de propósitos,Finalidad establecida para una muestra o medida.,NA,2.0.0,2.0.0,added in V2.0.0,
spapv2,spa,pv2,poliovirus tipo 2,Poliovirus tipo 2,NA,2.2.0,2.2.0,added in V2.2.0,
spaq19e,spa,q19e,diana génica q19e variante ómicron,q19e objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spaq493r,spa,q493r,diana génica q493r variante ómicron,q493r objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spaq498r,spa,q498r,diana génica q498r variante ómicron,q498r objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spaq954h,spa,q954h,diana génica q954h variante ómicron,q954h objetivo del gen de mutación de la variante ómicron,NA,2.0.0,2.0.0,added in V2.0.0,
spaqaqc,spa,qaqc,método de aseguramiento de calidad (QA),Método de garantía y control de calidad.,Descripción de las medidas de control de calidad adoptadas,1.0.0,2.0.0,"description wording, deprecated",
spaqf1,spa,qf1,preocupaciones de calidad,"Indicador para señalar que existe un problema de calidad, no especificado de otro modo.",NA,1.0.0,2.0.0,added in V2.0.0,
spaqgDNARNA,spa,qgDNARNA,kit Qiagen AllPrep DNA/RNA,Extracción de ácido nucleico realizada con el kit Qiagen Allprep DNA/RNA.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaqgDpcr,spa,qgDpcr,PCR digital Qiagen,Describe un análisis de PCR realizado con la tecnología de PCR digital de Qiagen.,NA,2.0.0,2.0.0,added in V2.0.0,
spaqgEz1,spa,qgEz1,kit Qiagen EZ1 Virus Mini v2.0,Extracción de ácido nucleico realizada con el kit Qiagen EZ1 Virus Mini Kit v2.0.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaqgPwrFecal,spa,qgPwrFecal,kit Qiagen AllPrep PowerFecal DNA/RNA,Extracción de ácido nucleico realizada con el kit Qiagen Allprep Powerfecal DNA/RNA.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaqgPwrViral,spa,qgPwrViral,kit Qiagen AllPrep PowerViral DNA/RNA,Extracción de ácido nucleico realizada con el kit Qiagen Allprep Powerviral DNA/RNA.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaqgPwrWtr,spa,qgPwrWtr,kit Qiagen PowerWater,Extracción de ácido nucleico realizada con el kit Qiagen Powerwater.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaqgQiAmp,spa,qgQiAmp,tampones QIAamp con columnas Epoch,Extracción de ácido nucleico realizada con los tampones Qiagen Qiaamp con columnas Epoch.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaqgRneasy,spa,qgRneasy,kit Qiagen RNeasy,Extracción de ácido nucleico realizada con el kit Qiagen RNEasy.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaqgRneasyPwr,spa,qgRneasyPwr,kit Qiagen RNeasy PowerMicrobiome,Extracción de ácido nucleico realizada con el kit Qiagen RNEasy PowerMicrobiome.,NA,2.0.0,2.0.0,"added in V2.0.0, added from NWSS",
spaqiAllprep,spa,qiAllprep,kit Qiagen AllPrep DNA/RNA,Kit Qiagen Allprep DNA/RNA.,NA,2.2.0,2.2.0,added in V2.2.0,
spaqiampDSP,spa,qiampDSP,kit Qiagen QIAamp DSP Viral RNA Mini,Kit Qiagen Qiaamp DSP Viral RNA Mini.,NA,2.2.0,2.2.0,added in V2.2.0,
spaqpcr,spa,qpcr,PCR cuantitativa en tiempo real,PCR en tiempo real.,NA,2.0.0,2.0.0,added in V2.0.0,
spaqr,spa,qr,nombre corto tabla de informes de calidad,Abreviatura utilizada para referirse a la tabla en la que se registran las diversas métricas e indicadores de calidad de las muestras y mediciones.,tabla,2.2.2,2.2.2,added in V 2.2.2,
spaqualAggScale,spa,qualAggScale,cualitativo,Escala de agregación cualitativa.,NA,2.0.0,2.0.0,added in V2.0.0,
spaqualityControl,spa,qualityControl,control de calidad,Medida o muestra tomada con fines de control de calidad.,Las medidas de esta categoría se toman para evaluar el control de calidad.,2.0.0,2.0.0,added in V2.0.0,
spaqualityFlag,spa,qualityFlag,indicador de calidad,"Campo para informar de cualquier problema de calidad, o de la ausencia de estos, en una muestra o medida.",Los tipos de indicadores de calidad varían según el contexto; consulte el conjunto de indicadores de calidad para confirmarlo.,2.0.0,2.0.0,added in V2.0.0,
spaqualityIndicators,spa,qualityIndicators,indicadores de calidad,Medida de la calidad de un valor o muestra notificados.,Solo se utiliza para las entradas del diccionario de piezas.,2.0.0,2.0.0,added in V2.0.0,
spaqualityIndSet,spa,qualityIndSet,encabezado de conjunto de indicadores de calidad,Conjunto de calidad que corresponde a una parte determinada. Solo aplicable a muestras y medidas.,NA,2.0.0,2.0.0,added in V2.0.0,
spaqualityIndSets,spa,qualityIndSets,conjuntos de indicadores de calidad,"Conjuntos de indicadores o medidas de calidad. Por ejemplo, la PCR tiene un conjunto de medidas de calidad.",NA,2.0.0,2.0.0,added in V2.0.0,
spaqualityReportID,spa,qualityReportID,ID de informe de calidad,Identificador único para un informe de calidad determinado.,NA,2.0.0,2.0.0,added in V2.0.0,
spaqualityReports,spa,qualityReports,tabla de informes de calidad,Tabla para registrar las diversas métricas e indicadores de calidad de las muestras y medidas.,NA,2.0.0,2.0.0,added in V2.0.0,
spaqualityReportsOrder,spa,qualityReportsOrder,orden de columnas de informes de calidad,Especifica el orden de las columnas en la tabla Informes de calidad.,NA,2.0.0,2.0.0,added in V2.0.0,
spaqualityReportsRequired,spa,qualityReportsRequired,encabezados obligatorios de tabla de informe de calidad,Especifica las columnas necesarias en la tabla Informes de calidad.,NA,2.0.0,2.0.0,added in V2.0.0,
spaquantAggScale,spa,quantAggScale,cuantitativo,La escala de agregación «quantAggScale».,NA,2.0.0,2.0.0,added in V2.0.0,
spar2,spa,r2,R al cuadrado (R²),Valor R cuadrado de la curva de calibración.,"Se utiliza para almacenar información sobre la curva de calibración, aunque también puede ser aplicable a otros tipos de curvas.",2.0.0,2.0.0,added in V2.0.0,
spar203m,spa,r203m,diana génica r203m variante Delta,r203m delta-variant mutation gene target,NA,2.0.0,2.0.0,added in V2.0.0,
spar346t,spa,r346t,mutación R346T,La mutación variante FLiRT/SLip R346T.,NA,2.2.0,2.2.0,added in V2.2.0,
sparainDpcr,spa,rainDpcr,PCR digital Raindance,Describe un análisis de PCR realizado con la tecnología de PCR digital de Raindance.,NA,2.0.0,2.0.0,added in V2.0.0,
sparainy,spa,rainy,lluvioso,"Categoría cualitativa para la medida meteorológica, que especifica un día lluvioso.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
sparanSeq,spa,ranSeq,método de selección de secuenciación aleatoria,Especifica el método de selección aleatoria para la secuenciación.,No se debe utilizar ningún conjunto de cebadores si se selecciona esta opción.,2.0.0,2.0.0,added in V2.0.0,
sparatio,spa,ratio,razón,Ratio (sin unidades),"Informar como número real o fracción. Es decir, una proporción de 10:2 se informa como 5. Los detalles de la proporción (el numerador y el denominador) se describen en la medida.",2.0.0,2.0.0,added in V2.0.0,
sparaws,spa,raws,aguas residuales crudas,Muestra de aguas residuales sin tratar,NA,1.0.0,2.0.0,NA,
sparawWW,spa,rawWW,aguas residuales en sitio,Aguas residuales sin ningún tipo de tratamiento,NA,1.0.0,2.0.0,NA,
sparawWWdown,spa,rawWWdown,aguas residuales río abajo del sitio,Aguas residuales aguas abajo de un emplazamiento. Véase partType = rawWWup.,NA,2.0.0,2.0.0,added in V2.0.0,
sparawWWup,spa,rawWWup,aguas residuales río arriba del sitio,"Aguas residuales aguas arriba de un emplazamiento. Se utiliza cuando no hay acceso directo a las aguas residuales de un emplazamiento en conjunción con la muestra aguas abajo. Por ejemplo, si el emplazamiento es una residencia de ancianos, pero no hay acceso al edificio o a la limpieza de la propiedad. Utilice dos muestras, una aguas arriba y otra aguas abajo.",NA,2.0.0,2.0.0,added in V2.0.0,
spardrpIP2,spa,rdrpIP2,diana génica IP2 RdRp SARS-CoV-2,IP2 rdrp sars-cov-2 gen objetivo,NA,2.0.0,2.0.0,added in V2.0.0,
spardrpIP4,spa,rdrpIP4,diana génica IP4 RdRp SARS-CoV-2,IP4 rdrp sars-cov-2 gen objetivo,NA,2.0.0,2.0.0,added in V2.0.0,
sparecDate,spa,recDate,fecha de recepción de muestra,La fecha en que se recibió la muestra en el laboratorio para su análisis.,NA,2.0.0,2.0.0,"added in V2.0.0, Update in line with Github Issue #211",
sparecov,spa,recov,pacientes recuperados,Unidades para describir una medida poblacional de pacientes que se han recuperado de una enfermedad determinada.,Unidad para una medida de población o enfermedad que explique los efectos clínicos a nivel de población.,2.0.0,2.0.0,added in V2.0.0,
sparefLink,spa,refLink,enlace de referencia,"Enlace al material de referencia de una pieza. Puede enlazar con bibliografía sobre un método, una medida, etc.","Enlace al procedimiento operativo estándar para una medida o parte. La referencia de la parte es una referencia a un documento técnico que describe la parte en detalle. La referencia puede ser una URL, un DOI o una referencia a un informe técnico.",1.0.0,2.0.0,"description wording, structure",
sparegular,spa,regular,vigilancia rutinaria de patógenos,Medida o muestra tomada para vigilancia o epidemiología.,Una medida «regular» es la predeterminada. Los datos que falten se recodificarán con este fin.,2.0.0,2.0.0,added in V2.0.0,
sparegularReportTableSet,spa,regularReportTableSet,conjunto de tablas de informes regulares,Tablas utilizadas para informar diariamente de nuevas mediciones e información sobre la recogida de muestras.,NA,2.0.0,2.0.0,added in V2.0.0,
sparelationshipID,spa,relationshipID,relación entre entidades,Atributo para especificar la relación entre un sujeto y un objeto de muestra.,"Junto con «sampleIDSubject» y «sampleRelID», una fila de «sampleRelationships» debe decir: [sampleIDSubject] es una [sampleID] de [sampleIDObject].",2.0.0,2.0.0,added in V2.0.0,
sparelDateEnd,spa,relDateEnd,fecha de fin de relevancia de la medida,"Fecha de finalización del periodo de relevancia de una medida, principalmente para métricas que varían en el tiempo para sitios o polígonos.",NA,2.3.0,2.3.0,added in V2.3.0,
sparelDateStart,spa,relDateStart,fecha de inicio de relevancia de la medida,"La fecha de inicio del período de relevancia de una medida, principalmente para métricas que varían en el tiempo para sitios o polígonos.",NA,2.3.0,2.3.0,added in V2.3.0,
sparelHum,spa,relHum,humedad relativa,"La unidad de humedad relativa, o la mezcla de aire y agua. La relación entre la presión parcial del vapor de agua en la mezcla y la presión de vapor de equilibrio del agua sobre una superficie plana. de agua pura a una temperatura determinada.",NA,2.0.0,2.0.0,"added in V2.0.0, github issue #124 and #204",
sparelHumidUnitSet,spa,relHumidUnitSet,conjunto de unidades de humedad relativa,Conjunto de unidades para mediciones de humedad relativa.,NA,2.0.0,2.0.0,added in V2.0.0,
sparelNR,spa,relNR,relación no reportada,"ID de relación utilizada en las tablas de relaciones del ODM cuando dos entidades están relacionadas o conectadas de alguna manera, pero la naturaleza real de esa relación no está clara o no se ha comunicado.",Se utiliza principalmente al mapear datos de otros formatos en los que las relaciones de protocolo (por ejemplo) no informan de relaciones temporales claras o del orden de los pasos del método.,3.0.0,3.0.0,added in V3.0.0,
sparelSet,spa,relSet,conjunto general de relaciones,Conjunto de valores válidos de relationshipID en todos los campos y tablas.,NA,2.2.3,2.2.3,added in v 2.2.3,
sparepGrab,spa,repGrab,muestra representativa puntual,Una única muestra representativa de gran tamaño.,"Obsoleto en la versión 2, no lo utilice.",1.0.0,2.0.0,depreciated,
spareplicateSet,spa,replicateSet,conjunto de tipos de réplica,Conjunto para almacenar valores categóricos válidos de tipo réplica.,NA,2.0.0,2.0.0,added in V2.0.0,
sparepNum,spa,repNum,número de réplica,"Número de réplica para un valor Ct o Cq, utilizado para especificar una curva estándar del protocolo.","Solo se aplica y utiliza para curvas estándar agregadas o curvas que se utilizan en varias placas. De lo contrario, estos detalles se pueden capturar en un informe de medidas y especificarse mediante el índice de medidas.",2.0.0,2.0.0,added in V2.0.0,
sparepOrg1,spa,repOrg1,ID de autoridad de reporte primaria,"La autoridad principal o más responsable de los informes o hallazgos de vigilancia rutinaria, o del lugar donde se encuentra el sitio. ","Utilice la tabla «organizations» para describir atributos como el nombre y la dirección de la organización. Utilice «orgType», «orgLevel» y «orgSector» para describir atributos adicionales. Por ejemplo, si la organización es una agencia gubernamental («orgType»), local («orgLevel») o de salud pública («orgSector»). Si no se especifican los atributos, el valor predeterminado es la versión 1.1.0 «publicHealthDepartment», definida como «El departamento de salud pública o la región donde se encuentra el sitio. Véase también «healthReg» si existe una autoridad regional independiente encargada de la prestación de asistencia sanitaria».",1.1.0,2.0.0,"description wording, structure",
sparepOrg2,spa,repOrg2,ID de autoridad de reporte secundaria,"La autoridad secundaria, adicional o alternativa para los informes o hallazgos de vigilancia rutinaria, o del lugar donde se encuentra el sitio. ","Utilice la tabla «organizations» para describir atributos como el nombre y la dirección de la organización. Utilice «orgType», «orgLevel» y «orgSector» para describir atributos adicionales. Por ejemplo, si la organización es una agencia gubernamental (`orgType`), local (`orgLevel`) o de salud pública (`orgSector`). Si no se especifican los atributos, el valor predeterminado es la versión 1.1.0 `healthRegion`, la autoridad de planificación sanitaria donde se encuentra el sitio. Definido como «El departamento de salud pública o la región donde se encuentra el sitio».",1.1.0,2.0.0,"description wording, structure",
spareportable,spa,reportable,reportable,"Indicador de si una medida es notificable o no, en función de la confianza en la medida y los métodos aplicados.",NA,2.0.0,2.1.0,added in V2.0.0,
spareportDate,spa,reportDate,fecha de reporte,La fecha en que se notificó una medida.,Esta fecha es la primera fecha en la que el laboratorio o la entidad comunicó los resultados de la medida a la salud pública u otra entidad que ordenó la medida o es responsable de la acción. Utilice la fecha de finalización del análisis si la medida forma parte de un estudio de investigación u otro propósito que no tiene una entidad informante.,1.0.0,2.0.0,"description wording, structure",
spareporterIDDep,spa,reporterIDDep,ID de reportero (obsoleto),Identificador único de la persona u organización que comunica los datos.,NA,1.1.0,2.0.0,changed to contactID,
spareportersDep,spa,reportersDep,tabla de reportero (obsoleta),"Tabla que contiene información sobre el comunicante de una muestra, método, medida o atributo.",NA,1.0.0,2.0.0,depreciated,
spareportTableInput,spa,reportTableInput,entrada de tabla de reporte (formato ancho),Nombre abreviado de la tabla de fuentes enumeradas.,NA,2.2.0,2.2.0,added in V2.2.0,
spareportTableName,spa,reportTableName,nombre de tabla de reporte (formato ancho),Tabla de informes a la que hace referencia el nombre completo.,NA,2.2.0,2.2.0,added in V2.2.0,
sparepType,spa,repType,tipo de réplica,"Atributo de una muestra que especifica si la muestra es única o una réplica. Y si es una réplica, ¿de qué tipo es?",NA,2.0.0,2.0.0,"added in V2.0.0, GitHub issue #94",
sparesCosca,spa,resCosca,re-suspensión de colección con filtro COSCa,Extracción de ácido nucleico mediante la resuspensión de una muestra recogida utilizando el método COSCa ball.,Consulte partID = cosca para obtener más detalles.,2.0.0,2.0.0,added in V2.0.0,
sparesearch,spa,research,sector u organización de investigación,Describe las organizaciones cuyo objetivo es la generación de investigación.,NA,2.2.0,2.2.0,added in V2.2.0,
sparestrict,spa,restrict,datos restringidos,Los datos que faltan se ocultan porque su acceso está restringido.,Indicador de valor perdido para datos que se han clasificado como restringidos y no aptos para compartir.,3.0.0,3.0.0,added in V3.0.0,
sparesults,spa,results,tablas de resultados,"Tablas utilizadas para registrar muestras, medidas e informes de calidad.",Estas tablas se actualizan cada vez que se toma una nueva muestra o se informa de una medida. Los informes de calidad se utilizan para informar sobre el control y la garantía de calidad de las muestras y las medidas. ,2.0.0,2.0.0,added in V2.0.0,
sparesuspension,spa,resuspension,método de resuspensión,Describe el método utilizado para resuspender el material.,NA,2.2.0,2.2.0,added in V2.2.0,
sparesusSet,spa,resusSet,conjunto de métodos de resuspensión,El conjunto que describe los valores categóricos válidos para el método de resuspensión.,NA,2.2.0,2.2.0,added in V2.2.0,
sparetainedElement,spa,retainedElement,elemento retenido,"El elemento retenido después de la centrifugación, filtración, separación de sólidos, etc.",NA,2.2.0,2.2.0,added in V2.2.0,
sparetElSet,spa,retElSet,conjunto de elementos retenidos,El conjunto para enumerar los valores válidos posibles del método del elemento retenido.,NA,2.2.0,2.2.0,added in V2.2.0,
sparetPond,spa,retPond,estanque de retención,Estanque de retención,NA,1.0.0,2.0.0,"description wording, structure",
sparickettsia,spa,rickettsia,Rickettsia,Rickettsia,NA,2.2.0,2.2.0,added in V2.2.0,
sparickettsiaGrp,spa,rickettsiaGrp,grupo Rickettsia,Grupo de medidas/métodos relacionados con los parásitos rickettsia.,Se utiliza para describir la información sobre el organismo para medidas generales.,2.2.0,2.2.0,added in V2.2.0,
spariver,spa,river,río (cuerpo de agua natural),"Río, masa de agua natural",NA,1.0.0,2.0.0,"description wording, structure",
sparna,spa,rna,plantilla de ARN,La plantilla de ácido ribonucleico (ARN) se utiliza para trabajos de PCR o secuenciación.,NA,2.0.0,2.0.0,added in V2.0.0,
sparnaseP,spa,rnaseP,Ribonucleasa P (RNasa P),Ribonucleasa P (RNasa P) (normalmente medida como indicador fecal humano),NA,2.2.0,2.2.0,added in V2.2.0,
sparole,spa,role,Rol del contacto,Especifica la función organizativa de un contacto determinado.,NA,2.0.0,2.0.0,added in V2.0.0,
sparotavirus,spa,rotavirus,Rotavirus,Rotavirus,NA,2.2.0,2.2.0,added in V2.2.0,
sparotavirusGrp,spa,rotavirusGrp,Grupo de rotavirus,Conjunto de medidas/métodos relacionados con los rotavirus.,Se utiliza para describir la información del organismo para medidas generales.,2.2.0,2.2.0,added in V2.2.0,
sparP100,spa,rP100,"Tasa por 100,000",Unidades para describir una medida poblacional de la tasa de incidencia de casos por cada 100 000 personas de una enfermedad determinada.,Unidad para una medida de población o enfermedad para explicar los efectos clínicos a nivel de población.,2.0.0,2.0.0,added in V2.0.0,
sparpm,spa,rpm,Revoluciones por minuto (RPM),"RPM significa «revoluciones por minuto». Así es como los fabricantes de centrifugadoras suelen describir la velocidad a la que funciona la centrifugadora. El rotor, independientemente de su tamaño, gira a esa velocidad.",NA,2.2.0,2.2.0,added in V2.2.0,
sparppw,spa,rppw,Aguas residuales crudas post-pasteurizadas,Muestra de aguas residuales sin tratar tras la pasteurización.,NA,1.0.0,2.0.0,NA,
sparsvAB,spa,rsvAB,Virus sincitial respiratorio A y B combinados,Virus respiratorio sincitial humano tipo A (VRS A) y tipo B (VRS B).,NA,2.1.0,2.1.3,added in V2.1.0,
sparsvAMe,spa,rsvAMe,Virus sincitial respiratorio A,Virus respiratorio sincitial humano tipo A (VRS A).,Consulte Grupo = «rsv» y «rsv» para las medidas que se aplican al RSV A o al RSV B. ,2.1.0,2.1.3,added in V2.1.0,
sparsvB,spa,rsvB,Virus sincitial respiratorio B,Virus respiratorio sincitial humano tipo B (VRS B).,Consulte Grupo = «rsv» y «rsv» para las medidas que se aplican al RSV A o al RSV B. ,2.1.0,2.1.3,added in V2.1.0,
sparsvGrp,spa,rsvGrp,Grupo de virus sincitial respiratorio (VSR),Virus respiratorio sincitial humano (VRS).,"Consulte Grupo = «rsvA» y «rsvB» para las medidas específicas del RSV A o del RSV B, respectivamente. ",2.0.0,2.1.2,added in V2.0.0,
sparsvMe,spa,rsvMe,Virus sincitial respiratorio,"Virus respiratorio sincitial humano (VRS), medida genérica.","Consulte Grupo = «rsvA» y «rsvB» para las medidas específicas del RSV A o el RSV B, respectivamente. ",2.0.0,2.1.2,added in V2.0.0,
